metabolite_key,dossier_id,metabolite_id,name_raw,congener_or_variant_raw,formula,structure_id,chemical_role_raw,bioactivity_raw,recovery_location_raw,identification_level_raw,source_ids,note,source_row
M4-FUNG-0485:M001,M4-FUNG-0485,M001,sartorypyrone A,canonical product,NR,NR,native/canonical endpoint,NR,natural-product provenance,literature/database,S001; S002; S004,,114
M4-FUNG-0485:M002,M4-FUNG-0485,M002,sartorypyrone D,heterologous cyclase-swap product,NR,NR,direct module-level product,NR,heterologous culture,direct,S003,,115
M4-FUNG-0486:M001,M4-FUNG-0486,M001,ochratoxin A,canonical product,NR,NR,pathway endpoint,mycotoxin,culture extracts,direct OTA detection,S003,,114
M4-FUNG-0487:M001,M4-FUNG-0487,M001,ochratoxin A,canonical product,NR,NR,pathway endpoint,mycotoxin,culture extracts,direct OTA detection,S003,,114
M4-FUNG-0488:M001,M4-FUNG-0488,M001,ochratoxin A,canonical product,NR,NR,pathway endpoint,mycotoxin,culture extracts,direct OTA detection,S003,,114
M4-FUNG-0489:M001,M4-FUNG-0489,M001,ochratoxin A,canonical product,NR,NR,pathway endpoint,mycotoxin,culture extracts,direct OTA detection,S003,,114
M4-FUNG-0490:M001,M4-FUNG-0490,M001,ochratoxin A,canonical product,NR,NR,pathway endpoint,mycotoxin,culture extracts,direct OTA detection,S003,,114
M4-FUNG-0491:M001,M4-FUNG-0491,M001,"stellata-2,6,19-triene",Stl-TS product,NR,NR,sesterterpene hydrocarbon intermediate,NR,heterologous/enzymatic system,analytically identified,S003,,114
M4-FUNG-0491:M002,M4-FUNG-0491,M002,stellatic acid,canonical final product,NR,NR,oxidized sesterterpene endpoint,NR,heterologous/enzymatic system,structure-supported,S001; S003,,115
M4-FUNG-0492:M001,M4-FUNG-0492,M001,mulundocandin,canonical product,C48H77N7O16,NR,echinocandin cyclic lipohexapeptide,antifungal against yeasts and filamentous fungi,culture broth,isolated and chemically characterized,S002; S004,Compound production is direct; locus causality is comparative.,114
M4-FUNG-0493:M001,M4-FUNG-0493,M001,"3,5-dimethylorsellinic acid",early polyketide precursor,NR,NR,polyketide precursor,NR,engineered/enzymatic system,analytically identified,S003,AndM product.,114
M4-FUNG-0493:M002,M4-FUNG-0493,M002,preandiloid A,pathway intermediate,NR,NR,cyclized meroterpenoid intermediate,NR,engineered/enzymatic system,structure-supported,S003,AndB-stage intermediate.,115
M4-FUNG-0493:M003,M4-FUNG-0493,M003,andiconin,AndA rearrangement product,NR,NR,bridged-ring intermediate,NR,engineered/enzymatic system,structure-supported,S003,Demonstrates non-Diels-Alder core construction.,116
M4-FUNG-0493:M004,M4-FUNG-0493,M004,anditomin,canonical final product,NR,NR,highly oxygenated meroterpenoid endpoint,NR,engineered/enzymatic pathway reconstruction,structure-supported,S002; S003,AndF-dependent endpoint.,117
M4-FUNG-0494:M001,M4-FUNG-0494,M001,subglutinol A,MIBiG-listed engineered DDP,NR,NPAtlas/MIBiG,decalin-containing diterpenoid pyrone,reported immunosuppressive/antitumor-related activity in source-product literature,heterologous/combinatorial production system,structure-characterized,S002; S003,Database product label does not equal native P. shearii production proof.,114
M4-FUNG-0494:M002,M4-FUNG-0494,M002,sesquicillin A,MIBiG-listed engineered DDP,NR,NPAtlas/MIBiG,decalin-containing diterpenoid pyrone,bioactivity evaluated in DDP library context,heterologous/combinatorial production system,structure-characterized,S002; S003,Engineered pathway product.,115
M4-FUNG-0494:M003,M4-FUNG-0494,M003,colletotrichin,MIBiG-listed engineered DDP,NR,NPAtlas/MIBiG,decalin-containing diterpenoid pyrone,NR in curated defining source for native P. shearii,heterologous/combinatorial production system,structure-characterized,S002; S003,Engineered pathway product.,116
M4-FUNG-0494:M004,M4-FUNG-0494,M004,metarhizin A,MIBiG-listed engineered DDP,NR,NPAtlas/MIBiG,decalin-containing diterpenoid pyrone,cell-proliferation activity known from original product literature,heterologous/combinatorial production system,structure-characterized,S002; S003,Engineered pathway product.,117
M4-FUNG-0494:M005,M4-FUNG-0494,M005,shearones A-I,native-source esdp reconstruction products,multiple,NR,diterpenoid pyrones,some showed moderate Aβ42 antiaggregation in vitro,Aspergillus oryzae heterologous expression,isolated and structure-characterized,S005,Nine new products from esdp cluster reconstruction.,118
M4-FUNG-0494:M006,M4-FUNG-0494,M006,common DDP scaffold intermediate,core-module product,NR,NR,epoxidized/cyclized diterpenoid-pyrone intermediate,NR,heterologous system,analytical pathway intermediate,S003; S005,Core five-enzyme module establishes scaffold logic.,119
M4-FUNG-0499:M001,M4-FUNG-0499,M001,demethylmycophenolic acid,MpaG′ substrate,NR,NR,late MPA precursor,NR,in-vitro assay,defined substrate,S003,,114
M4-FUNG-0499:M002,M4-FUNG-0499,M002,mycophenolic acid,MpaG′ product / final natural product,NR,NR,pathway endpoint,immunosuppressive,native producer and enzyme assay,structure-known,S003,,115
M4-FUNG-0500:M001,M4-FUNG-0500,M001,hancockinone A,final product,NR,NR,prenylated 6/6/6/5 tetracarbocyclic metabolite,moderate antibacterial activity,HknR-overexpression culture,isolated/structure-characterized,S003,,114
M4-FUNG-0500:M002,M4-FUNG-0500,M002,neosartoricin B,HknE precursor,NR,NR,upstream polyketide precursor,NR,feeding/enzyme assay,defined substrate,S003,,115
M4-FUNG-0501:M001,M4-FUNG-0501,M001,sordaricin,experimentally reconstructed core,NR,NR,norbornene-containing terpene core,precursor to antifungal sordarins,A. nidulans / S. cerevisiae reconstruction,NMR/HRMS confirmed,S004,Not direct R. necatrix native-product proof.,114
M4-FUNG-0501:M002,M4-FUNG-0501,M002,sordaricin B,MIBiG-listed product,NR,NR,database-labelled sordarin-family product,NR,NR,database label,S001,Defining paper instead predicts sordarin B for compact R. necatrix cluster.,115
M4-FUNG-0502:M001,M4-FUNG-0502,M001,halovir I,new lipopeptaibol 1,NR,NR,hexapeptide lipopeptaibol,potent antibacterial against Gram-positive pathogens; cytotoxic,native solid-culture extract,NMR/MS/MS + advanced Marfey's,S003,,114
M4-FUNG-0502:M002,M4-FUNG-0502,M002,halovir J,new lipopeptaibol 2,NR,NR,hexapeptide lipopeptaibol,potent antibacterial against Gram-positive pathogens; cytotoxic,native solid-culture extract,NMR/MS/MS + advanced Marfey's,S003,,115
M4-FUNG-0502:M003,M4-FUNG-0502,M003,halovir K,new lipopeptaibol 3,NR,NR,hexapeptide lipopeptaibol,cytotoxic; antibacterial potency not highlighted for compound 3 in abstract,native solid-culture extract,NMR/MS/MS + advanced Marfey's,S003,,116
M4-FUNG-0503:M001,M4-FUNG-0503,M001,ketone 12,dephenylated 2-pyridone ketone precursor,NR,NR,heterologous precursor to deoxyakanthomycin,NR,A. nidulans culture,structure confirmed,S003,,114
M4-FUNG-0503:M002,M4-FUNG-0503,M002,alcohol 13,SDR reduction intermediate,NR,NR,precursor that dehydrates to E/Z o-quinone methide,NR,in-vitro reaction,MS-observed intermediate,S003,,115
M4-FUNG-0503:M003,M4-FUNG-0503,M003,M-deoxyakanthomycin,M atropisomer,NR,NR,seven-membered-ring 4-hydroxy-2-pyridone product,NR in defining Sdx study,in-vitro/chemical reactions,standard/MS-supported,S001; S003,,116
M4-FUNG-0503:M004,M4-FUNG-0503,M004,P-deoxyakanthomycin,P atropisomer,NR,NR,seven-membered-ring 4-hydroxy-2-pyridone product,NR in defining Sdx study,in-vitro/chemical reactions,standard/MS-supported,S001; S003,,117
M4-FUNG-0504:M001,M4-FUNG-0504,M001,xylaroamide A,main cyclic heptadepsipeptide,NR,NR,native NRPS-type secondary metabolite,BT-549 IC50 2.5 μM; RKO IC50 9.5 μM,native fungal culture/mycelium,full planar and stereochemical structure assignment,S003,,114
M4-FUNG-0505:M001,M4-FUNG-0505,M001,fosfonochlorin,final database-listed product,NR,NR,halogenated organophosphonate,NR in defining biosynthetic study,historical fungal natural product; native 4287 recovery NR in defining study,structure-known natural product,S001; S003,,114
M4-FUNG-0505:M002,M4-FUNG-0505,M002,2-hydroxyethylphosphonic acid,FfnC product / FfnD substrate,NR,NR,early phosphonate intermediate,NA,in-vitro reaction,synthetic-standard/assay supported,S003,,115
M4-FUNG-0505:M003,M4-FUNG-0505,M003,(S)-epoxyethylphosphonic acid,FfnD oxacyclization product,NR,NR,epoxide intermediate,NA,in-vitro reaction,stereochemically/isotope-supported,S003,,116
M4-FUNG-0505:M004,M4-FUNG-0505,M004,(S)-1-hydroxyethylphosphonic acid,FfnD alternate-substrate product,NR,NR,mechanistic comparator,NA,in-vitro reaction,assay-supported,S003,,117
M4-FUNG-0506:M001,M4-FUNG-0506,M001,(+)-δ-cadinol,major Copu5 product,NR,NR,oxygenated sesquiterpene product,prior literature bioactivity cited; not directly assayed in defining Copu5 study,heterologous E. coli fermentation,GC-MS plus NMR-confirmed after isolation,S003,,114
M4-FUNG-0506:M002,M4-FUNG-0506,M002,minor Copu5 sesquiterpene coproducts,τ-muurolene; δ-cadinene; cubebol; α-cadinol,NR,NR,promiscuous cyclization coproducts,NR,heterologous E. coli,GC-MS profile,S003,,115
M4-FUNG-0507:M001,M4-FUNG-0507,M001,(+)-δ-cadinol,major Copu9 product,NR,NR,oxygenated sesquiterpene product,prior literature bioactivity cited; not directly assayed in defining Copu9 study,heterologous E. coli fermentation,GC-MS plus NMR-confirmed after isolation,S003,,114
M4-FUNG-0507:M002,M4-FUNG-0507,M002,minor Copu9 sesquiterpene coproducts,τ-muurolene; δ-cadinene; cubebol; α-cadinol,NR,NR,promiscuous cyclization coproducts,NR,heterologous E. coli,GC-MS profile,S003,,115
M4-FUNG-0508:M001,M4-FUNG-0508,M001,aurofusarin,final pigment,NR,NR,dimeric red/carmine polyketide pigment,feed/toxicity context reported historically,native fungal culture,chromatographic/spectroscopic identification,S001; S003,,114
M4-FUNG-0508:M002,M4-FUNG-0508,M002,YWA1,PKS12 primary product,NR,NR,early γ-pyrone polyketide intermediate,NA,ΔaurZ mutant extract,chemically identified mutant intermediate,S005,,115
M4-FUNG-0508:M003,M4-FUNG-0508,M003,rubrofusarin,late monomeric intermediate,NR,NR,exported naphthopyrone precursor to aurofusarin,historical bioactivity context,native mutant/wild-type extracts,chromatographic identification,S003; S005,,116
M4-FUNG-0509:M001,M4-FUNG-0509,M001,metachelin C,new coprogen-type siderophore,C41H68N6O18,NR,iron-chelating hydroxamate siderophore,siderophore physiology,iron-deficient native culture,1D/2D NMR + HR-ESI-MS,S003,,114
M4-FUNG-0509:M002,M4-FUNG-0509,M002,metachelin A / A-CE / B,coprogen congeners,NR,NR,iron-chelating siderophores,siderophore physiology,iron-deficient native culture,spectroscopic comparison / LC-MS,S003,,115
M4-FUNG-0509:M003,M4-FUNG-0509,M003,dimerumic acid; dimerumic acid 11-mannoside,dimerumic-acid siderophores,NR,NR,iron-chelating siderophores,ferric-ion chelation; antioxidant context reported historically,iron-deficient native culture,spectroscopic comparison / LC-MS,S003,,116
M4-FUNG-0510:M001,M4-FUNG-0510,M001,4-chloropinselin; pinselin,xanthone congeners,NR,NR,native chlorinated/nonchlorinated polyketides,antibacterial activity within isolated series,native strain-11134 culture extract,NMR + HRESIMS,S001; S003,,114
M4-FUNG-0510:M002,M4-FUNG-0510,M002,chloromonilinic acid B; chloromonilinic acid D; 4-hydroxyvertixanthone,chromone/xanthone-related products,NR,NR,native pathway-associated metabolites,series-level antibacterial testing,native strain-11134 culture extract,NMR + HRESIMS,S001; S003,,115
M4-FUNG-0511:M001,M4-FUNG-0511,M001,ilicicolin H,primary product,NR,NR,PKS-NRPS 2-pyridone/decalin antifungal,potent cytochrome bc1 inhibitor,native DH2 and heterologous extracts,LC-MS/NMR,S003,,115
M4-FUNG-0511:M002,M4-FUNG-0511,M002,ilicicolin J,shunt/congener product,NR,NR,ilicicolin congener,antifungal activity reported,heterologous A. nidulans extract,LC-MS/NMR,S003,,116
M4-FUNG-0512:M001,M4-FUNG-0512,M001,aculene A,proline-bearing final congener,NR,NR,final pathway product,NR,native culture extract,structure-characterized,S001; S003,,114
M4-FUNG-0512:M002,M4-FUNG-0512,M002,aculene B,proline-bearing congener,NR,NR,downstream pathway product,NR,native culture extract,structure-characterized,S001; S003,,115
M4-FUNG-0512:M003,M4-FUNG-0512,M003,aculene C,non-prolylated/unsaturated congener,NR,NR,downstream intermediate/product,NR,native culture extract,structure-characterized,S001; S003,,116
M4-FUNG-0512:M004,M4-FUNG-0512,M004,aculene D,nordaucane core product,NR,NR,AneG product and precursor to downstream tailoring,NR,native/heterologous pathway extracts,structure-characterized,S001; S003,,117
M4-FUNG-0513:M001,M4-FUNG-0513,M001,sordarial,final product,NR,NR,salicylaldehyde polyketide,historical immunosuppressant; phytotoxicity in N. crassa not directly shown,A. nidulans heterologous culture,NMR + optical rotation,S003,,114
M4-FUNG-0513:M002,M4-FUNG-0513,M002,salicylic alcohol intermediate 2,heterologous intermediate/shunt-prone product,NR,NR,first isolable minimal-construct product,NR,A. nidulans culture,NMR,S003,,115
M4-FUNG-0513:M003,M4-FUNG-0513,M003,salicylic aldehyde intermediate 3,productive late intermediate,NR,NR,SrdI-dependent aldehyde precursor to epoxide/diol,NR,A. nidulans culture,HRSIMS + IR + 2D NMR,S003,,116
M4-FUNG-0514:M001,M4-FUNG-0514,M001,spirotryprostatin G,new spirocyclic IDKP,NR,NR,native isolated metabolite,HL-60 IC50 6.0 μM,HBU-136 rice culture extract,NMR + ECD,S003,,114
M4-FUNG-0514:M002,M4-FUNG-0514,M002,cyclotryprostatin F,new IDKP,NR,NR,native isolated metabolite,MCF-7 IC50 7.6 μM,HBU-136 rice culture extract,NMR + ECD,S003,,115
M4-FUNG-0514:M003,M4-FUNG-0514,M003,cyclotryprostatin G,new IDKP,NR,NR,native isolated metabolite,MCF-7 IC50 10.8 μM,HBU-136 rice culture extract,NMR + ECD,S003,,116
M4-FUNG-0514:M004,M4-FUNG-0514,M004,cyclotryprostatin B,known IDKP congener,NR,NR,native isolated metabolite,cytotoxicity tested in defining series,HBU-136 rice culture extract,structure matched characterized compound,S001; S003,,117
M4-FUNG-0515:M001,M4-FUNG-0515,M001,nanangenine A,drimane congener,NR,NR,native metabolite,screened across microbial/cell/plant assays,A. nanangensis culture extract,spectroscopy/XRD-supported series,S001; S003,,114
M4-FUNG-0515:M002,M4-FUNG-0515,M002,nanangenine B,drimane congener,NR,NR,native metabolite,screened,A. nanangensis culture extract,spectroscopic structure,S001; S003,,115
M4-FUNG-0515:M003,M4-FUNG-0515,M003,nanangenine C,drimane congener,NR,NR,native metabolite,screened,A. nanangensis culture extract,spectroscopic structure,S001; S003,,116
M4-FUNG-0516:M001,M4-FUNG-0516,M001,"2,4-dihydroxy-5,6-dimethylbenzaldehyde",final product of two-enzyme module,NR,NR,aryl aldehyde,NR,heterologous yeast extract,LC-MS/NMR-supported,S001; S003,,114
M4-FUNG-0516:M002,M4-FUNG-0516,M002,5-methylorsellinic acid,PKS precursor,NR,NR,aryl acid substrate for ATEG_03630,NR,heterologous yeast,analytically identified,S003,,115
M4-FUNG-0517:M001,M4-FUNG-0517,M001,preaspterpenacid I,AtAS product,NR,NR,pentacyclic sesterterpene scaffold,NR,heterologous culture,NMR/HRMS/ECD,S001; S003,,114
M4-FUNG-0517:M002,M4-FUNG-0517,M002,C22-oxidized preaspterpenacid product,AtP450 product,NR,NR,oxidative pathway intermediate,NR,heterologous culture,analytically characterized,S003,,115
M4-FUNG-0518:M001,M4-FUNG-0518,M001,verrucosidin,native mycotoxin product,NR,NR,methylated α-pyrone polyketide,neurotoxic; mitochondrial oxidative-phosphorylation inhibitor,X6 cultures and apple assays,HPLC/LC-MS target analyte,S001; S003; S004,,114
M4-FUNG-0518:M002,M4-FUNG-0518,M002,deoxyverrucosidin,homologous NRRL995 pathway product,NR,NR,related α-pyrone,NR,P. polonicum NRRL995,isolated/characterized,S005,Do not treat as X6 product evidence.,115
M4-FUNG-0519:M001,M4-FUNG-0519,M001,dendrothelin A,cyclic dodecapeptide,NR,NR,ninefold backbone-N-methylated borosin,M. incognita nematotoxicity; delayed relative to lentinulin A,native mycelium/supernatant and recombinant Pichia,native HR-MS/MS + purified recombinant peptide,S001; S003,,114
M4-FUNG-0519:M002,M4-FUNG-0519,M002,oxidized dendrothelin species,native modified congeners,NR,NR,oxidized macrocyclic/peptide species,NR,native supernatant/mycelium,HR-MS/MS-level detection,S003,,115
M4-FUNG-0520:M001,M4-FUNG-0520,M001,lentinulin A,cyclic dodecapeptide,NR,NR,ninefold backbone-N-methylated borosin,M. incognita LC50 0.341 μM at day 1,native mycelium and recombinant Pichia,native HR-MS/MS + purified recombinant peptide,S001; S003,,114
M4-FUNG-0520:M002,M4-FUNG-0520,M002,oxidized lentinulin-related species,native modified peptides,NR,NR,oxidized cyclic/linear peptide congeners,NR,native mycelium,HR-MS/MS,S003,,115
M4-FUNG-0521:M001,M4-FUNG-0521,M001,aspcandine,final product,C12H10N2O3,NR,pyrrolobenzazepine alkaloid,antibiotic context; defining study focused on biosynthesis,heterologous A. oryzae extract/purified product,NMR + MS,S001; S003,,114
M4-FUNG-0521:M002,M4-FUNG-0521,M002,3-hydroxy-L-kynurenine,unusual amino-acid building block,NR,NR,AcdB NRPS substrate,NA,precursor supply / heterologous pathway,substrate-incorporation evidence,S003,,115
M4-FUNG-0522:M001,M4-FUNG-0522,M001,DHMBA,pathway precursor,C11H12O4,NR,DbaI-derived aromatic polyketide precursor,NA,induced culture extract,LC-MS/MS; pathway assignment,S001; S004,Directly linked to DbaI; starting point for azaphilone/tropolone branches.,114
M4-FUNG-0522:M002,M4-FUNG-0522,M002,azanidulone,final branch product,C11H10O4,NR,azaphilone-type product,NR for ecological activity as isolated compound,induced culture extract / purified compound,NMR + HRESIMS,S001; S004,Requires DbaI and DbaH but not TroA.,115
M4-FUNG-0522:M003,M4-FUNG-0522,M003,anhydrosepedonin,tropolone branch product,C11H10O4,NR,tropolone,antibacterial; iron-chelation context,induced culture extract / purified compound,NMR + HRESIMS,S001; S004,TroA- and DbaH-dependent; dehydration from sepedonin is treated as spontaneous/proposed.,116
M4-FUNG-0522:M004,M4-FUNG-0522,M004,antibiotic C,oxidized tropolone product,C11H10O5,NR,oxygenated tropolone,antibacterial; iron-chelation context,induced culture extract / purified compound,NMR + HRESIMS,S001; S004,DbaB-dependent downstream product of the anhydrosepedonin branch.,117
M4-FUNG-0522:M005,M4-FUNG-0522,M005,tripyrnidone,tricyclic pathway product,C17H16O7,NR,novel tricyclic polyketide,"no antibacterial, antifungal or cytotoxic activity detected in tested assays",induced culture extract / purified compound,NMR + HRESIMS,S001; S004,"Requires DbaI, DbaH and DbaB; detailed formation mechanism remains incompletely resolved.",118
M4-FUNG-0522:M006,M4-FUNG-0522,M006,sepedonin,proposed transient intermediate,NR,NR,tropolone-ring intermediate,NR,induced culture extract,LC-MS/UV-supported putative intermediate,S004,Detected/enriched in ΔdbaB context; exact stereochemistry and conversion sequence are pathway-model evidence.,119
M4-FUNG-0523:M001,M4-FUNG-0523,M001,brevione E,final product,NR,NR,hexacyclic meroditerpenoid,NR,heterologous reconstruction / purified compound,NMR + MS structural revision,S001; S003,Revised structure contains substituted tetrahydrofuran rather than historical oxepane.,114
M4-FUNG-0523:M002,M4-FUNG-0523,M002,isobrevione E,pathway congener,NR,NR,brevione meroditerpenoid congener,NR,reconstructed pathway context,MS/NMR-supported product,S001; S003,MIBiG-listed product; mechanistic dissection is centered more strongly on brevione E.,115
M4-FUNG-0523:M003,M4-FUNG-0523,M003,brevione B,BrvJ substrate / branch precursor,NR,NR,meroditerpenoid intermediate,NA,heterologous/in-vitro pathway,LC-MS/NMR pathway assignment,S003,Key substrate for BrvJ branch chemistry.,116
M4-FUNG-0523:M004,M4-FUNG-0523,M004,brevione A / brevione C,BrvJ-derived rearrangement/desaturation intermediates,NR,NR,cycloheptenone-branch intermediates,NA,in-vitro / reconstructed pathway,enzyme-product analysis,S003,Directly tied to BrvJ reaction sequence.,117
M4-FUNG-0524:M001,M4-FUNG-0524,M001,colletochlorin A,native family member,C18H25ClO5,NR,chlorinated prenylated polyketide,NR in causal reconstruction study,native extract,NMR,S001; S004,,114
M4-FUNG-0524:M002,M4-FUNG-0524,M002,colletorin A,nonchlorinated family member,C18H26O5,NR,prenylated polyketide,NR,native extract,NMR,S001; S004,,115
M4-FUNG-0524:M003,M4-FUNG-0524,M003,colletochlorin B,heterologously reconstructed chlorinated product,C18H23ClO3,NR,chlorinated prenylated polyketide,NR,yeast culture supernatant/cell extract,LC-MS/MS + standard comparison; native NMR,S001; S003; S004,,116
M4-FUNG-0524:M004,M4-FUNG-0524,M004,colletochlorin D,heterologously reconstructed chlorinated product,C13H15ClO3,NR,chlorinated prenylated polyketide,NR,yeast/native extracts,LC-MS/MS; native NMR,S001; S003; S004,,117
M4-FUNG-0524:M005,M4-FUNG-0524,M005,colletorin D,nonchlorinated product,C13H16O3,NR,prenylated polyketide,NR,yeast/native extracts,LC-MS/MS; native NMR,S001; S003; S004,,118
M4-FUNG-0524:M006,M4-FUNG-0524,M006,colletorin D acid,pathway intermediate,C13H16O4,NR,prenylated polyketide intermediate,NA,yeast/native mutant context,LC-MS/MS; NMR in native study,S001; S003; S004,,119
M4-FUNG-0524:M007,M4-FUNG-0524,M007,orsellinic acid,CTC1 product / first intermediate,C8H8O4,NR,aromatic polyketide precursor,NA,yeast culture,HPLC/standard + MS,S001; S003,,120
M4-FUNG-0524:M008,M4-FUNG-0524,M008,colletorin B,nonchlorinated reconstructed product,C18H24O3,NR,prenylated polyketide,NR,yeast culture,LC-MS/MS fragmentation comparison,S001; S003,,121
M4-FUNG-0525:M001,M4-FUNG-0525,M001,sartorypyrone F,bicyclic endpoint / compound 1,NR,MicroED-supported structure,SpyD cyclization product; SpyB acetylation substrate,NR in Af293 defining study,heterologous culture medium/mycelium,HRESIMS + NMR + MicroED,S003,New bicyclic meroditerpenoid in the 2023 study.,114
M4-FUNG-0525:M002,M4-FUNG-0525,M002,sartorypyrone D,monocyclic endpoint / compound 2,NR,literature-matched structure,SpyD cyclization product; SpyB acetylation substrate,cross-taxon bioactivity exists; not transferred to Af293,heterologous culture,HRESIMS + NMR,S003; S004,Previously known from Aspergillus/Neosartorya; first biosynthetic assignment from an A. fumigatus BGC in this study.,115
M4-FUNG-0525:M003,M4-FUNG-0525,M003,sartorypyrone A,acetylated endpoint / compound 3,NR,literature-matched structure,SpyB-acetylated derivative of sartorypyrone D,NR in Af293 defining study,heterologous culture,HRESIMS + NMR,S003,Production depends on the functional SpyB downstream start site.,116
M4-FUNG-0525:M004,M4-FUNG-0525,M004,sartorypyrone G,acetylated bicyclic endpoint / compound 4,NR,NMR-resolved structure,SpyB-acetylated derivative of sartorypyrone F,NR,heterologous culture,HRESIMS + NMR,S003,New compound reported in 2023.,117
M4-FUNG-0525:M005,M4-FUNG-0525,M005,triacetic acid lactone (TAL),PKS product / compound 12,NR,directly identified PKS product,SpyA-derived polyketide precursor,platform chemical; no native Af293 role established,individual SpyA heterologous expression,direct,S003,SpyA lacks a TE domain; self-release by spontaneous lactonization is proposed rather than directly assayed.,118
M4-FUNG-0525:M006,M4-FUNG-0525,M006,geranylgeranyl-triacetate lactone,prenylated intermediate / compound 6,NR,NMR-confirmed,SpyF prenylation product upstream of SpyC,NR,spyC-deletion culture,1H/13C/2D NMR,S003,Accumulation in spyC deletant supports upstream placement.,119
M4-FUNG-0525:M007,M4-FUNG-0525,M007,epoxygeranylgeranyl-triacetate lactone,epoxidized intermediate / compound 8,NR,NMR-confirmed,SpyC product and SpyD substrate,NR,spyD-deletion culture,1H/13C/2D NMR,S003,First direct observation of this previously proposed biosynthetic intermediate reported in the study.,120
M4-FUNG-0525:M008,M4-FUNG-0525,M008,sartorypyrone E,hydroxylated shunt product / compound 7,NR,NMR-confirmed,stable shunt derived from the epoxide precursor when SpyD is absent,NR,spyD-deletion culture,1H/13C/2D NMR,S003,Epoxide instability favors formation of this hydroxylated shunt.,121
M4-FUNG-0526:M001,M4-FUNG-0526,M001,olivetolic acid,principal product,NR,NMR-characterized,resorcylic-acid endpoint,,,,,,115
M4-FUNG-0526:M002,M4-FUNG-0526,M002,sphaerophorolcarboxylic acid,octanoyl-primed analog,NR,NMR-characterized,alkyl-chain analog,,,,,,116
M4-FUNG-0526:M003,M4-FUNG-0526,M003,"2,4-dihydroxy-6-(1E)-1-penten-1-ylbenzoic acid",unsaturated short-chain analog,NR,NMR-characterized,starter-unit promiscuity product,,,,,,117
M4-FUNG-0526:M004,M4-FUNG-0526,M004,"2-(1E)-1-hepten-1-yl-4,6-dihydroxybenzoic acid",unsaturated long-chain analog,NR,NMR-characterized,starter-unit promiscuity product,,,,,,118
M4-FUNG-0527:M001,M4-FUNG-0527,M001,"CJ-20,557",heterodimeric depside,NR,NMR/X-ray supported,DrcA product,,,,,,115
M4-FUNG-0527:M002,M4-FUNG-0527,M002,duricamidepside,depside-amino-acid conjugate,NR,NMR characterized,DrcB product,,,,,,116
M4-FUNG-0528:M001,M4-FUNG-0528,M001,luteodienoside A,native principal product,C23H38O13,X-ray/NMR resolved,LtbA/LtbB pathway endpoint,,,,,,115
M4-FUNG-0528:M002,M4-FUNG-0528,M002,luteodiene A,aglycone / heterologous hydrolysis product,NR,NMR resolved,LtbA product / host-derived hydrolysis product,,,,,,116
M4-FUNG-0528:M003,M4-FUNG-0528,M003,luteodienoside B,regioisomer of luteodienoside A,NR,NMR resolved,A. nidulans host-mediated isomerization product,,,,,,117
M4-FUNG-0529:M001,M4-FUNG-0529,M001,"3,6-dialkyl-α-pyrone",new heterologous product,NR,NMR characterized,PbpsA-derived product,,,,,,115
M4-FUNG-0529:M002,M4-FUNG-0529,M002,4-hydroxy-6-(1E)-1-propen-1-yl-2H-pyran-2-one,canonical related pyrone,NR,canonical name,related product,,,,,,116
M4-FUNG-0530:M001,M4-FUNG-0530,M001,emindole SA,EST1 endpoint,NR,NMR/MS identified,EstB1 cyclization product,,,,,,115
M4-FUNG-0531:M001,M4-FUNG-0531,M001,mollicellin Z,prenylated depsidone endpoint,NR,NMR identified,pathway endpoint,,,,,,115
M4-FUNG-0531:M002,M4-FUNG-0531,M002,mollicellin Z1,hydroxylated congener,NR,NMR identified,pathway congener,,,,,,116
M4-FUNG-0532:M001,M4-FUNG-0532,M001,sclerotiorin,azaphilone congener,NR,NMR identified,native scl-dependent metabolite,,,,,,115
M4-FUNG-0532:M002,M4-FUNG-0532,M002,geumsanol B,azaphilone congener,NR,NMR identified,native scl-dependent metabolite,,,,,,116
M4-FUNG-0532:M003,M4-FUNG-0532,M003,chlorogeumsanol B,chlorinated congener,NR,NMR identified,native scl-dependent metabolite,,,,,,117
M4-FUNG-0532:M004,M4-FUNG-0532,M004,7-deacetylisochromophilone VI,azaphilone congener,NR,NMR identified,native scl-dependent metabolite,,,,,,118
M4-FUNG-0532:M005,M4-FUNG-0532,M005,isochromophilone VI,azaphilone congener,NR,NMR identified,native scl-dependent metabolite,,,,,,119
M4-FUNG-0532:M006,M4-FUNG-0532,M006,ochrephilone,azaphilone congener,NR,NMR identified,native scl-dependent metabolite,,,,,,120
M4-FUNG-0532:M007,M4-FUNG-0532,M007,isorotiorin,azaphilone congener,NR,NMR identified,native scl-dependent metabolite,,,,,,121
M4-FUNG-0533:M001,M4-FUNG-0533,M001,zaragozic acid A,native endpoint,NR,NMR identified,terminal native product,,,,,,115
M4-FUNG-0533:M002,M4-FUNG-0533,M002,L-731.120,tricarboxylic early intermediate,NR,NMR identified,reconstructed early-core product,,,,,,116
M4-FUNG-0534:M001,M4-FUNG-0534,M001,cristazarin,native naphthazarin pigment,NR,NMR/chemical identification,candidate crz-cluster product,,,,,,116
M4-FUNG-0535:M001,M4-FUNG-0535,M001,emindole DA,DES-core product,NR,NMR/MS identified,DesB-dependent endpoint,,,,,,115
