term_id,term_type,raw_label,canonical_label,normalization_status
TERM_bbb32eaa2ccd,state.medium,3-day fungal cultures,,unresolved_type_mismatch: three-day fungal cultures describes culture duration/material rather than a medium formulation
TERM_d609cb82efb0,action.intervention,pksA sequence comparison + Northern blot,,"unresolved_type_mismatch: pksA sequence comparison and Northern blot are analytical procedures, not experimental interventions"
TERM_3b1642d5372f,observation.sample_matrix,genomic DNA + total RNA,,unresolved_composite: combines genomic DNA and total RNA as distinct sample matrices
TERM_87e181c8f3af,assay.method,pksA sequencing; Northern hybridization,,unresolved_composite: combines pksA sequencing and Northern hybridization as distinct analytical methods
TERM_916db4485b55,state.culture_architecture,comparative complete-cluster sequencing,,"unresolved_type_mismatch: comparative complete-cluster sequencing is an analytical workflow, not culture architecture"
TERM_442f32a759f2,action.intervention,whole-cluster comparative genomics,,"unresolved_type_mismatch: whole-cluster comparative genomics is an analytical workflow, not an experimental intervention"
TERM_2c090504fef4,time.window,sequence analysis,,unresolved_type_mismatch: sequence analysis does not specify a temporal window
TERM_d60297f527c3,assay.method,Illumina mapping/assembly + deletion/SNP analysis,Illumina mapping/assembly with deletion and SNP analysis,normalized
TERM_043583f70156,state.culture_architecture,population/VCG survey,,"unresolved_type_mismatch: population/VCG survey describes a population study design, not culture architecture"
TERM_b4be43ae25e0,state.medium,maize agroecosystem isolates,,"unresolved_type_mismatch: maize agroecosystem isolates describe source/population context, not a medium formulation"
TERM_55730017b4c2,action.intervention,VCG assignment + aflC SNP + mating-type genotyping,,"unresolved_type_mismatch: VCG assignment, aflC SNP analysis, and mating-type genotyping are analytical/genotyping procedures, not experimental interventions"
TERM_4cd2673dc202,state.developmental_state,environmental population,,"unresolved_type_mismatch: environmental population describes source/population context, not a developmental state"
TERM_53912b638b4b,time.window,2005–2008 collections,2005–2008 collection period,normalized_partial: calendar collection window retained; it is a sampling period rather than an experimental duration
TERM_1d395a4b568b,observation.sample_matrix,fungal isolates / DNA,,unresolved_composite: combines fungal isolates and DNA as distinct biological/material entities
TERM_f27be9dca558,assay.method,vegetative compatibility + marker genotyping,,unresolved_composite: combines vegetative-compatibility testing and marker genotyping as distinct analytical methods
TERM_addbee3d079f,state.culture_architecture,field biocontrol deployment,,"unresolved_type_mismatch: field biocontrol deployment describes deployment context, not culture architecture"
TERM_7f13837910f9,state.medium,commercial orchards,,"unresolved_type_mismatch: commercial orchards describe deployment/location context, not a medium formulation"
TERM_5b1500d05588,state.temperature_C,field,,unreviewed
TERM_3d91bac189a8,state.agitation,field,,unreviewed
TERM_1de5c457822b,action.intervention,AF36 application on colonized sterilized grain,AF36 application,normalized_partial: AF36 application retained as the intervention; colonized sterilized grain remains substrate/context in raw_label
TERM_99d170243ae7,state.developmental_state,population establishment,,"unresolved_type_mismatch: population establishment describes an ecological/population process, not a developmental state"
TERM_0c24cf61fb12,time.window,2008–2011 commercial trials; earlier research 2002–2005,,unresolved_composite: combines 2008–2011 commercial trials and 2002–2005 earlier research as distinct calendar study periods
TERM_fc03d1db056c,observation.sample_matrix,soil A. flavus populations + harvested nuts,,unresolved_composite: combines soil A. flavus population samples and harvested nuts as distinct sample matrices
TERM_c70eded92895,assay.method,VCG typing + aflatoxin contamination monitoring,,unresolved_composite: combines VCG typing and aflatoxin-contamination monitoring as distinct analytical procedures/readouts
TERM_82142050023a,state.culture_architecture,genome-transcript annotation experiment,,"unresolved_type_mismatch: genome-transcript annotation experiment describes an analytical/study workflow, not culture architecture"
TERM_ad59554e8046,state.medium,multiple chemical environments for RNA generation,,unresolved_underspecified: multiple chemical environments are referenced but individual medium formulations are not specified
TERM_717298651915,action.intervention,long-read PCR-cDNA sequencing,,"unresolved_type_mismatch: long-read PCR-cDNA sequencing is an analytical sequencing method, not an experimental intervention"
TERM_a848f80b1f11,state.developmental_state,multiple growth conditions,,"unresolved_type_mismatch: multiple growth conditions describe condition multiplicity, not a developmental state"
TERM_456014520a92,time.window,RNA sampling across conditions,,unresolved_type_mismatch: RNA sampling across conditions describes a sampling design without a temporal window
TERM_487d317de284,observation.sample_matrix,RNA/cDNA,,unresolved_composite: combines RNA and cDNA as distinct molecular sample/material states
TERM_f132632f22c3,assay.method,Oxford Nanopore PCR-cDNA sequencing,Oxford Nanopore PCR-cDNA sequencing,normalized
TERM_c4e4b9a25b42,state.culture_architecture,physiological toxin-production assay,,"unresolved_type_mismatch: physiological toxin-production assay describes an assay/study context, not culture architecture"
TERM_43e426e72423,state.medium,multiple artificial media / pH conditions,,unresolved_composite: combines multiple artificial media and pH conditions without identifying a single medium formulation
TERM_d035dfd76bc3,action.intervention,medium and pH variation,,unresolved_composite: combines medium variation and pH variation as distinct intervention dimensions
TERM_2809f0890305,assay.method,TLC + densitometry,TLC with densitometry,normalized
TERM_9bb2b9d3eed5,state.culture_architecture,solid-media toxin characterization,solid-medium culture,normalized_partial: solid-medium culture architecture extracted; toxin-characterization study purpose remains only in raw_label
TERM_f7660799a8a3,state.medium,YES and PDA,,unresolved_composite: combines YES and PDA as two distinct media formulations
TERM_194715a0d61f,state.temperature_C,<37,,unreviewed
TERM_fac3b81c4368,state.developmental_state,vegetative colony growth,vegetative growth,normalized
TERM_348b22d30467,time.window,1 week,168 h,normalized
TERM_5064410d40bd,assay.method,HPLC + LC-MS,,unresolved_composite: combines HPLC and LC-MS as distinct analytical methods
TERM_385cbf5337c3,state.culture_architecture,cluster sequencing / gene-order analysis,,"unresolved_type_mismatch: cluster sequencing and gene-order analysis are analytical/genomic procedures, not culture architecture"
TERM_3f45b123bdba,action.intervention,overlapping lambda-clone sequencing + gene walking,,"unresolved_type_mismatch: overlapping lambda-clone sequencing and gene walking are molecular/genomic procedures, not an experimental intervention"
TERM_1e59821b7f5f,assay.method,sequencing + comparative genomics,,unresolved_composite: combines sequencing and comparative genomics as distinct analytical procedures
TERM_905116737dbd,state.culture_architecture,heterologous regulatory complementation,,"unresolved_type_mismatch: heterologous regulatory complementation describes a genetic complementation intervention/context, not culture architecture"
TERM_cedfae92649f,state.medium,transformant culture,,"unresolved_type_mismatch: transformant culture describes experimental/organism state, not the growth medium"
TERM_9eaa6cbcff2a,action.intervention,expression/introduction of Ao aflR,Ao aflR expression,normalized_partial: expression intervention extracted; introduction/delivery wording remains only in raw_label
TERM_35d422ba516a,state.developmental_state,ST-producing developmental context,,unresolved_outcome_defined: developmental context is defined by sterigmatocystin production rather than an independent developmental-state descriptor
TERM_9497a431c96e,observation.sample_matrix,culture metabolite,culture metabolite sample,normalized: sample matrix represented as culture-derived metabolite material
TERM_b3bf2391d5ff,assay.method,genetic complementation + ST assay,sterigmatocystin assay,normalized_partial: analytical assay component extracted; genetic complementation remains only in raw_label as an intervention
TERM_d4874fcd68fa,state.culture_architecture,heterologous enzyme complementation,,"unresolved_type_mismatch: heterologous enzyme complementation is an intervention/study context, not culture architecture"
TERM_3ed899fda7de,state.medium,mutant/transformant culture,,"unresolved_type_mismatch: mutant/transformant culture describes genotype or experimental state, not medium composition"
TERM_5bcbe845f9aa,action.intervention,introduction of extra-cluster Ao aflQ,extra-cluster Ao aflQ introduction,normalized: genetic intervention retained without adding mechanistic interpretation
TERM_958877a4b947,state.developmental_state,OMST-accumulating mutant background,,unresolved_outcome_defined: OMST accumulation defines a metabolic phenotype/background rather than a developmental state
TERM_78e3550484a7,assay.method,genetic complementation + aflatoxin analysis,aflatoxin analysis,normalized_partial: analytical component extracted; genetic complementation remains only in raw_label as an intervention
TERM_d2c3ea7a13db,state.culture_architecture,comparative cluster-organization PCR,,"unresolved_type_mismatch: comparative cluster-organization PCR is a molecular analytical procedure, not culture architecture"
TERM_3ad2e2911639,action.intervention,PCR across cluster organization,,"unresolved_type_mismatch: PCR across cluster organization is an analytical procedure, not a biological intervention"
TERM_a3a8c876ca22,time.window,sequence/genomic comparison,,"unresolved_type_mismatch: sequence/genomic comparison describes an analytical activity, not a temporal window"
TERM_49ffb3fc9e7c,state.culture_architecture,genomic-library / cluster-cloning study,,"unresolved_type_mismatch: genomic-library and cluster-cloning study describes a molecular study design, not culture architecture"
TERM_91ecbf3b416b,action.intervention,cloning and sequencing of alt1–alt5,,"unresolved_type_mismatch: cloning and sequencing of alt1–alt5 are molecular procedures used to characterize the cluster, not a biological intervention"
TERM_a86ab2c22282,assay.method,homology-based cloning + sequencing,,unresolved_composite: combines homology-based cloning and sequencing as distinct molecular procedures
TERM_8ba89f59f2bf,state.culture_architecture,heterologous fungal expression,heterologous fungal culture,normalized_partial: heterologous fungal culture context extracted; expression purpose remains only in raw_label
TERM_c95cd3291236,state.medium,α-amylase-promoter expression system,,"unresolved_type_mismatch: α-amylase-promoter expression system describes an expression-control system, not medium composition"
