experiment_link_id,experiment_key,relation_type,term_id,raw_value,source_ids,source_row
XLINK_48f315ca67a3,M4-FUNG-0006:E004,assay.method,TERM_5e3f28b96bfb,UPLC + qRT-PCR / developmental phenotyping,S008,142
XLINK_0f1ffe13b891,M4-FUNG-0006:E005,state.culture_architecture,TERM_07da0c8a4665,transcriptome time course,S009,143
XLINK_a427095e7bba,M4-FUNG-0006:E005,state.medium,TERM_498ff118c5ce,PDBU after preculture,S009,143
XLINK_45572f5fd9e2,M4-FUNG-0006:E005,state.temperature_C,TERM_c6e78cf3c85d,30,S009,143
XLINK_20fe40dcd4b1,M4-FUNG-0006:E005,state.agitation,TERM_0eec930dc4e8,250,S009,143
XLINK_26037fadb47a,M4-FUNG-0006:E005,action.intervention,TERM_60313d55b9d8,hbx1 deletion,S009,143
XLINK_b229ed1ef2c0,M4-FUNG-0006:E005,state.developmental_state,TERM_677be4f1cc8d,early toxin-expression through development,S009,143
XLINK_49afbee13fdd,M4-FUNG-0006:E005,time.window,TERM_994d2282a32f,6 h; 24 h; 48 h,S009,143
XLINK_8be7063b78a0,M4-FUNG-0006:E005,observation.sample_matrix,TERM_ecf4d4eb01a2,mycelial RNA,S009,143
XLINK_32ef086b7235,M4-FUNG-0006:E005,assay.method,TERM_cd4acb035b1c,RNA-seq,S009,143
XLINK_aa3febd08a8f,M4-FUNG-0006:E006,state.culture_architecture,TERM_22f0ed55b39b,solid YES toxin assay,S010,144
XLINK_93ccb58b0fdc,M4-FUNG-0006:E006,state.medium,TERM_24dc49938332,YES agar,S010,144
XLINK_52e9a2aacd44,M4-FUNG-0006:E006,state.temperature_C,TERM_c6e78cf3c85d,30,S010,144
XLINK_efcf5b68ea1e,M4-FUNG-0006:E006,action.intervention,TERM_bbc6e2b3703c,fhpA disruption or overexpression,S010,144
XLINK_e3ea10adeb1e,M4-FUNG-0006:E006,state.developmental_state,TERM_d6c308472525,7-day colony development,S010,144
XLINK_66d880e29b0c,M4-FUNG-0006:E006,time.window,TERM_f487b55a472f,7 days,S010,144
XLINK_4b4cc7c7c979,M4-FUNG-0006:E006,observation.sample_matrix,TERM_1b7e34993d61,agar culture extract,S010,144
XLINK_3007ad71a2e1,M4-FUNG-0006:E006,assay.method,TERM_9d9ab4415145,UPLC AFB1 + qRT-PCR,S010,144
XLINK_84c50b3d2e2e,M4-FUNG-0006:E007,state.culture_architecture,TERM_d66bf7f3ef7d,comparative sequence analysis,S005,145
XLINK_04bff22a35f9,M4-FUNG-0006:E007,action.intervention,TERM_36f5157faa1e,cluster SNP/deletion comparison,S005,145
XLINK_22e89e2f1198,M4-FUNG-0006:E007,time.window,TERM_05ea1dce8951,sequence study,S005,145
XLINK_645f34973226,M4-FUNG-0006:E007,observation.sample_matrix,TERM_d1726071b0bc,genomic sequence,S005,145
XLINK_8b39a9233f39,M4-FUNG-0006:E007,assay.method,TERM_adb4fecb4edd,alignment/SNP analysis,S005,145
XLINK_9bf77da44dd6,M4-FUNG-0007:E001,state.culture_architecture,TERM_faaaf898c49d,species description / producer characterization,S003,141
XLINK_54e24eb2867f,M4-FUNG-0007:E001,state.medium,TERM_46b5e80d0c04,culture media used in original taxonomic characterization,S003,141
XLINK_fb645437f54d,M4-FUNG-0007:E001,action.intervention,TERM_4eb4566c1fef,none,S003,141
XLINK_14693c75925e,M4-FUNG-0007:E001,state.developmental_state,TERM_76624a8b94d5,native growth,S003,141
XLINK_627180f933f2,M4-FUNG-0007:E001,time.window,TERM_ec418730669c,endpoint,S003,141
XLINK_8c7950019d17,M4-FUNG-0007:E001,observation.sample_matrix,TERM_2378c0f25aae,fungal cultures,S003,141
XLINK_834d55c7947d,M4-FUNG-0007:E001,assay.method,TERM_f6687d51eda2,morphology + aflatoxin comparison to standards,S003,141
XLINK_d7649cc3021a,M4-FUNG-0007:E002,state.culture_architecture,TERM_23e61bd13a95,comparative cluster sequencing,S004,142
XLINK_f23675c24cf6,M4-FUNG-0007:E002,state.medium,TERM_babf6ad827c7,5/2 agar or YES for fungal culture,S004,142
XLINK_76d9ea585d64,M4-FUNG-0007:E002,state.temperature_C,TERM_bdefa6492c8d,31,S004,142
XLINK_66beb7c8ccd5,M4-FUNG-0007:E002,action.intervention,TERM_4eb4566c1fef,none,S004,142
XLINK_1ce1a14e1846,M4-FUNG-0007:E002,state.developmental_state,TERM_76624a8b94d5,native growth,S004,142
XLINK_c064a89aefcc,M4-FUNG-0007:E002,time.window,TERM_97c2c0f9f98e,sequence / 3-day production assays in study,S004,142
XLINK_4769beb6fd6b,M4-FUNG-0007:E002,observation.sample_matrix,TERM_7abf6efd3f8f,genomic DNA + culture extracts,S004,142
XLINK_38c8a17233dd,M4-FUNG-0007:E002,assay.method,TERM_8b50f4e429ba,fosmid shotgun sequencing + TLC,S004,142
XLINK_14a9a9723408,M4-FUNG-0007:E003,state.culture_architecture,TERM_13a5a14b88a6,submerged inoculum-density assay,S006,143
XLINK_7af1bbfcefc7,M4-FUNG-0007:E003,state.medium,TERM_bf6ce5d31efc,GMS (glucose) versus PMS (5% peptone),S006,143
XLINK_9ebcf3c41abb,M4-FUNG-0007:E003,state.temperature_C,TERM_b8461041df77,28,S006,143
XLINK_50904a528495,M4-FUNG-0007:E003,state.agitation,TERM_5a7c387468eb,180,S006,143
XLINK_b1c50ecd1c5f,M4-FUNG-0007:E003,action.intervention,TERM_d60075c848f3,initial spore density 10^2–10^6 spores/mL,S006,143
XLINK_e9a97039867a,M4-FUNG-0007:E003,state.developmental_state,TERM_838741870ddf,vegetative growth,S006,143
XLINK_d354322d7458,M4-FUNG-0007:E003,time.window,TERM_1da8d6d01623,3 days,S006,143
XLINK_fac71b6f53b1,M4-FUNG-0007:E003,observation.sample_matrix,TERM_8378e5f0d1af,culture medium,S006,143
XLINK_8c21dbf22c0d,M4-FUNG-0007:E003,assay.method,TERM_c4bf578748d5,TLC,S006,143
XLINK_289ceb70dc42,M4-FUNG-0007:E004,state.culture_architecture,TERM_680e4bb07a32,peanut-phytoalexin feeding assay,S007,144
XLINK_5a9f41bb548d,M4-FUNG-0007:E004,state.medium,TERM_b68a5c46e710,PDA-based culture,S007,144
XLINK_fa0cd8a04d04,M4-FUNG-0007:E004,action.intervention,TERM_5072ecc6e441,0.3 mM arachidin-1 or arachidin-3,S007,144
XLINK_aa37cca38f03,M4-FUNG-0007:E004,state.developmental_state,TERM_707493b7d3ea,germination / mycelial development,S007,144
XLINK_b9f959787543,M4-FUNG-0007:E004,time.window,TERM_4bb47a67c64e,24–120 h,S007,144
XLINK_2caed7dd660c,M4-FUNG-0007:E004,observation.sample_matrix,TERM_10f0ae78e27c,culture + fungal morphology,S007,144
XLINK_886f2dd9934e,M4-FUNG-0007:E004,assay.method,TERM_c3fa93963cb5,aflatoxin quantification + microscopy/morphology,S007,144
XLINK_4a1893b46d91,M4-FUNG-0007:E005,state.culture_architecture,TERM_87e537025450,genome sequencing preparation,S005,145
XLINK_f05ab59aa7db,M4-FUNG-0007:E005,state.medium,TERM_5df65efd0a2c,75 mL potato dextrose broth,S005,145
XLINK_3b955753f55d,M4-FUNG-0007:E005,state.temperature_C,TERM_c6e78cf3c85d,30,S005,145
XLINK_4e917d7012b0,M4-FUNG-0007:E005,state.agitation,TERM_ac4016814ef4,125,S005,145
XLINK_3c7c7a2b1771,M4-FUNG-0007:E005,action.intervention,TERM_4eb4566c1fef,none,S005,145
XLINK_312ef438d4cd,M4-FUNG-0007:E005,state.developmental_state,TERM_2a2de9660a1d,overnight mycelial growth,S005,145
XLINK_939b7643dc2d,M4-FUNG-0007:E005,time.window,TERM_807fb22c0549,overnight,S005,145
XLINK_554a39836aaa,M4-FUNG-0007:E005,observation.sample_matrix,TERM_f43eb01e8d36,mycelium/genomic DNA,S005,145
XLINK_892b5122f98e,M4-FUNG-0007:E005,assay.method,TERM_0c3bd073128d,Ion Torrent PGM + MAKER annotation,S005,145
XLINK_1593afd06798,M4-FUNG-0007:E006,state.culture_architecture,TERM_362936c3fb7c,temperature-response comparison,S009,146
XLINK_377dce40ea54,M4-FUNG-0007:E006,state.medium,TERM_00719cc27db8,Brazil-nut-associated culture system,S009,146
XLINK_0cd855c757e2,M4-FUNG-0007:E006,state.temperature_C,TERM_f87481ad2eb7,25 / 30 / 35,S009,146
XLINK_c779200029d3,M4-FUNG-0007:E006,action.intervention,TERM_b7ead98f0e1d,temperature,S009,146
XLINK_5146a49e9807,M4-FUNG-0007:E006,state.developmental_state,TERM_48fb1aa29e15,radial growth / vegetative growth,S009,146
XLINK_dc748d57afac,M4-FUNG-0007:E006,time.window,TERM_80bb6ec1c116,study endpoint,S009,146
XLINK_c283f6de5cbf,M4-FUNG-0007:E006,observation.sample_matrix,TERM_b699eccf0447,fungal cultures + RNA + toxin extracts,S009,146
XLINK_d90bc4e45d99,M4-FUNG-0007:E006,assay.method,TERM_d4de5597f1e9,growth + qPCR aflR/aflD/aflQ + aflatoxin quantification,S009,146
XLINK_f899a95e3e7d,M4-FUNG-0007:E007,state.culture_architecture,TERM_eb9277c2aa31,longitudinal Brazil-nut-matrix experiment,S010,147
XLINK_1662e01ac068,M4-FUNG-0007:E007,state.medium,TERM_a7e402001a3e,Brazil-nut-based medium,S010,147
XLINK_a7eb57aeab25,M4-FUNG-0007:E007,action.intervention,TERM_ee8c587bb921,time,S010,147
XLINK_3a49359757e9,M4-FUNG-0007:E007,state.developmental_state,TERM_76624a8b94d5,native growth,S010,147
XLINK_b1e36476a529,M4-FUNG-0007:E007,time.window,TERM_dd7394e1c363,days 2–7,S010,147
XLINK_d9223c5741c8,M4-FUNG-0007:E007,observation.sample_matrix,TERM_959247819b4c,RNA + aflatoxin extracts,S010,147
XLINK_bf8869a74f73,M4-FUNG-0007:E007,assay.method,TERM_14837c834450,qPCR aflC/aflQ/aflU/aflX + toxin analysis,S010,147
XLINK_ecd0d3be951b,M4-FUNG-0008:E001,state.culture_architecture,TERM_b86cf69beb23,laboratory fungal culture / molecular genetics,S003,139
XLINK_2a9eae35553e,M4-FUNG-0008:E001,state.medium,TERM_bbb32eaa2ccd,3-day fungal cultures,S003,139
XLINK_0528573b9fe7,M4-FUNG-0008:E001,action.intervention,TERM_d609cb82efb0,pksA sequence comparison + Northern blot,S003,139
XLINK_f3562e6da9ac,M4-FUNG-0008:E001,state.developmental_state,TERM_838741870ddf,vegetative growth,S003,139
XLINK_3dee7a382483,M4-FUNG-0008:E001,time.window,TERM_1da8d6d01623,3 days,S003,139
XLINK_b6381e274048,M4-FUNG-0008:E001,observation.sample_matrix,TERM_3b1642d5372f,genomic DNA + total RNA,S003,139
XLINK_05d1db2bc572,M4-FUNG-0008:E001,assay.method,TERM_87e181c8f3af,pksA sequencing; Northern hybridization,S003,139
XLINK_92a1ba1dac00,M4-FUNG-0008:E002,state.culture_architecture,TERM_916db4485b55,comparative complete-cluster sequencing,S005,140
XLINK_3ed8d8105b15,M4-FUNG-0008:E002,action.intervention,TERM_442f32a759f2,whole-cluster comparative genomics,S005,140
XLINK_833b1e9647ee,M4-FUNG-0008:E002,time.window,TERM_2c090504fef4,sequence analysis,S005,140
XLINK_35c856b7bde3,M4-FUNG-0008:E002,observation.sample_matrix,TERM_af578adf3340,genomic DNA,S005,140
XLINK_9c9f20abc79a,M4-FUNG-0008:E002,assay.method,TERM_d60297f527c3,Illumina mapping/assembly + deletion/SNP analysis,S005,140
XLINK_5aff47ab8892,M4-FUNG-0008:E003,state.culture_architecture,TERM_043583f70156,population/VCG survey,S007,141
XLINK_6f02dfede717,M4-FUNG-0008:E003,state.medium,TERM_b4be43ae25e0,maize agroecosystem isolates,S007,141
XLINK_4f838240512b,M4-FUNG-0008:E003,action.intervention,TERM_55730017b4c2,VCG assignment + aflC SNP + mating-type genotyping,S007,141
XLINK_af8c340ded82,M4-FUNG-0008:E003,state.developmental_state,TERM_4cd2673dc202,environmental population,S007,141
XLINK_1a9f66d4fc30,M4-FUNG-0008:E003,time.window,TERM_53912b638b4b,2005–2008 collections,S007,141
XLINK_278c2b8978f6,M4-FUNG-0008:E003,observation.sample_matrix,TERM_1d395a4b568b,fungal isolates / DNA,S007,141
XLINK_603390cbe43e,M4-FUNG-0008:E003,assay.method,TERM_f27be9dca558,vegetative compatibility + marker genotyping,S007,141
XLINK_210ec1eacb63,M4-FUNG-0008:E004,state.culture_architecture,TERM_addbee3d079f,field biocontrol deployment,S009,142
XLINK_98aa88d73275,M4-FUNG-0008:E004,state.medium,TERM_7f13837910f9,commercial orchards,S009,142
XLINK_0fafb81c759b,M4-FUNG-0008:E004,state.temperature_C,TERM_5b1500d05588,field,S009,142
XLINK_de4986fb5b58,M4-FUNG-0008:E004,state.agitation,TERM_3d91bac189a8,field,S009,142
XLINK_393b1c0587d9,M4-FUNG-0008:E004,action.intervention,TERM_1de5c457822b,AF36 application on colonized sterilized grain,S009,142
XLINK_07b75a3ecff9,M4-FUNG-0008:E004,state.developmental_state,TERM_99d170243ae7,population establishment,S009,142
XLINK_912c12e3ddea,M4-FUNG-0008:E004,time.window,TERM_0c24cf61fb12,2008–2011 commercial trials; earlier research 2002–2005,S009,142
XLINK_24418c96298c,M4-FUNG-0008:E004,observation.sample_matrix,TERM_fc03d1db056c,soil A. flavus populations + harvested nuts,S009,142
XLINK_40a392e9deef,M4-FUNG-0008:E004,assay.method,TERM_c70eded92895,VCG typing + aflatoxin contamination monitoring,S009,142
XLINK_e2084dce4b2f,M4-FUNG-0008:E005,state.culture_architecture,TERM_82142050023a,genome-transcript annotation experiment,S008,143
XLINK_392485dd564c,M4-FUNG-0008:E005,state.medium,TERM_ad59554e8046,multiple chemical environments for RNA generation,S008,143
XLINK_808af48a1a7e,M4-FUNG-0008:E005,action.intervention,TERM_717298651915,long-read PCR-cDNA sequencing,S008,143
XLINK_ddb3b95b130e,M4-FUNG-0008:E005,state.developmental_state,TERM_a848f80b1f11,multiple growth conditions,S008,143
XLINK_5ef151a46af2,M4-FUNG-0008:E005,time.window,TERM_456014520a92,RNA sampling across conditions,S008,143
XLINK_32c197fec194,M4-FUNG-0008:E005,observation.sample_matrix,TERM_487d317de284,RNA/cDNA,S008,143
XLINK_e53dddaab854,M4-FUNG-0008:E005,assay.method,TERM_f132632f22c3,Oxford Nanopore PCR-cDNA sequencing,S008,143
XLINK_9d9ee331d048,M4-FUNG-0009:E001,state.culture_architecture,TERM_c4e4b9a25b42,physiological toxin-production assay,S010,143
XLINK_29de7243365f,M4-FUNG-0009:E001,state.medium,TERM_43e426e72423,multiple artificial media / pH conditions,S010,143
XLINK_72540521eade,M4-FUNG-0009:E001,action.intervention,TERM_d035dfd76bc3,medium and pH variation,S010,143
XLINK_998541299073,M4-FUNG-0009:E001,state.developmental_state,TERM_838741870ddf,vegetative growth,S010,143
XLINK_390d5f636e5e,M4-FUNG-0009:E001,time.window,TERM_80bb6ec1c116,study endpoint,S010,143
XLINK_be8dfb9519e7,M4-FUNG-0009:E001,observation.sample_matrix,TERM_2378c0f25aae,fungal cultures,S010,143
XLINK_7a92d98af6d9,M4-FUNG-0009:E001,assay.method,TERM_2809f0890305,TLC + densitometry,S010,143
XLINK_90367201ef21,M4-FUNG-0009:E002,state.culture_architecture,TERM_9bb2b9d3eed5,solid-media toxin characterization,S005,144
XLINK_72341d5d95ce,M4-FUNG-0009:E002,state.medium,TERM_f7660799a8a3,YES and PDA,S005,144
XLINK_bcb16ba3d49e,M4-FUNG-0009:E002,state.temperature_C,TERM_194715a0d61f,<37,S005,144
XLINK_5c89509a32c8,M4-FUNG-0009:E002,action.intervention,TERM_4eb4566c1fef,none,S005,144
XLINK_ecef00f2e20f,M4-FUNG-0009:E002,state.developmental_state,TERM_fac3b81c4368,vegetative colony growth,S005,144
XLINK_d8da7dc6d913,M4-FUNG-0009:E002,time.window,TERM_348b22d30467,1 week,S005,144
XLINK_1f9db5f301d8,M4-FUNG-0009:E002,observation.sample_matrix,TERM_d5b3d920314a,culture extract,S005,144
XLINK_b260785fde90,M4-FUNG-0009:E002,assay.method,TERM_5064410d40bd,HPLC + LC-MS,S005,144
XLINK_f37e73c505c4,M4-FUNG-0009:E003,state.culture_architecture,TERM_385cbf5337c3,cluster sequencing / gene-order analysis,S004,145
XLINK_b158e670843b,M4-FUNG-0009:E003,action.intervention,TERM_3f45b123bdba,overlapping lambda-clone sequencing + gene walking,S004,145
XLINK_b94fe2797526,M4-FUNG-0009:E003,time.window,TERM_05ea1dce8951,sequence study,S004,145
XLINK_73026c85031b,M4-FUNG-0009:E003,observation.sample_matrix,TERM_af578adf3340,genomic DNA,S004,145
XLINK_a4ac8344b0ff,M4-FUNG-0009:E003,assay.method,TERM_1e59821b7f5f,sequencing + comparative genomics,S004,145
XLINK_cad79565688f,M4-FUNG-0009:E004,state.culture_architecture,TERM_905116737dbd,heterologous regulatory complementation,S004,146
XLINK_58ce88681983,M4-FUNG-0009:E004,state.medium,TERM_cedfae92649f,transformant culture,S004,146
XLINK_74ad347b3d7e,M4-FUNG-0009:E004,action.intervention,TERM_9eaa6cbcff2a,expression/introduction of Ao aflR,S004,146
XLINK_4776f9bbce63,M4-FUNG-0009:E004,state.developmental_state,TERM_35d422ba516a,ST-producing developmental context,S004,146
XLINK_b824fda48e37,M4-FUNG-0009:E004,time.window,TERM_ec418730669c,endpoint,S004,146
XLINK_5443b52e57cc,M4-FUNG-0009:E004,observation.sample_matrix,TERM_9497a431c96e,culture metabolite,S004,146
XLINK_2c80b969a3c4,M4-FUNG-0009:E004,assay.method,TERM_b3bf2391d5ff,genetic complementation + ST assay,S004,146
XLINK_4809ccd68f33,M4-FUNG-0009:E005,state.culture_architecture,TERM_d4874fcd68fa,heterologous enzyme complementation,S006,147
XLINK_6f3acad5317c,M4-FUNG-0009:E005,state.medium,TERM_3ed899fda7de,mutant/transformant culture,S006,147
XLINK_1aa20e20963d,M4-FUNG-0009:E005,action.intervention,TERM_5bcbe845f9aa,introduction of extra-cluster Ao aflQ,S006,147
XLINK_6ba1ce467b7f,M4-FUNG-0009:E005,state.developmental_state,TERM_958877a4b947,OMST-accumulating mutant background,S006,147
XLINK_bb497d2678ca,M4-FUNG-0009:E005,time.window,TERM_ec418730669c,endpoint,S006,147
XLINK_751081f73b3f,M4-FUNG-0009:E005,observation.sample_matrix,TERM_9497a431c96e,culture metabolite,S006,147
XLINK_f8f35e355cbf,M4-FUNG-0009:E005,assay.method,TERM_78e3550484a7,genetic complementation + aflatoxin analysis,S006,147
XLINK_077bc5a5904d,M4-FUNG-0009:E006,state.culture_architecture,TERM_d2c3ea7a13db,comparative cluster-organization PCR,S004,148
XLINK_b6ae03a7811c,M4-FUNG-0009:E006,action.intervention,TERM_3ad2e2911639,PCR across cluster organization,S004,148
XLINK_85c0097e31a4,M4-FUNG-0009:E006,time.window,TERM_a3a8c876ca22,sequence/genomic comparison,S004,148
XLINK_504ef577a05d,M4-FUNG-0009:E006,observation.sample_matrix,TERM_af578adf3340,genomic DNA,S004,148
XLINK_c7e6089025d7,M4-FUNG-0009:E006,assay.method,TERM_f53098557f4c,PCR,S004,148
XLINK_56f4c5162bd7,M4-FUNG-0010:E001,state.culture_architecture,TERM_49ffb3fc9e7c,genomic-library / cluster-cloning study,S002; S003,124
XLINK_200458b6b59d,M4-FUNG-0010:E001,action.intervention,TERM_91ecbf3b416b,cloning and sequencing of alt1–alt5,S002; S003,124
XLINK_f1eb5e550f87,M4-FUNG-0010:E001,time.window,TERM_05ea1dce8951,sequence study,S002; S003,124
XLINK_d673ece28538,M4-FUNG-0010:E001,observation.sample_matrix,TERM_af578adf3340,genomic DNA,S002; S003,124
XLINK_c20daa101b04,M4-FUNG-0010:E001,assay.method,TERM_a86ab2c22282,homology-based cloning + sequencing,S002; S003,124
XLINK_27235a54deac,M4-FUNG-0010:E002,state.culture_architecture,TERM_8ba89f59f2bf,heterologous fungal expression,S003,125
XLINK_62afa85f0cf2,M4-FUNG-0010:E002,state.medium,TERM_c95cd3291236,α-amylase-promoter expression system,S003,125
XLINK_ceeea4c40ffa,M4-FUNG-0010:E002,action.intervention,TERM_22a4a176b25e,alt5 expression,S003,125
XLINK_115582030a1e,M4-FUNG-0010:E002,state.developmental_state,TERM_f3f66cf93bbd,heterologous production state,S003,125
XLINK_29a0a84d930d,M4-FUNG-0010:E002,time.window,TERM_ec418730669c,endpoint,S003,125
XLINK_82a9240a9b07,M4-FUNG-0010:E002,observation.sample_matrix,TERM_b1dc634dc449,fungal culture extract,S003,125
XLINK_57a94ad1c577,M4-FUNG-0010:E002,assay.method,TERM_14bb96176391,isolation + NMR/MS structural elucidation,S003,125
XLINK_45da0961d173,M4-FUNG-0010:E003,state.culture_architecture,TERM_5a943391fd5c,stable-isotope biosynthetic labeling,S003,126
XLINK_1e8f65c2817b,M4-FUNG-0010:E003,state.medium,TERM_8c1ceed82ee2,heterologous culture,S003,126
XLINK_f1c2d2616b05,M4-FUNG-0010:E003,action.intervention,TERM_4a0ec6359bc4,"[1,2-13C2]acetate and methyl-13C methionine labeling",S003,126
XLINK_8671c1a571a1,M4-FUNG-0010:E003,state.developmental_state,TERM_f3f66cf93bbd,heterologous production state,S003,126
XLINK_b798ce03c91d,M4-FUNG-0010:E003,time.window,TERM_ec418730669c,endpoint,S003,126
XLINK_363b9e83933e,M4-FUNG-0010:E003,observation.sample_matrix,TERM_3aece7ad77ba,purified alternapyrone,S003,126
XLINK_efb6a381ba03,M4-FUNG-0010:E003,assay.method,TERM_e99c1507de5c,13C NMR / 2D INADEQUATE,S003,126
XLINK_68f808e513b6,M4-FUNG-0010:E004,state.culture_architecture,TERM_7017f6e4761e,pathogen metabolomics / chemical ecogenomics comparator,S007,127
XLINK_d28f14784ab1,M4-FUNG-0010:E004,state.medium,TERM_a6be51b49605,wheat-pathogen system,S007,127
XLINK_f72e7c6f50de,M4-FUNG-0010:E004,action.intervention,TERM_c9c2d83de8d7,cluster-linked metabolite discovery,S007,127
XLINK_7d91045ba975,M4-FUNG-0010:E004,state.developmental_state,TERM_2488a5b32dd8,in planta/pathogen-relevant state,S007,127
XLINK_c9f5e459fef2,M4-FUNG-0010:E004,time.window,TERM_80bb6ec1c116,study endpoint,S007,127
XLINK_63d528a493ed,M4-FUNG-0010:E004,observation.sample_matrix,TERM_27494f65be35,fungal metabolite extracts,S007,127
XLINK_f87bf04311e1,M4-FUNG-0010:E004,assay.method,TERM_e1e1ca514e88,chemical ecogenomics + structure elucidation + bioassays,S007,127
XLINK_2facc6e19ce8,M4-FUNG-0010:E005,state.culture_architecture,TERM_78b82cb834e6,heterologous reconstruction in A. nidulans,S008,128
XLINK_973e3bc0ff5b,M4-FUNG-0010:E005,state.medium,TERM_64f58f859ed5,heterologous fungal host,S008,128
XLINK_e226a30a68a1,M4-FUNG-0010:E005,action.intervention,TERM_cd47222a51b4,stepwise expression of alt5′ ± tailoring genes,S008,128
XLINK_66d644e7f03f,M4-FUNG-0010:E005,state.developmental_state,TERM_f3f66cf93bbd,heterologous production state,S008,128
XLINK_268be4ee3b95,M4-FUNG-0010:E005,time.window,TERM_ec418730669c,endpoint,S008,128
XLINK_8112774c6b81,M4-FUNG-0010:E005,observation.sample_matrix,TERM_340a6a0ca6be,culture extracts,S008,128
XLINK_556521f7f2dd,M4-FUNG-0010:E005,assay.method,TERM_e23659acfd55,heterologous expression + metabolite structure analysis,S008,128
XLINK_7bb11d85aeda,M4-FUNG-0010:E006,state.culture_architecture,TERM_ff576004e57e,comparative genomics,S009,129
XLINK_e89887c0423a,M4-FUNG-0010:E006,action.intervention,TERM_cc9700eafa1e,BGC-family clustering,S009,129
XLINK_c3f5d2a1391d,M4-FUNG-0010:E006,time.window,TERM_3a670917fb94,genome-scale survey,S009,129
XLINK_903ebc5d0565,M4-FUNG-0010:E006,observation.sample_matrix,TERM_493b52a9b871,genome sequences,S009,129
XLINK_5c78f52b87cd,M4-FUNG-0010:E006,assay.method,TERM_6bcc0cf4590e,BGC-family comparative analysis,S009,129
XLINK_01befe3faf4d,M4-FUNG-0011:E001,state.culture_architecture,TERM_cfe5d0603497,pathway-specific regulator activation screen,S003,124
XLINK_e1654db611a9,M4-FUNG-0011:E001,state.medium,TERM_d5dd6cd23048,alcA-inducing conditions,S003,124
XLINK_87a7f556f788,M4-FUNG-0011:E001,action.intervention,TERM_431be95f8dcb,"promoter replacement of nearby putative TF ANID_07061.1, AN7073.3, individually and jointly",S003,124
