conflict_key,dossier_id,conflict_id,issue_type_raw,description_raw,evidence_A_raw,evidence_B_raw,interpretation_raw,status_raw,source_ids,source_row
M4-FUNG-0018:U001,M4-FUNG-0018,U001,gene_level_validation,"MIBiG marks all six genes within a complete cluster, but only DEP2, DEP4, DEP5 and DEP6 were directly demonstrated by targeted disruption in the defining study.",Complete six-gene database record,Four directly disrupted genes,Retain DEP1/DEP3 as cluster members with lower gene-level functional confidence.,resolved-for-atlas,S001; S003,176
M4-FUNG-0018:U002,M4-FUNG-0018,U002,DEP1_function,DEP1 is coregulated with the pathway but has no resolved biochemical function.,Strong transcriptional membership,Unknown molecular role,Keep as functional-programme member without assigning an enzymatic reaction.,open,S003; S006,177
M4-FUNG-0018:U003,M4-FUNG-0018,U003,DEP3_function,"DEP3 is predicted as an MFS transporter, but direct A. brassicicola knockout evidence is absent in the defining paper and broader evolution suggests possible functions beyond depudecin transport.",Cluster/transporter annotation,No source-strain direct causal test,Score transport assignment moderate and avoid treating it as an obligatory export gate.,open,S003; S006,178
M4-FUNG-0018:U004,M4-FUNG-0018,U004,monooxygenase_order,"DEP2 and DEP4 are both required and mutants accumulate epoxide-containing compounds, but precise reaction order and structures are incompletely resolved.",Distinct knockout phenotypes,Unresolved exact intermediate chemistry,Encode both as oxidative competence gates without inventing a linear order.,open,S003; S006,179
M4-FUNG-0018:U005,M4-FUNG-0018,U005,virulence_scope,Depudecin loss reduces cabbage virulence only modestly and has no significant Arabidopsis phenotype.,Positive cabbage phenotype,Negative Arabidopsis phenotype,"Classify as host-dependent minor virulence factor, not a universal pathogenicity determinant.",resolved-for-atlas,S003,180
M4-FUNG-0018:U006,M4-FUNG-0018,U006,environmental_mechanism,"Temperature and nitrogen regime alter depudecin production, but the signaling/transcriptional mechanism connecting these inputs to DEP6 remains unknown.",Strong culture-condition phenotype,No mechanistic sensor/transduction experiment,Record environmental state dependence separately from mechanistic activation pathway.,open,S005,181
M4-FUNG-0018:U007,M4-FUNG-0018,U007,epigenetic_negative,"5-AZA, SAHA and SBHA did not alter metabolite profiles in one liquid-culture study.",Negative perturbation result,Potential dose/time/architecture dependence,"Store as tested-condition negative, not proof chromatin regulation is irrelevant to DEP expression.",open,S005,182
M4-FUNG-0019:U001,M4-FUNG-0019,U001,boundary_semantics,MIBiG presents a single 52.8-kb pksA-centered record although the biosynthetic programme is physically fragmented across six chromosome-12 loci.,Compact database record,Whole-genome dispersed pathway,Store BGC0000048 as a mini-cluster and encode full functional programme separately.,resolved-for-atlas,S001; S006; S007,208
M4-FUNG-0019:U002,M4-FUNG-0019,U002,legacy_gene_nomenclature,"DQ149246 uses moxA/cypA labels, while genome-level pathway literature uses MoxY/CypX-like aflatoxin-homolog nomenclature.",Legacy cloned-region annotation,Later genome/pathway nomenclature,Do not collapse names automatically; preserve accession-specific labels and document orthology separately.,open-annotation,S001; S002; S006,209
M4-FUNG-0019:U003,M4-FUNG-0019,U003,pathway_gene_count,"Later literature refers to 20 known genes across six chromosome-12 loci, while individual publications use somewhat different historical mini-cluster gene sets/names.",Genome/evolution summaries,Legacy gene-by-gene studies,Treat count as programme-level literature statement and retain individual gene provenance.,open-semantic,S006; S012,210
M4-FUNG-0019:U004,M4-FUNG-0019,U004,NorB_membership,"Chromosome-11 NorB is strongly AflR-responsive and pathway-homologous, but direct metabolite knockout evidence is lacking.",24-fold ΔAflR transcript reduction,No direct NorB loss-of-function product test encoded here,"Mark as high-confidence candidate, not confirmed required gene.",open,S007,211
M4-FUNG-0019:U005,M4-FUNG-0019,U005,LaeA_direction,"LaeA deletion increases dothistromin, contrary to common positive LaeA effects in Aspergillus aflatoxin/ST pathways.",D. septosporum direct knockout,Canonical cross-species expectation,Use source-strain evidence; do not transfer regulator sign across species.,resolved-for-atlas,S009,212
M4-FUNG-0019:U006,M4-FUNG-0019,U006,pathogenicity_vs_virulence,Earlier work described dothistromin as 'not required' for disease because mutants still infected and completed the life cycle; later detailed phenotyping showed reduced lesion expansion and sporulation.,Pathogenicity retained,Virulence quantitatively reduced,No contradiction once pathogenicity (ability to cause disease) is separated from virulence (severity/fitness within disease).,resolved-for-atlas,S008,213
M4-FUNG-0019:U007,M4-FUNG-0019,U007,DotC_function,"DotC is an MFS transporter in a dothistromin mini-cluster, but functional assays were inconclusive for direct toxin efflux.",Transporter annotation,Deletion/overexpression/localization inconclusive,Keep transport role uncertain rather than promoting annotation to demonstrated mechanism.,open,S011,214
M4-FUNG-0019:U008,M4-FUNG-0019,U008,chromosome_copy_number,"Some isolates with high dothistromin phenotypes show chromosome duplications, but the relevant chromosomes and causal contribution vary.",Population association,No targeted dosage experiment,Store as context/copy-number association only.,open,S012,215
M4-FUNG-0020:U001,M4-FUNG-0020,U001,boundary_semantics,"MIBiG's partial locus contains ten genes and broad flanks, but local product causality collapses to OrsA for OA and OrsA–C for F9775A/B.",MIBiG partial 10-gene locus,Targeted deletion/sufficiency evidence,"Maintain database, transcriptional and functional boundaries separately.",resolved-for-atlas,S001; S003,188
M4-FUNG-0020:U002,M4-FUNG-0020,U002,coexpression_membership,cclA loss and bacterial contact induce neighboring genes that targeted deletion shows are unnecessary for the assigned products.,Coordinated transcription,Negative gene-deletion evidence,Do not promote co-expression to functional membership without causal evidence.,resolved-for-atlas,S003; S004; S005,189
M4-FUNG-0020:U003,M4-FUNG-0020,U003,extra_cluster_tailoring,"The structural complexity of F9775A/B suggests additional post-PKS functions may act outside OrsA–C, but they were not identified in the defining local screen.",Three-gene local requirement,Final product complexity / authors' inference,Mark local core as necessary while keeping whole-programme completeness partial.,open,S003,190
M4-FUNG-0020:U004,M4-FUNG-0020,U004,bacterial_signal_identity,"Direct physical contact is necessary for the S. rapamycinicus route, but the proximal bacterial ligand/fungal receptor is not identified.",Dialysis/contact controls,Unknown molecular sensing pair,Strong signal-delivery evidence; perception/transduction remains unresolved.,open,S004; S006,191
M4-FUNG-0020:U005,M4-FUNG-0020,U005,chromatin_causality,"H3K9 acetylation tracks productive states and GcnE is necessary in key contexts, but acetylation alone does not guarantee transcription.",GcnE epistasis/ChIP,Acetylation without full transcription in some backgrounds,"Encode chromatin competence as one gate, not a sufficient endpoint.",resolved-for-atlas,S007,192
M4-FUNG-0020:U006,M4-FUNG-0020,U006,silent_label,"The cluster was historically called cryptic/silent, yet stationary Czapek alone allows wild-type production.",No product in common lab regimes,Positive wild-type Czapek production,Use condition-resolved transcription/product states instead of global 'silent' label.,resolved-for-atlas,S003; S005,193
M4-FUNG-0020:U007,M4-FUNG-0020,U007,inducer_nomenclature,The 2009 inducer was historically reported as Streptomyces hygroscopicus and later referred to as S. rapamycinicus.,Original strain designation,Later taxonomic/name usage,Preserve synonym/history so identical interaction is not split into two inducer entities.,open-terminology-risk,S004,194
M4-FUNG-0021:U001,M4-FUNG-0021,U001,cluster_function_semantics,"All 16 genes lie in the FUM cluster, but several are not biosynthetic enzymes in the narrow sense.",Database cluster membership,Modern FUM15–19 self-protection/regulatory functions,Use functional classes within the cluster rather than one undifferentiated 'biosynthetic gene' label.,resolved-for-atlas,S001; S008; S009,193
M4-FUNG-0021:U002,M4-FUNG-0021,U002,FUM19_transport,"Fum19 is an ABC transporter, but extracellular FB1 increases when it is deleted.",Transporter annotation,Deletion/overexpression phenotype,Do not infer direct export from annotation; primary demonstrated role is negative feedback/regulation.,resolved-for-atlas,S008,194
M4-FUNG-0021:U003,M4-FUNG-0021,U003,FUM17_function,Fum17 is ceramide-synthase-like but cannot fully substitute as a standalone CerS in yeast; function improves with Cer3 coexpression.,Sequence/domain annotation,Conditional heterodimer-dependent functionality,Score self-protection role below Fum18 and avoid equating the paralogs.,open,S008,195
M4-FUNG-0021:U004,M4-FUNG-0021,U004,FUM16_historical_null,Older FUM16 deletion showed no obvious fumonisin-production defect; modern biochemical work identifies palmitoyl-CoA ligase/self-protection function.,2006 biosynthesis-focused null phenotype,2025 biochemical/self-protection evidence,"Complementary, not conflicting: FUM16 is nonessential for canonical product formation but relevant to protection physiology.",resolved-for-atlas,S007; S009,196
M4-FUNG-0021:U005,M4-FUNG-0021,U005,FUM3_nomenclature,Historical literature used meiotic Fum3 and cloned-gene FUM9 nomenclature before modern annotation consolidated the C5 hydroxylase as FUM3.,Legacy naming,Current MIBiG FUM3,Preserve aliases/history to prevent duplicate-gene entities.,open-terminology-risk,S001; S020,197
M4-FUNG-0021:U006,M4-FUNG-0021,U006,pathogenicity_role,"Fumonisin contribution to maize disease is context dependent: FUM1-null strains retained ear infection/ear-rot ability in field trials, while a distinct seedling study found fumonisin production associated with foliar disease symptoms and restored pathogenicity after whole-cluster complementation of a nonproducing banana isolate.",Field ear assays: toxin-null strains remain pathogenic (S004).,Seedling foliar assays: producing/complemented strains cause symptoms whereas nonproducers do not (S022).,"Do not label fumonisin simply essential or dispensable for virulence; encode host tissue, disease stage and assay architecture.",resolved-by-context,S004; S022,198
M4-FUNG-0021:U007,M4-FUNG-0021,U007,epigenetic_uniformity,HDAC perturbation changes FUM genes unequally.,Cluster co-expression concept,Promoter-specific acetylation differences,Do not use a single chromatin proxy as evidence that every FUM gene is equivalently accessible.,open,S013,199
M4-FUNG-0021:U008,M4-FUNG-0021,U008,native_signal_integration,"Numerous environmental/global regulators affect fumonisins, but the precise upstream logic connecting maize/nutrition to Fum21 and Fum19 feedback remains distributed across many studies.",Strong context phenotypes,No single complete signal-transduction chain,Represent inputs and demonstrated regulatory nodes separately rather than forcing a linear activation pathway.,open,S005; S013; S014,200
M4-FUNG-0022:U001,M4-FUNG-0022,U001,strain_alias,Recent sources call NRRL39464/FRC O-1890 both CAR1 and CAR2 in different data products.,CAR1 in 2026 primary paper,CAR2 in USDA genome-dataset metadata,Use NRRL39464/FRC O-1890 as stable identifiers; preserve CAR alias conflict rather than choosing one.,CONFLICTING,S004; S007,181
M4-FUNG-0022:U002,M4-FUNG-0022,U002,taxonomy_resolution,"MIBiG labels the producer F. oxysporum, but the modern FOSC contains deep lineages that can merit narrower species treatment.",MIBiG/NCBI broad species label,Modern FOSC phylogenomic complexity,Retain F. oxysporum for record identity while treating strain as the reliable unit.,open,S002; S007,182
