experiment_key,dossier_id,experiment_id,organism_key,strain_key,strain_raw,source_ids,note,source_row
M4-FUNG-0505:E002,M4-FUNG-0505,E002,NCBITAXON:426428,STR_8f2bf514d366,recombinant FfnD,S003,,125
M4-FUNG-0505:E003,M4-FUNG-0505,E003,NCBITAXON:426428,STR_8f2bf514d366,recombinant FfnD,S003,,126
M4-FUNG-0506:E001,M4-FUNG-0506,E001,NCBITAXON:741705,STR_92e9413fc68c,E. coli expressing Copu5,S003,,124
M4-FUNG-0506:E002,M4-FUNG-0506,E002,NCBITAXON:741705,STR_f6fb9113be36,optimized E. coli Copu5 fed-batch,S003,,125
M4-FUNG-0507:E001,M4-FUNG-0507,E001,NCBITAXON:741705,STR_71c2ae47e6db,E. coli expressing Copu9,S003,,124
M4-FUNG-0507:E002,M4-FUNG-0507,E002,NCBITAXON:741705,STR_a2da4147975b,optimized E. coli Copu9 fed-batch,S003,,125
M4-FUNG-0507:E003,M4-FUNG-0507,E003,NCBITAXON:741705,STR_d35e25ecb5a9,purified Copu9,S003; S004,,126
M4-FUNG-0508:E001,M4-FUNG-0508,E001,NCBITAXON:229533,STR_1323c9cf3c26,F. graminearum PH-1 pathway mutants,S003,,124
M4-FUNG-0508:E002,M4-FUNG-0508,E002,NCBITAXON:229533,STR_f53eedacf6ae,G. zeae/F. graminearum GIP2 mutants,S004,,125
M4-FUNG-0508:E003,M4-FUNG-0508,E003,NCBITAXON:229533,STR_6233f13eb68c,F. graminearum PH-1 ΔaurZ/ΔaurS/ΔaurT panel,S005,,126
M4-FUNG-0509:E001,M4-FUNG-0509,E001,NCBITAXON:655844,STR_9c4c731c4df4,M. robertsii ARSEF 23 WT,S003,,124
M4-FUNG-0509:E002,M4-FUNG-0509,E002,NCBITAXON:655844,STR_af0efd39b5e4,ΔmrsidA and ΔmrsidD,S003,,125
M4-FUNG-0509:E003,M4-FUNG-0509,E003,NCBITAXON:655844,STR_d70b88ee2398,ΔmrapdA,S003,,126
M4-FUNG-0510:E001,M4-FUNG-0510,E001,NCBITAXON:45130,STR_d5d0e54cc794,B. sorokiniana 11134,S003,,124
M4-FUNG-0510:E002,M4-FUNG-0510,E002,NCBITAXON:45130,STR_6bc17a61cc0f,isolated compound bioactivity panel,S003,,125
M4-FUNG-0511:E001,M4-FUNG-0511,E001,NCBITAXON:1735992,STR_3162dca98f17,Neonectria sp. DH2,S003,,126
M4-FUNG-0511:E002,M4-FUNG-0511,E002,NCBITAXON:1735992,STR_896c77c00161,A. nidulans pDH5,S003,,127
M4-FUNG-0512:E001,M4-FUNG-0512,E001,NCBITAXON:690307,STR_606a239ee39e,A. aculeatus ATCC 16872,S003,Native causal evidence.,124
M4-FUNG-0512:E002,M4-FUNG-0512,E002,NCBITAXON:690307,STR_8aef1918dbef,S. cerevisiae,S003,,125
M4-FUNG-0512:E003,M4-FUNG-0512,E003,NCBITAXON:690307,STR_9d8605f3f3ac,S. cerevisiae / A. oryzae,S003,,126
M4-FUNG-0512:E004,M4-FUNG-0512,E004,NCBITAXON:690307,STR_f49434ff9034,A. aculeatus deletion strains,S003,,127
M4-FUNG-0513:E001,M4-FUNG-0513,E001,NCBITAXON:367110,STR_70613cf46ca6,A. nidulans,S003,,124
M4-FUNG-0513:E002,M4-FUNG-0513,E002,NCBITAXON:367110,STR_70613cf46ca6,A. nidulans,S003,,125
M4-FUNG-0513:E003,M4-FUNG-0513,E003,NCBITAXON:367110,STR_ab30b5229efe,N. crassa OR74A,S003,,126
M4-FUNG-0514:E001,M4-FUNG-0514,E001,NCBITAXON:104259,STR_d9279a042554,P. brasilianum HBU-136,S003,,124
M4-FUNG-0514:E002,M4-FUNG-0514,E002,NCBITAXON:104259,STR_b8994eff1114,isolated compounds,S003,,125
M4-FUNG-0515:E001,M4-FUNG-0515,E001,NCBITAXON:2582783,STR_36d859984aed,A. nanangensis MST-FP2251,S003,,124
M4-FUNG-0515:E002,M4-FUNG-0515,E002,NCBITAXON:2582783,STR_ed1f2cafe341,isolated nanangenines,S003,,125
M4-FUNG-0516:E001,M4-FUNG-0516,E001,NCBITAXON:341663,STR_9602553ce484,S. cerevisiae,S003,,124
M4-FUNG-0516:E002,M4-FUNG-0516,E002,NCBITAXON:341663,STR_9602553ce484,S. cerevisiae,S003,,125
M4-FUNG-0516:E003,M4-FUNG-0516,E003,NCBITAXON:341663,STR_9018ad7ea605,ATEG_03630 biochemical/function tests,S003,,126
M4-FUNG-0517:E001,M4-FUNG-0517,E001,NCBITAXON:341663,STR_ede6ba5e5f29,heterologous host expressing AtAS,S003,,124
M4-FUNG-0517:E002,M4-FUNG-0517,E002,NCBITAXON:341663,STR_17817ed28a96,heterologous system,S003,,125
M4-FUNG-0518:E001,M4-FUNG-0518,E001,NCBITAXON:60169,STR_0ebe5bdaed75,P. polonicum X6 WT and ΔverA,S003,,124
M4-FUNG-0518:E002,M4-FUNG-0518,E002,NCBITAXON:60169,STR_0ebe5bdaed75,P. polonicum X6 WT and ΔverA,S003,,125
M4-FUNG-0518:E003,M4-FUNG-0518,E003,NCBITAXON:60169,STR_cf49d3ad4f3d,P. polonicum / P. aurantiogriseum / P. crustosum,S003,,126
M4-FUNG-0518:E004,M4-FUNG-0518,E004,NCBITAXON:60169,STR_10d84a42b303,P. polonicum NRRL995,S005,Different strain/product context; ortholog evidence not promoted to X6-direct.,127
M4-FUNG-0519:E001,M4-FUNG-0519,E001,NCBITAXON:1314807,STR_837a66c6492f,D. bispora CBS 962.96,S003,,124
M4-FUNG-0519:E002,M4-FUNG-0519,E002,NCBITAXON:1314807,STR_4775e1da5c91,P. pastoris GS115,S003,"Hybrid precursor/protease system, not intact DbiMA1+DbiP reconstruction.",125
M4-FUNG-0519:E003,M4-FUNG-0519,E003,NCBITAXON:1314807,STR_82fdac5d2a4c,M. incognita J2 larvae,S003,,126
M4-FUNG-0519:E004,M4-FUNG-0519,E004,NCBITAXON:1314807,STR_7ae0ebdb4d15,prior heterologous DbiMA1 protein system,S003,,127
M4-FUNG-0520:E001,M4-FUNG-0520,E001,NCBITAXON:5353,STR_7c68c884cc05,L. edodes 4312,S003,,124
M4-FUNG-0520:E002,M4-FUNG-0520,E002,NCBITAXON:5353,STR_e4dc159fd680,P. pastoris GS115,S003,,125
M4-FUNG-0520:E003,M4-FUNG-0520,E003,NCBITAXON:5353,STR_080e63697b5a,M. incognita J2,S003,,126
M4-FUNG-0520:E004,M4-FUNG-0520,E004,NCBITAXON:5353,STR_9a744e0d4157,P. pastoris LedP tests,S003,,127
M4-FUNG-0521:E001,M4-FUNG-0521,E001,NCBITAXON:41067,STR_6b5cbba31d27,A. oryzae heterologous transformants,S003,,124
M4-FUNG-0521:E002,M4-FUNG-0521,E002,NCBITAXON:41067,STR_b9f264423e18,AcdB heterologous system,S003,,125
M4-FUNG-0521:E003,M4-FUNG-0521,E003,NCBITAXON:41067,STR_bf75542e964d,product structure characterization,S003,,126
M4-FUNG-0521:E004,M4-FUNG-0521,E004,NCBITAXON:41067,STR_7e390ca60703,AcdD precursor-supply context,S001; S003,,127
M4-FUNG-0522:E001,M4-FUNG-0522,E001,NCBITAXON:227321,STR_d396d0649545,A. nidulans csnE perturbation strains,S003,Global perturbation is pleiotropic; pathway specificity is established by later native dba genetics.,124
M4-FUNG-0522:E002,M4-FUNG-0522,E002,NCBITAXON:227321,STR_2db0b2cf421e,A. nidulans AGB552-derived strains,S004,Defines a chemically triggered transcriptional gate without assigning the upstream sensor.,125
M4-FUNG-0522:E003,M4-FUNG-0522,E003,NCBITAXON:227321,STR_45c0723d8592,A. nidulans native single-gene deletion panel,S004,Principal native gene-to-product attribution experiment.,126
M4-FUNG-0522:E004,M4-FUNG-0522,E004,NCBITAXON:227321,STR_ef5a138cb234,A. nidulans with Streptomyces mobaraensis and comparator Streptomyces spp.,S004,Links a bacterial chemical signal to fungal BGC activation.,127
M4-FUNG-0522:E005,M4-FUNG-0522,E005,NCBITAXON:227321,STR_8fc58314b604,bacterial indicator bioassay with A. nidulans extracts,S004,Extract-level ecological evidence; not a single-purified-compound causality test.,128
M4-FUNG-0523:E001,M4-FUNG-0523,E001,NCBITAXON:293381,STR_f624f721f04e,heterologous fungal expression system,S003,Primary cluster-level causal evidence.,124
M4-FUNG-0523:E002,M4-FUNG-0523,E002,NCBITAXON:293381,STR_91db09b66f9d,purified BrvJ assay,S003,Strongest enzyme-level mechanistic evidence.,125
M4-FUNG-0523:E003,M4-FUNG-0523,E003,NCBITAXON:293381,STR_0cd44f3f8a49,BrvJ/SetK variant comparison,S003,Prevents ortholog/homolog function from being treated as automatically transferable.,126
M4-FUNG-0524:E001,M4-FUNG-0524,E001,NCBITAXON:759273,STR_7bf0b5e072f0,C. higginsianum ΔcclA,S004,"Activation evidence, not yet direct cluster causality.",124
M4-FUNG-0524:E002,M4-FUNG-0524,E002,NCBITAXON:759273,STR_1deecd21300f,S. cerevisiae BJNBC-008,S003,Diagnoses protein-expression bottleneck rather than disproving ctc4 function.,125
M4-FUNG-0524:E003,M4-FUNG-0524,E003,NCBITAXON:759273,STR_8a65eafc1ea7,S. cerevisiae BJNBC-015,S003,Principal cluster-reconstruction experiment.,126
M4-FUNG-0524:E004,M4-FUNG-0524,E004,NCBITAXON:759273,STR_3821f1c4645f,engineered yeast versus native C. higginsianum,S003,"Relative production result, not universal for every congener.",127
M4-FUNG-0525:E001,M4-FUNG-0525,E001,NCBITAXON:330879,STR_28c9b7144278,A. nidulans dereplication/refactoring strains carrying A. fumigatus spy genes,S003,Core causal access experiment.,124
M4-FUNG-0525:E002,M4-FUNG-0525,E002,NCBITAXON:330879,STR_d1f2d17e1e10,A. nidulans LO11839 agsBΔ refactored spy strain,S003,Host-engineering yield enhancement; not a native activation cue.,125
M4-FUNG-0525:E003,M4-FUNG-0525,E003,NCBITAXON:330879,STR_5233cb496c68,A. nidulans spyA-deletion derivative,S003,Direct requirement evidence with a small heterologous-host residual.,126
M4-FUNG-0525:E004,M4-FUNG-0525,E004,NCBITAXON:330879,STR_f3900ecff412,A. nidulans spyB-deletion derivative,S003,Also validates downstream SpyB start site.,127
M4-FUNG-0525:E005,M4-FUNG-0525,E005,NCBITAXON:330879,STR_ff9533b3f047,A. nidulans spyC/spyD/spyE deletion derivatives,S003,Strong gene-to-step localization.,128
M4-FUNG-0525:E006,M4-FUNG-0525,E006,NCBITAXON:330879,STR_41759ac8af6b,A. nidulans individual SpyA expression strain,S003,Direct biochemical-execution evidence for the initiating NR-PKS.,129
M4-FUNG-0526:E001,M4-FUNG-0526,E001,NCBITAXON:655844,STR_c531aceaa1c7,Aspergillus nidulans 1145 expressing Ma_OvaA/B/C,,,125
M4-FUNG-0526:E002,M4-FUNG-0526,E002,NCBITAXON:655844,STR_18fd3e80d73a,A. nidulans combinatorial Ova expression strains,,,126
M4-FUNG-0527:E001,M4-FUNG-0527,E001,NCBITAXON:75552,STR_a3155136ad31,Aspergillus oryzae expressing drcA,,,125
M4-FUNG-0527:E002,M4-FUNG-0527,E002,NCBITAXON:75552,STR_35093a3712f6,A. oryzae expressing drcA+drcB,,,126
M4-FUNG-0527:E003,M4-FUNG-0527,E003,NCBITAXON:75552,STR_44f8f2e99746,recombinant DrcA/SAT-domain constructs,,,127
M4-FUNG-0528:E001,M4-FUNG-0528,E001,NCBITAXON:2715282,STR_dc2d85d59107,A. luteorubrus MST-FP2246,,,125
M4-FUNG-0528:E002,M4-FUNG-0528,E002,NCBITAXON:2715282,STR_a1f5514a479c,A. nidulans LO8030 expressing ltbABCD / gene subsets,,,126
M4-FUNG-0528:E003,M4-FUNG-0528,E003,NCBITAXON:2715282,STR_3c949a88d86b,A. nidulans expressing ltbA-ΔcAT ± ltbB,,,127
M4-FUNG-0528:E004,M4-FUNG-0528,E004,NCBITAXON:2715282,STR_fca096117f37,A. nidulans expressing LtbA with glucinol feeding,,,128
M4-FUNG-0529:E001,M4-FUNG-0529,E001,NCBITAXON:3077947,STR_150394bb2281,Aspergillus oryzae expressing PbpsA,,,125
M4-FUNG-0530:E001,M4-FUNG-0530,E001,NCBITAXON:469280,STR_d5e9cd7e1abe,P. paxilli PAX mutant/null strains complemented with EST1 genes,,,125
M4-FUNG-0531:E001,M4-FUNG-0531,E001,NCBITAXON:2911399,STR_80a274385ae1,Aspergillus nidulans A1145 expressing MollA-MollF,,,125
M4-FUNG-0531:E002,M4-FUNG-0531,E002,NCBITAXON:2911399,STR_2fa7d761e507,A. nidulans gene-combination derivatives,,,126
M4-FUNG-0532:E001,M4-FUNG-0532,E001,NCBITAXON:2003561,STR_912f8fb446a8,P. meliponae MMSRG-058 wild type,,,125
M4-FUNG-0532:E002,M4-FUNG-0532,E002,NCBITAXON:2003561,STR_2ac385d4f8c4,P. meliponae ΔsclA,,,126
M4-FUNG-0532:E003,M4-FUNG-0532,E003,NCBITAXON:2003561,STR_79912ad70f75,P. meliponae ΔsclI,,,127
M4-FUNG-0533:E001,M4-FUNG-0533,E001,NCBITAXON:5503,STR_09ccaf89629e,Curvularia lunata ATCC 74067,,,125
M4-FUNG-0533:E002,M4-FUNG-0533,E002,NCBITAXON:5503,STR_84a3f1360417,A. nidulans A1145ΔSTΔEM expressing clz gene combinations,,,126
M4-FUNG-0533:E003,M4-FUNG-0533,E003,NCBITAXON:5503,STR_43610a0279f7,A. nidulans clz14-omission derivative,,,127
M4-FUNG-0533:E004,M4-FUNG-0533,E004,NCBITAXON:5503,STR_e490dcdf94b1,A. nidulans clz17-omission derivative,,,128
M4-FUNG-0533:E005,M4-FUNG-0533,E005,NCBITAXON:5503,STR_b64bc647a5d5,A. nidulans expressing clz14+clz17+clz11,,,129
M4-FUNG-0534:E001,M4-FUNG-0534,E001,NCBITAXON:1400770,STR_3aaf4031d6c0,C. metacorallifera KoLRI002260,,,126
M4-FUNG-0534:E002,M4-FUNG-0534,E002,NCBITAXON:1400770,STR_8957951bc48f,same strain,,,127
M4-FUNG-0534:E003,M4-FUNG-0534,E003,NCBITAXON:1400770,STR_8957951bc48f,same strain,,,128
M4-FUNG-0534:E004,M4-FUNG-0534,E004,NCBITAXON:1400770,STR_8957951bc48f,same strain,,,129
M4-FUNG-0534:E005,M4-FUNG-0534,E005,NCBITAXON:1400770,STR_8957951bc48f,same strain,,,130
M4-FUNG-0535:E001,M4-FUNG-0535,E001,NCBITAXON:1810909,STR_4884cc629d88,P. paxilli PAX-null strain expressing desB+paxG+paxC+desM,,,125
M4-FUNG-0535:E002,M4-FUNG-0535,E002,NCBITAXON:1810909,STR_749eff671872,P. paxilli PaxM mutant complemented with DesM,,,126
M4-FUNG-0536:E001,M4-FUNG-0536,E001,NCBITAXON:983644,STR_31450f1a9020,Aspergillus nidulans expressing C. militaris cryptic three-gene module,,,124
M4-FUNG-0536:E002,M4-FUNG-0536,E002,NCBITAXON:983644,STR_eadb5bb6d995,Cordyceps militaris CM01 genome,,,125
M4-FUNG-0537:E001,M4-FUNG-0537,E001,NCBITAXON:1353983,STR_0243f9ad48df,C. macilenta biruloquinone-producing LFF variant,,,124
M4-FUNG-0537:E002,M4-FUNG-0537,E002,NCBITAXON:1353983,STR_2d845d1fc22b,C. macilenta non-producing LFF variant,,,125
M4-FUNG-0538:E001,M4-FUNG-0538,E001,NCBITAXON:162425,STR_47c62c800677,S. cerevisiae BJ5464-npgA expressing sidC+sidA+sidL,,,124
M4-FUNG-0538:E002,M4-FUNG-0538,E002,NCBITAXON:162425,STR_7cd7ae6620a8,purified holo-SidC,,,125
M4-FUNG-0538:E003,M4-FUNG-0538,E003,NCBITAXON:162425,STR_614116785a69,SidC domain-deletion/isolated-domain constructs,,,126
M4-FUNG-0539:E001,M4-FUNG-0539,E001,NCBITAXON:645133,STR_ae6e3669ec66,C. graminicola M1.001 / maize interaction,,,124
M4-FUNG-0539:E002,M4-FUNG-0539,E002,NCBITAXON:645133,STR_381410da8d43,C. graminicola native cultures/tissues from cited chemistry studies,,,125
M4-FUNG-0540:E001,M4-FUNG-0540,E001,NCBITAXON:1756131,STR_eac89b815464,Arthrinium sp. NF2194 wild type under optimized medium,,,124
M4-FUNG-0540:E002,M4-FUNG-0540,E002,NCBITAXON:1756131,STR_00af5d27f33f,atn gene-inactivation strains,,,125
M4-FUNG-0540:E003,M4-FUNG-0540,E003,NCBITAXON:1756131,STR_ae61c9ed8715,heterologous atn-expression constructs,,,126
M4-FUNG-0540:E004,M4-FUNG-0540,E004,NCBITAXON:1756131,STR_659f7c266d31,recombinant pathway enzymes,,,127
M4-FUNG-0541:E001,M4-FUNG-0541,E001,NCBITAXON:1341132,STR_765cf1cb8e53,fumonisin-producing A. welwitschiae isolates,,,124
M4-FUNG-0541:E002,M4-FUNG-0541,E002,NCBITAXON:1341132,STR_8bf38fd0ff00,fumonisin-nonproducing A. welwitschiae isolates,,,125
M4-FUNG-0541:E003,M4-FUNG-0541,E003,NCBITAXON:1341132,STR_c68191f20319,A. niger comparison panel,,,126
M4-FUNG-0542:E001,M4-FUNG-0542,E001,NCBITAXON:2696576,STR_7d1fe1abf02b,heterologous anc-cluster expression system,,,124
M4-FUNG-0542:E002,M4-FUNG-0542,E002,NCBITAXON:2696576,STR_131ca10bc976,recombinant AncC,,,125
M4-FUNG-0542:E003,M4-FUNG-0542,E003,NCBITAXON:2696576,STR_26e7b25b7694,recombinant AncA and active-site variants,,,126
M4-FUNG-0543:E001,M4-FUNG-0543,E001,NCBITAXON:1229662,STR_02e044906aab,A. nidulans expressing fnsA,,,124
M4-FUNG-0543:E002,M4-FUNG-0543,E002,NCBITAXON:1229662,STR_4671c6f6c10e,S. cerevisiae expressing fnsA,,,125
M4-FUNG-0543:E003,M4-FUNG-0543,E003,NCBITAXON:1229662,STR_6f7e09bbd3c3,FnsA precursor-feeding strains,,,126
M4-FUNG-0543:E004,M4-FUNG-0543,E004,NCBITAXON:1229662,STR_0ff1ac264d4f,recombinant FnsA/A-domain assays,,,127
M4-FUNG-0544:E001,M4-FUNG-0544,E001,NCBITAXON:1835702,STR_2a327dc05dec,A. oryzae NSAR1 astE/astEA/astEAG derivatives,,,124
M4-FUNG-0544:E002,M4-FUNG-0544,E002,NCBITAXON:1835702,STR_c3f0a57a3e9c,A. oryzae multi-gene ast derivatives,,,125
M4-FUNG-0544:E003,M4-FUNG-0544,E003,NCBITAXON:1835702,STR_30c17b2a97c3,recombinant AstI,,,126
M4-FUNG-0544:E004,M4-FUNG-0544,E004,NCBITAXON:1835702,STR_b7ae6df446ac,recombinant AstB/AstL/AstK,,,127
M4-FUNG-0544:E005,M4-FUNG-0544,E005,NCBITAXON:1835702,STR_3d799b0fbd2c,A. oryzae astC-containing constructs,,,128
M4-FUNG-0545:E001,M4-FUNG-0545,E001,NCBITAXON:1635095,STR_664f7aa0b9fb,P. paxilli CY2 expressing sesE+sesM+sesB,,,124
M4-FUNG-0545:E002,M4-FUNG-0545,E002,NCBITAXON:1635095,STR_ca52e74d94de,P. paxilli SES tailoring combinations,,,125
M4-FUNG-0545:E003,M4-FUNG-0545,E003,NCBITAXON:1635095,STR_4f6dcd15deec,P. paxilli strains combining SES and TER products/genes,,,126
M4-FUNG-0545:E004,M4-FUNG-0545,E004,NCBITAXON:1635095,STR_79acedea9454,reference SPD-cluster constructs,,,127
M4-FUNG-0546:E001,M4-FUNG-0546,E001,NCBITAXON:87276,STR_07bc53b621e5,U. deusta representative genome,,,124
M4-FUNG-0546:E002,M4-FUNG-0546,E002,NCBITAXON:87276,STR_18040c8c848a,15 Umbilicaria genomes from nine GA-producing species,,,125
M4-FUNG-0546:E003,M4-FUNG-0546,E003,NCBITAXON:87276,STR_bb70d24c8257,native lichen specimens,,,126
M4-FUNG-0557:E001,M4-FUNG-0557,E001,NCBITAXON:69781,STR_28276a393539,P. oxalicum MEFC104 WT and PKS-NRPS deletion mutants,,,124
M4-FUNG-0557:E002,M4-FUNG-0557,E002,NCBITAXON:69781,STR_2b31088b9f4d,individual opd-gene deletion series,,,125
M4-FUNG-0558:E001,M4-FUNG-0558,E001,NCBITAXON:69789,STR_fa9e702e182f,"P. soppii WT, ΔPscyA and ΔPscyB",,,124
M4-FUNG-0558:E002,M4-FUNG-0558,E002,NCBITAXON:69789,STR_74757c60eea6,A. oryzae NSAR1 + PscyA/PscyB,,,125
M4-FUNG-0558:E003,M4-FUNG-0558,E003,NCBITAXON:69789,STR_4234f088464d,ΔPscyA feeding strains,,,126
M4-FUNG-0559:E001,M4-FUNG-0559,E001,NCBITAXON:293374,STR_dd7198371b5b,A. nidulans vdo transformants,,,124
M4-FUNG-0560:E001,M4-FUNG-0560,E001,NCBITAXON:1053259,STR_dcf19309f900,N. discophora SNB-CN63,,,124
M4-FUNG-0561:E001,M4-FUNG-0561,E001,NCBITAXON:1365484,STR_f9344085b0e2,P. roqueforti genes in A. nidulans,,,124
M4-FUNG-0562:E001,M4-FUNG-0562,E001,NCBITAXON:2041049,STR_195d76c74a7b,C. gorgonifer WT versus ΔCgPKS4/Rsf1,,,124
M4-FUNG-0563:E001,M4-FUNG-0563,E001,NCBITAXON:3047880,STR_482b04d47fa9,CF-150626 and A. oryzae NSAR1 constructs,,,124
M4-FUNG-0564:E001,M4-FUNG-0564,E001,NCBITAXON:5065,STR_d1c3904d33fa,SX7S7 gene-disruption and heterologous/in-vitro systems,,,124
M4-FUNG-0565:E001,M4-FUNG-0565,E001,NCBITAXON:1126212,STR_e78be6be795d,M. phaseolina genes in heterologous host,,,124
M4-FUNG-0565:E002,M4-FUNG-0565,E002,NCBITAXON:1126212,STR_ade8251169e5,MacC enzyme reactions,,,125
M4-FUNG-0566:E001,M4-FUNG-0566,E001,NCBITAXON:69788,STR_28b0adf33018,P. sclerotiorum SNB-CN111,,,124
M4-FUNG-0567:E001,M4-FUNG-0567,E001,NCBITAXON:330879,STR_26d6afb1c31b,A. fumigatus Af293 WT and ΔcrmA,,,124
M4-FUNG-0567:E002,M4-FUNG-0567,E002,NCBITAXON:330879,STR_9f1608173d8b,A. fumigatus Af293 crmA overexpression,,,125
M4-FUNG-0568:E001,M4-FUNG-0568,E001,NCBITAXON:36652,STR_e4f5f87a6007,P. crustosum PRB-2 deletion mutants,,,124
M4-FUNG-0568:E002,M4-FUNG-0568,E002,NCBITAXON:36652,STR_e9c146f72e3c,heterologous fungal host,,,125
M4-FUNG-0569:E001,M4-FUNG-0569,E001,NCBITAXON:69789,STR_c77ca30ae886,A. oryzae heterologous host,,,124
M4-FUNG-0570:E001,M4-FUNG-0570,E001,NCBITAXON:40382,STR_a3cbdd18a23e,A. nidulans heterologous gdlS,,,124
M4-FUNG-0570:E002,M4-FUNG-0570,E002,NCBITAXON:40382,STR_34a0c51eac79,A. ustus 3.3904,,,125
M4-FUNG-0570:E003,M4-FUNG-0570,E003,NCBITAXON:40382,STR_10e384d62092,recombinant GdlS,,,126
M4-FUNG-0571:E001,M4-FUNG-0571,E001,NCBITAXON:665912,STR_d6e243945b02,heterologous SatA/SatB/SatC system,,,124
M4-FUNG-0571:E002,M4-FUNG-0571,E002,NCBITAXON:665912,STR_cea6f1c51048,enzyme/substrate combinations,,,125
M4-FUNG-0572:E001,M4-FUNG-0572,E001,NCBITAXON:1279085,STR_e272aff04313,F. fujikuroi WT vs ΔHDA1,,,124
M4-FUNG-0572:E002,M4-FUNG-0572,E002,NCBITAXON:1279085,STR_8d80223eab4b,F. fujikuroi ΔBEA3,,,125
M4-FUNG-0572:E003,M4-FUNG-0572,E003,NCBITAXON:1279085,STR_14533d198fd3,F. fujikuroi chromatin/regulator mutants,,,126
M4-FUNG-0573:E001,M4-FUNG-0573,E001,NCBITAXON:685557,STR_6a26ff702729,M. alpina ATCC 32222,,,124
M4-FUNG-0573:E002,M4-FUNG-0573,E002,NCBITAXON:685557,STR_6a26ff702729,M. alpina ATCC 32222,,,125
M4-FUNG-0573:E003,M4-FUNG-0573,E003,NCBITAXON:685557,STR_a627d49cb249,E. coli recombinant A domains,,,126
M4-FUNG-0574:E001,M4-FUNG-0574,E001,NCBITAXON:41900,STR_2dffba6f15a3,heterologous fungal TndC host,,,124
M4-FUNG-0574:E002,M4-FUNG-0574,E002,NCBITAXON:41900,STR_535c4484efab,TndC expression system,,,125
M4-FUNG-0574:E003,M4-FUNG-0574,E003,NCBITAXON:41900,STR_cdba768e6ac3,A. flavipes / pathway culture,,,126
M4-FUNG-0575:E001,M4-FUNG-0575,E001,NCBITAXON:685557,STR_6a26ff702729,M. alpina ATCC 32222,,,124
M4-FUNG-0575:E002,M4-FUNG-0575,E002,NCBITAXON:685557,STR_6a26ff702729,M. alpina ATCC 32222,,,125
M4-FUNG-0575:E003,M4-FUNG-0575,E003,NCBITAXON:685557,STR_a627d49cb249,E. coli recombinant A domains,,,126
M4-FUNG-0576:E001,M4-FUNG-0576,E001,NCBITAXON:229533,STR_d3af7d2ea40c,F. graminearum PH-1 NRPS4-overexpression strain,,,124
M4-FUNG-0576:E002,M4-FUNG-0576,E002,NCBITAXON:229533,STR_02b333542a2e,F. graminearum PH-1 control/WT,,,125
M4-FUNG-0577:E001,M4-FUNG-0577,E001,NCBITAXON:1388766,STR_2c5ddab9e782,Aspergillus nidulans heterologous host,,,123
M4-FUNG-0577:E002,M4-FUNG-0577,E002,NCBITAXON:1388766,STR_773d37d9c9ec,E. coli expressing EchPT1/EchPT2,,,124
M4-FUNG-0577:E003,M4-FUNG-0577,E003,NCBITAXON:1388766,STR_dabc8e084cdd,heterologous EchP450 system,,,125
M4-FUNG-0577:E004,M4-FUNG-0577,E004,NCBITAXON:1388766,STR_61eccb4d9735,A. ruber QEN-0407-G2,,,126
M4-FUNG-0578:E001,M4-FUNG-0578,E001,NCBITAXON:40382,STR_243e612833c1,Aspergillus nidulans,,,123
M4-FUNG-0578:E002,M4-FUNG-0578,E002,NCBITAXON:40382,STR_34a0c51eac79,A. ustus 3.3904,,,124
M4-FUNG-0578:E003,M4-FUNG-0578,E003,NCBITAXON:40382,STR_71b9c69dce85,E. coli BL21(DE3),,,125
M4-FUNG-0578:E004,M4-FUNG-0578,E004,NCBITAXON:40382,STR_d28a9aec176b,A. nidulans ucdA-ucdG expression strain DJ04,,,126
M4-FUNG-0579:E001,M4-FUNG-0579,E001,NCBITAXON:40382,STR_14b928401b31,Aspergillus ustus 3.3904,,,123
M4-FUNG-0579:E002,M4-FUNG-0579,E002,NCBITAXON:40382,STR_243e612833c1,Aspergillus nidulans,,,124
M4-FUNG-0579:E003,M4-FUNG-0579,E003,NCBITAXON:40382,STR_b85c9d44dddb,recombinant flavin oxygenase system,,,125
M4-FUNG-0580:E001,M4-FUNG-0580,E001,NCBITAXON:201291,STR_9a5a29faee8b,Penicillium brocae MA-231,,,123
M4-FUNG-0580:E002,M4-FUNG-0580,E002,NCBITAXON:201291,STR_ce1f26472f88,Aspergillus oryzae,,,124
M4-FUNG-0580:E003,M4-FUNG-0580,E003,NCBITAXON:201291,STR_715bba019b37,in vitro enzyme systems,,,125
M4-FUNG-0580:E004,M4-FUNG-0580,E004,NCBITAXON:201291,STR_2a6ce569f4fa,P. brocae / engineered strains,,,126
M4-FUNG-0581:E001,M4-FUNG-0581,E001,NCBITAXON:2604179,STR_623e58677c38,Aspergillus oryzae NSAR1,,,129
M4-FUNG-0581:E002,M4-FUNG-0581,E002,NCBITAXON:2604179,STR_bab47a54ba43,A. oryzae heterologous system,,,130
M4-FUNG-0581:E003,M4-FUNG-0581,E003,NCBITAXON:2604179,STR_2554bae92323,Diaporthe sp. SYSU-MS4722 ΔphoE,,,131
M4-FUNG-0581:E004,M4-FUNG-0581,E004,NCBITAXON:2604179,STR_c635a7692653,Diaporthe sp. SYSU-MS4722 WT,,,132
