source_key,dossier_id,source_id,source_type_raw,year_raw,title_or_database_raw,doi_or_accession_raw,pmid_raw,url_raw,note,source_row
M4-FUNG-0009:S005,M4-FUNG-0009,S005,primary research,2005,Characterization of aflatoxin-producing fungi outside of Aspergillus section Flavi,10.3852/mycologia.97.2.425,16396350,https://pubmed.ncbi.nlm.nih.gov/16396350/,MIBiG product-evidence source.,202
M4-FUNG-0009:S006,M4-FUNG-0009,S006,primary research,2012,Functional and phylogenetic analysis of the Aspergillus ochraceoroseus aflQ (ordA) gene ortholog,10.3852/11-328,22495451,https://www.tandfonline.com/doi/abs/10.3852/11-328,Critical functional-programme-boundary evidence.,203
M4-FUNG-0009:S007,M4-FUNG-0009,S007,USDA research abstract,2007,Cloning and Characterization of the Aspergillus ochraceoroseus Aflatoxin Biosynthetic Gene Cluster,NR,,https://www.ars.usda.gov/research/publications/publication/?seqNo115=208124,Useful historical negative evidence.,204
M4-FUNG-0009:S008,M4-FUNG-0009,S008,draft-genome research,2016,Draft Genome Sequences of Two Closely Related Aflatoxigenic Aspergillus Species Obtained from the Ivory Coast,10.1093/gbe/evv246,26637470,https://pmc.ncbi.nlm.nih.gov/articles/PMC4823974/,Use cautiously for strain/genome equivalence.,205
M4-FUNG-0009:S009,M4-FUNG-0009,S009,primary genomics/metabolomics,2018,Linking secondary metabolites to gene clusters through genome sequencing of six diverse Aspergillus species,10.1073/pnas.1715954115,29317534,https://www.pnas.org/doi/10.1073/pnas.1715954115,Modern genome-context source.,206
M4-FUNG-0009:S010,M4-FUNG-0009,S010,primary research,2000,Molecular and physiological aspects of aflatoxin and sterigmatocystin biosynthesis by Aspergillus tamarii and A. ochraceoroseus,10.1007/s002530051664,10855723,https://pubmed.ncbi.nlm.nih.gov/10855723/,Early physiological/pathway-access study.,207
M4-FUNG-0010:S001,M4-FUNG-0010,S001,database,2024,MIBiG BGC0000012.3,BGC0000012.3,,https://mibig.secondarymetabolites.org/repository/BGC0000012.3/index.html,Active; quality SQ_A; completeness unknown.,181
M4-FUNG-0010:S002,M4-FUNG-0010,S002,sequence/taxonomy database,current,NCBI AB120221.1 / Alternaria solani taxonomy,AB120221.1; TaxID 48100,,https://www.ncbi.nlm.nih.gov/nuccore/AB120221.1,No strain designation exposed in record title.,182
M4-FUNG-0010:S003,M4-FUNG-0010,S003,primary research,2005,An iterative type I polyketide synthase PKSN catalyzes synthesis of the decaketide alternapyrone with regio-specific octa-methylation,10.1016/j.chembiol.2005.09.015,16356847,https://doi.org/10.1016/j.chembiol.2005.09.015,Core functional source.,183
M4-FUNG-0010:S004,M4-FUNG-0010,S004,primary research,2005,An iterative type I polyketide synthase PKSN catalyzes synthesis of the decaketide alternapyrone with regio-specific octa-methylation — mechanistic/domain details,10.1016/j.chembiol.2005.09.015,16356847,https://doi.org/10.1016/j.chembiol.2005.09.015,Same defining paper as S003; retained as a separate evidence handle for mechanistic details.,184
M4-FUNG-0010:S005,M4-FUNG-0010,S005,primary comparative/bioinformatics research,2016,Bioinformatics Prediction of Polyketide Synthase Gene Clusters from Mycosphaerella fijiensis,10.1371/journal.pone.0158471,27388157,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0158471,High-value provenance/boundary statement.,185
M4-FUNG-0010:S006,M4-FUNG-0010,S006,primary-methodological review,2020,Heterologous production of fungal natural products: Reconstitution of biosynthetic gene clusters in model host Aspergillus oryzae,10.2183/pjab.96.031,33177296,https://pmc.ncbi.nlm.nih.gov/articles/PMC7725655/,Useful experimental-architecture context.,186
M4-FUNG-0010:S007,M4-FUNG-0010,S007,primary research,2018,Chemical Ecogenomics-Guided Discovery of Phytotoxic α-Pyrones from the Fungal Wheat Pathogen Parastagonospora nodorum,10.1021/acs.orglett.8b02617,30226784,https://doi.org/10.1021/acs.orglett.8b02617,"Comparator compound biology, not native A. solani evidence.",187
M4-FUNG-0010:S008,M4-FUNG-0010,S008,primary research,2024,Anti-inflammatory and Neuroprotective α-Pyrones from a Marine-Derived Strain of the Fungus Arthrinium arundinis and Their Heterologous Expression,10.1021/acs.jnatprod.4c00393,38687877,https://doi.org/10.1021/acs.jnatprod.4c00393,Comparator functional-homology evidence.,188
M4-FUNG-0010:S009,M4-FUNG-0010,S009,primary comparative genomics,2025,Genome mining reveals the distribution of biosynthetic gene clusters in Alternaria and related Pleosporaceae,10.1186/s12864-025-11754-z,40691532,https://doi.org/10.1186/s12864-025-11754-z,Presence is not direct product evidence.,189
M4-FUNG-0010:S010,M4-FUNG-0010,S010,primary review / disease biology,2024,Alternaria diseases on potato and tomato,10.1007/s10658-024-02837-2,38476108,https://pubmed.ncbi.nlm.nih.gov/38476108/,Used only for organism/ecology context.,190
M4-FUNG-0011:S001,M4-FUNG-0011,S001,database,2024,MIBiG BGC0000013.3,BGC0000013.3,,https://mibig.secondarymetabolites.org/repository/BGC0000013.3/index.html,Active; quality SQ_A; completeness unknown.,179
M4-FUNG-0011:S002,M4-FUNG-0011,S002,genome/taxonomy database,current,NCBI Aspergillus nidulans FGSC A4 chromosome IV / assembly,BN001304.1; GCF_000011425.1,,https://www.ncbi.nlm.nih.gov/nuccore/BN001304,"BN001304.1 = chromosome IV, 2,831,538 bp.",180
M4-FUNG-0011:S003,M4-FUNG-0011,S003,primary research,2012,Illuminating the diversity of aromatic polyketide synthases in Aspergillus nidulans,10.1021/ja3016395,22510154,https://pmc.ncbi.nlm.nih.gov/articles/PMC3357392/,Core functional source.,181
M4-FUNG-0011:S004,M4-FUNG-0011,S004,strain repository,current,Fungal Genetics Stock Center — Aspergillus nidulans FGSC A4,FGSC A4,,https://www.fgsc.net/strain_detail.php?id=4,Authoritative stock-center source.,182
M4-FUNG-0011:S005,M4-FUNG-0011,S005,primary research,2015,SnPKS19 Encodes the Polyketide Synthase for Alternariol Mycotoxin Biosynthesis in the Wheat Pathogen Parastagonospora nodorum,10.1128/AEM.00278-15,26025896,https://journals.asm.org/doi/10.1128/AEM.00278-15,"Comparator, not direct BGC0000013 activation evidence.",183
M4-FUNG-0011:S006,M4-FUNG-0011,S006,primary research,2019,Alternariol as virulence and colonization factor of Alternaria alternata during plant infection,10.1111/mmi.14258,30947377,https://onlinelibrary.wiley.com/doi/full/10.1111/mmi.14258,Comparator showing product-convergent but structurally different BGCs.,184
M4-FUNG-0011:S007,M4-FUNG-0011,S007,primary historical chemistry,1953,"Studies in the biochemistry of micro-organisms. 90. Alternariol and alternariol monomethyl ether, metabolic products of Alternaria tenuis",10.1042/bj0550421,13105649,https://doi.org/10.1042/bj0550421,Not evidence that A. nidulans produces alternariol.,185
M4-FUNG-0012:S001,M4-FUNG-0012,S001,database,2024,MIBiG BGC0000022.3,BGC0000022.3,,https://mibig.secondarymetabolites.org/repository/BGC0000022.3/index.html,Active; SQ_A; completeness unknown.,187
M4-FUNG-0012:S002,M4-FUNG-0012,S002,sequence/taxonomy database,current,NCBI AACD01000015.1 — Aspergillus nidulans FGSC A4 chromosome VIII ANcontig1.15,AACD01000015.1; TaxID 227321,,https://www.ncbi.nlm.nih.gov/nuccore/AACD01000015,FGSC A4 chromosome VIII contig.,188
M4-FUNG-0012:S003,M4-FUNG-0012,S003,primary research,2009,"A gene cluster containing two fungal polyketide synthases encodes the biosynthetic pathway for a polyketide, asperfuranone, in Aspergillus nidulans",10.1021/ja8088185,19199437,https://doi.org/10.1021/ja8088185,Core source.,189
M4-FUNG-0012:S004,M4-FUNG-0012,S004,primary research,2010,Activation of a silent fungal polyketide biosynthesis pathway through regulatory cross talk with a cryptic nonribosomal peptide synthetase gene cluster,10.1128/AEM.00683-10,20952652,https://doi.org/10.1128/AEM.00683-10,Key regulatory-context source.,190
M4-FUNG-0012:S005,M4-FUNG-0012,S005,primary research,2010,Asperfuranone from Aspergillus nidulans inhibits proliferation of human non-small cell lung cancer A549 cells via blocking cell cycle progression and inducing apoptosis,10.1111/j.1742-7843.2010.00545.x,20148857,https://doi.org/10.1111/j.1742-7843.2010.00545.x,"Bioactivity, not native ecological role.",191
M4-FUNG-0012:S006,M4-FUNG-0012,S006,natural-product database,current,Natural Products Atlas — Asperfuranone,NPA010580,,https://www.npatlas.org/explore/compounds/NPA010580,Supports compound identifiers.,192
M4-FUNG-0012:S007,M4-FUNG-0012,S007,curated protein database,current,UniProt reviewed Afo pathway proteins / ScpR entries,Q5BEJ4; Q5BEJ6; Q5BEJ9; Q5B7I8,,https://www.uniprot.org/,Used to refine protein-function wording; primary experimental claims remain anchored to S003/S004.,193
M4-FUNG-0013:S001,M4-FUNG-0013,S001,database,2024,MIBiG BGC0000027.4,BGC0000027.4,,https://mibig.secondarymetabolites.org/repository/BGC0000027.4/index.html,Active; quality SQ_A; completeness complete.,195
M4-FUNG-0013:S002,M4-FUNG-0013,S002,sequence database,2013,"Monascus pilosus pigment biosynthetic gene cluster, complete sequence",KC148521.1,,https://getentry.ddbj.nig.ac.jp/getentry/na/KC148521,No strain qualifier in source feature.,196
M4-FUNG-0013:S003,M4-FUNG-0013,S003,primary research,2013,Genetic localization and in vivo characterization of a Monascus azaphilone pigment biosynthetic gene cluster,10.1007/s00253-013-4745-9,23504076,https://doi.org/10.1007/s00253-013-4745-9,Core pathway-discovery source.,197
M4-FUNG-0013:S004,M4-FUNG-0013,S004,primary research,2014,Monascus azaphilone pigment biosynthesis employs a dedicated fatty acid synthase for short chain fatty acyl moieties,10.1007/s13765-014-4017-0,,https://doi.org/10.1007/s13765-014-4017-0,Functional experiment in M. purpureus.,198
M4-FUNG-0013:S005,M4-FUNG-0013,S005,primary research,2017,A reductase gene mppE controls yellow component production in azaphilone polyketide pathway of Monascus,10.1007/s10529-016-2232-y,27714556,https://doi.org/10.1007/s10529-016-2232-y,Functional experiment in M. purpureus.,199
M4-FUNG-0013:S006,M4-FUNG-0013,S006,primary research,2017,Inactivation of the oxidase gene mppG results in the selective loss of orange azaphilone pigments in Monascus purpureus,10.1007/s13765-017-0296-6,,https://doi.org/10.1007/s13765-017-0296-6,Functional experiment in M. purpureus.,200
M4-FUNG-0014:S001,M4-FUNG-0014,S001,database,2024,MIBiG BGC0000030.3,BGC0000030.3,,https://mibig.secondarymetabolites.org/repository/BGC0000030.3/index.html,Active; quality SQ_A; completeness unknown.,188
M4-FUNG-0014:S002,M4-FUNG-0014,S002,sequence/taxonomy database,current,NCBI HF679027.1 / Fusarium fujikuroi IMI 58289 taxonomy,HF679027.1; TaxID 1279085,,https://www.ncbi.nlm.nih.gov/nuccore/HF679027.1,HF679027.1 = FFUJ_chr05.,189
M4-FUNG-0014:S003,M4-FUNG-0014,S003,primary research,2009,"Biosynthesis of the red pigment bikaverin in Fusarium fujikuroi: genes, their function and regulation",10.1111/j.1365-2958.2009.06695.x,19400779,https://doi.org/10.1111/j.1365-2958.2009.06695.x,Core functional/regulatory source.,190
M4-FUNG-0014:S004,M4-FUNG-0014,S004,primary research,2002,The polyketide synthase gene pks4 from Gibberella fujikuroi encodes a key enzyme in the biosynthesis of the red pigment bikaverin,10.1016/S1087-1845(02)00501-7,12409099,https://doi.org/10.1016/S1087-1845(02)00501-7,Historical teleomorph nomenclature.,191
M4-FUNG-0014:S005,M4-FUNG-0014,S005,primary research,2015,"Genetic engineering, high resolution mass spectrometry and nuclear magnetic resonance spectroscopy elucidate the bikaverin biosynthetic pathway in Fusarium fujikuroi",10.1016/j.fgb.2015.09.006,26382642,https://doi.org/10.1016/j.fgb.2015.09.006,Core biochemical-mechanism source.,192
M4-FUNG-0014:S006,M4-FUNG-0014,S006,primary genomics/omics,2013,Deciphering the Cryptic Genome: Genome-wide Analyses of the Rice Pathogen Fusarium fujikuroi Reveal Complex Regulation of Secondary Metabolism and Novel Metabolites,10.1371/journal.ppat.1003475,23825955,https://doi.org/10.1371/journal.ppat.1003475,High-value physiological-state source.,193
M4-FUNG-0014:S007,M4-FUNG-0014,S007,primary research,2010,Stimulation of bikaverin production by sucrose and by salt starvation in Fusarium fujikuroi,10.1007/s00253-009-2282-3,19838698,https://doi.org/10.1007/s00253-009-2282-3,Environmental perturbation source.,194
M4-FUNG-0014:S008,M4-FUNG-0014,S008,primary research,2018,Conserved Responses in a War of Small Molecules between a Plant-Pathogenic Bacterium and Fungi,10.1128/mbio.00820-18,29789359,https://doi.org/10.1128/mbio.00820-18,Key ecological-signal source.,195
M4-FUNG-0015:S001,M4-FUNG-0015,S001,database,current,MIBiG BGC0000037.4,BGC0000037.4,,https://mibig.secondarymetabolites.org/repository/BGC0000037.4/,Active; quality SQ_A; completeness unknown.,187
M4-FUNG-0015:S002,M4-FUNG-0015,S002,sequence/taxonomy database,current,NCBI BN001301.1 — Aspergillus nidulans FGSC A4 chromosome I,BN001301.1; TaxID 227321,,https://www.ncbi.nlm.nih.gov/nuccore/BN001301.1,,188
M4-FUNG-0015:S003,M4-FUNG-0015,S003,primary research,2012,Identification and molecular genetic analysis of the cichorine gene cluster in Aspergillus nidulans,10.1039/C2MD20055D,24244835,https://pmc.ncbi.nlm.nih.gov/articles/PMC3826659/,Core functional source.,189
M4-FUNG-0015:S004,M4-FUNG-0015,S004,primary research,2012,Illuminating the diversity of aromatic polyketide synthases in Aspergillus nidulans,10.1021/ja3016395,22510154,https://pubmed.ncbi.nlm.nih.gov/22510154/,Core-enzyme activation source.,190
M4-FUNG-0015:S005,M4-FUNG-0015,S005,primary research,2016,Development of Genetic Dereplication Strains in Aspergillus nidulans Results in the Discovery of Aspercryptin,10.1002/anie.201507097,26563584,https://pubmed.ncbi.nlm.nih.gov/26563584/,Cross-BGC evidence.,191
M4-FUNG-0015:S006,M4-FUNG-0015,S006,primary research,2019,Discovery of Three New Phytotoxins from the Fungus Aspergillus nidulans by Pathway Inactivation,10.3390/molecules24030515,30708999,https://pubmed.ncbi.nlm.nih.gov/30708999/,Engineered/dereplication derivative evidence.,192
M4-FUNG-0015:S007,M4-FUNG-0015,S007,primary research,2025,Overexpression of a pathway-specific transcriptional factor CicD leads to the discovery of new phytotoxins in Aspergillus nidulans,10.1039/D4OB02051K,,https://pubs.rsc.org/en/content/articlehtml/2025/ob/d4ob02051k,Recent regulator-bypass evidence.,193
M4-FUNG-0015:S008,M4-FUNG-0015,S008,review / synthesis,2024,"Fungal phthalimidines—chemodiversity, bioactivity and biosynthesis of a unique class of natural products",10.1007/s11101-024-09923-1,,https://link.springer.com/article/10.1007/s11101-024-09923-1,Used only to harmonize terminology and identify unresolved steps; primary claims anchor to experimental papers.,194
M4-FUNG-0015:S009,M4-FUNG-0015,S009,curated protein database,current,UniProt cichorine-pathway entries,Q5AZ32; A0A1U8QH20; A0A1U8QYA8; A0A1U8QIH0; C8V0D4,,https://www.uniprot.org/,Curated annotations; experimental strength determined from primary sources.,195
M4-FUNG-0015:S010,M4-FUNG-0015,S010,current MIBiG cluster GenBank,current,BGC0000037 cluster GenBank regional annotation,BGC0000037.gbk,,https://mibig.secondarymetabolites.org/repository/BGC0000037.4/BGC0000037.gbk,Exposes the cicG/AN11922 versus ANIA_11509 annotation mismatch.,196
M4-FUNG-0016:S001,M4-FUNG-0016,S001,database,current,MIBiG BGC0000039.3,BGC0000039.3,,https://mibig.secondarymetabolites.org/repository/BGC0000039.3/,,176
M4-FUNG-0016:S002,M4-FUNG-0016,S002,sequence/taxonomy database,current,NCBI AB072893.1 / Penicillium citrinum,AB072893.1; TaxID 5077,,https://www.ncbi.nlm.nih.gov/nuccore/AB072893,,177
M4-FUNG-0016:S003,M4-FUNG-0016,S003,primary research,2002,Molecular cloning and characterization of an ML-236B (compactin) biosynthetic gene cluster in Penicillium citrinum,10.1007/s00438-002-0697-y,12172803,https://pubmed.ncbi.nlm.nih.gov/12172803/,,178
M4-FUNG-0016:S004,M4-FUNG-0016,S004,primary research,2002,Effect of increased dosage of the ML-236B biosynthetic gene cluster on ML-236B production in Penicillium citrinum,PMID 12242508,12242508,https://pubmed.ncbi.nlm.nih.gov/12242508/,,179
M4-FUNG-0016:S005,M4-FUNG-0016,S005,primary research,2002,"Functional analysis of mlcR, a regulatory gene for ML-236B biosynthesis in Penicillium citrinum",PMID 12436257,12436257,https://pubmed.ncbi.nlm.nih.gov/12436257/,,180
M4-FUNG-0016:S006,M4-FUNG-0016,S006,primary research,2008,Identification of the specific sequence recognized by Penicillium citrinum MlcR,10.1016/j.fgb.2008.07.002,18667169,https://pubmed.ncbi.nlm.nih.gov/18667169/,,181
M4-FUNG-0016:S007,M4-FUNG-0016,S007,process research,2002,Optimization of compactin production in chemically defined medium,10.1016/S0032-9592(02)00138-3,,https://www.sciencedirect.com/science/article/pii/S0032959202001383,,182
M4-FUNG-0017:S001,M4-FUNG-0017,S001,database,current,MIBiG BGC0000045.3,BGC0000045.3,,https://mibig.secondarymetabolites.org/repository/BGC0000045.3/index.html,Active; SQ_A; completeness unknown.,183
M4-FUNG-0017:S002,M4-FUNG-0017,S002,sequence database,2013,"Aspergillus terreus strain AH-02-30-F7 dehydrocurvularin biosynthetic gene cluster, complete sequence",JX971534.1,,https://getentry.ddbj.nig.ac.jp/getentry/na/JX971534,GenBank/DDBJ sequence record.,184
M4-FUNG-0017:S003,M4-FUNG-0017,S003,primary research,2013,"Characterization of the Biosynthetic Genes for 10,11-Dehydrocurvularin, a Heat Shock Response-Modulating Anticancer Fungal Polyketide from Aspergillus terreus",10.1128/AEM.03334-12,23335766,https://journals.asm.org/doi/10.1128/AEM.03334-12,Core functional source.,185
