claim_key,dossier_id,claim_id,claim_text,evidence_type_raw,direct_or_inferred_raw,supporting_detail_raw,caveat_raw,source_ids,source_row
M4-FUNG-0014:C007,M4-FUNG-0014,C007,Ralsolamycin is an ecological signal that can override endogenous nitrogen repression and activate the bik cluster,conditioned-medium + purified-signal + transcript/product assays,direct,Signal induces bik1/2/3 and bikaverin in both high and low nitrogen; high-N product approaches low-N WT.,Exact fungal receptor/signaling pathway remains unknown.,S008,158
M4-FUNG-0014:C008,M4-FUNG-0014,C008,Bikaverin production is spatially localized during bacterial interaction and contributes to chlamydospore defense,imaging MS + microscopy + Δbik1 ecological assay,direct/inferred,Bikaverin accumulates near GMI1000 and in chlamydospores; Δbik1 spores are invaded more often.,It reduces invasion probability but does not alone determine total bacterial burden.,S008,159
M4-FUNG-0014:C009,M4-FUNG-0014,C009,The MIBiG locus boundary is broader than the experimentally established bik1–bik6 core,coordinate/provenance audit,inferred,FFUJ_14916 lies upstream within MIBiG's locus but has no demonstrated bikaverin role.,Keep it boundary-adjacent rather than functionally required.,S001; S003,160
M4-FUNG-0015:C001,M4-FUNG-0015,C001,BGC0000037 is not accurately represented by a PKS-only functional boundary,MIBiG-vs-deletion boundary audit,direct/inferred,"MIBiG locus feature covers cicF, but seven local genes are required in deletion experiments.","Broad display region does include the neighborhood, but locus semantics remain misleading.",S001; S003,153
M4-FUNG-0015:C002,M4-FUNG-0015,C002,"CicF/PKS is necessary and directly produces 3-methylorsellinic acid, an early cichorine precursor",deletion + overexpression + intermediate match,direct,cicF deletion abolishes cichorine; CicF upregulation and cicB deletion independently yield the same 3-MOA scaffold.,,S003; S004,154
M4-FUNG-0015:C003,M4-FUNG-0015,C003,CicB and CicC occupy distinct post-PKS biochemical steps that can be localized by trapped intermediates,individual deletion + acidified extraction,direct/inferred,cicBΔ accumulates 3-MOA; cicCΔ accumulates nidulol.,Exact CicB catalytic chemistry remains less directly assigned.,S003,155
M4-FUNG-0015:C004,M4-FUNG-0015,C004,Analytical recovery conditions can determine whether pathway intermediates are observable,extraction-method intervention,direct,Routine extraction initially found no intermediates; acidification to pH 2 revealed products in cicBΔ and cicCΔ.,A clean example of observability/recovery rather than biological activation.,S003,156
M4-FUNG-0015:C005,M4-FUNG-0015,C005,CicG is physically embedded in the pathway neighborhood but is dispensable for cichorine production under the defining assay,targeted deletion,direct,cicGΔ retains cichorine while neighboring cic genes do not.,Co-location alone does not establish required BGC membership.,S003,157
M4-FUNG-0015:C006,M4-FUNG-0015,C006,The seven-gene local cluster still appears insufficient to explain the complete chemistry of cichorine,pathway-intermediate reasoning,direct/inferred,Authors note lactone-to-lactam conversion requires other gene function not identified in the local cluster.,Candidate extra-cluster enzyme(s) remain unidentified.,S003,158
M4-FUNG-0015:C007,M4-FUNG-0015,C007,Cichorine chemistry participates in cross-BGC combinatorial biosynthesis of aspercryptins,genetic dereplication + metabolite-pathway analysis,direct/inferred,Aspercryptin uses a cichorine-derived building block plus a separately encoded NRPS pathway.,The exact regulatory coordination between the two loci is not fully resolved.,S005,159
M4-FUNG-0015:C008,M4-FUNG-0015,C008,CicD overexpression is sufficient to expand pathway output beyond cichorine to additional isoindolone-amino-acid adducts,pathway-TF overexpression + isolation,direct,A1145/cicD yielded two new and three known derivatives.,"Engineered state, not proof of their abundance under native conditions.",S007,160
M4-FUNG-0015:C009,M4-FUNG-0015,C009,Cichorine should be classified as conditionally accessible rather than universally cryptic in A. nidulans,medium-dependent native production,direct/inferred,YES agar at 37°C for five days yields cichorine without promoter engineering.,Other ordinary media may produce little or none.,S003,161
M4-FUNG-0016:C001,M4-FUNG-0016,C001,"Compactin biosynthesis, regulation and self-resistance are encoded in one compact nine-gene locus",cluster cloning + functional studies,direct/inferred,"The locus combines two PKSs, tailoring enzymes, MlcR, MlcD and MlcE.",MlcF remains unassigned.,S003; S004; S005,145
M4-FUNG-0016:C002,M4-FUNG-0016,C002,MlcR is a positive local transcriptional gate whose dosage can raise compactin output,regulator genetics/engineering,direct,Cluster transcription and production respond to MlcR dosage.,,S005; S006,146
M4-FUNG-0016:C003,M4-FUNG-0016,C003,MlcD provides direct producer self-resistance rather than biosynthetic chemistry,mutant sensitivity,direct,Disruption increases compactin sensitivity.,,S004,147
M4-FUNG-0016:C004,M4-FUNG-0016,C004,MlcF membership does not establish a known catalytic function,cluster location/expression vs absent reaction assignment,direct/inferred,It is retained as unresolved rather than assigned by proximity.,,S001; S005,148
M4-FUNG-0017:C001,M4-FUNG-0017,C001,AtCURS1 and AtCURS2 are sufficient to reconstitute dehydrocurvularin biosynthesis outside A. terreus,heterologous reconstruction,direct,Dual expression in S. cerevisiae yields 6 mg/L isolated dehydrocurvularin.,Native regulator/exporter were not included.,S003,152
M4-FUNG-0017:C002,M4-FUNG-0017,C002,AtCURS1 and AtCURS2 have nonredundant sequential roles,heterologous reconstruction + starter feeding,direct/inferred,CurS1 builds a reduced tetraketide starter; CurS2 accepts it and completes aromatic extension/cyclization/macrolactonization.,,S003,153
M4-FUNG-0017:C003,M4-FUNG-0017,C003,CurS2 substrate feeding establishes enzyme-level access independently of CurS1,advanced-starter feeding,direct,Appropriate tetraketide SNAC analogues support DHC or analogue formation in CurS2-only yeast.,Artificial substrate delivery bypasses native protein-protein starter transfer.,S003,154
M4-FUNG-0017:C004,M4-FUNG-0017,C004,CurR is a plausible native regulatory gate but not required for biochemical execution once the two PKSs are forcibly expressed,sequence annotation + heterologous bypass,inferred,CurR is a cluster Zn2Cys6 regulator; dual PKS expression produces final product without it.,Native CurR causality remains untested.,S003,155
M4-FUNG-0017:C005,M4-FUNG-0017,C005,CurE is not universally required for recoverable extracellular dehydrocurvularin,heterologous bypass,direct/inferred,Yeast expressing only the PKSs exports/release recoverable product without AtCurE.,Does not show CurE is dispensable in native A. terreus.,S003,156
M4-FUNG-0017:C006,M4-FUNG-0017,C006,The four edge ORFs in JX971534 should not be treated as demonstrated biosynthetic genes,primary-paper boundary statement,direct/inferred,Authors explicitly state their pathway functions are not apparent and use them to delimit the proposed cluster.,,S003,157
M4-FUNG-0017:C007,M4-FUNG-0017,C007,BGC0000045 demonstrates that database-region completeness and minimal chemical sufficiency are different concepts,boundary/sufficiency audit,inferred,Eight-CDS 31-kb region versus two-PKS chemical reconstruction.,Native regulation/transport may still require additional genes.,S001; S003,158
M4-FUNG-0017:C008,M4-FUNG-0017,C008,The dehydrocurvularin cluster is strain-specific within A. terreus,comparative genomics,direct/inferred,Producer AH-02-30-F7 carries the PKS pair; NIH2624 lacks orthologous curS1/curS2 despite partial local synteny.,Avoid species-level inference from a single reference genome.,S003,159
M4-FUNG-0018:C001,M4-FUNG-0018,C001,BGC0000046 is a high-confidence six-gene depudecin cluster in A. brassicicola ATCC 96836,sequence + targeted genetics + product evidence,direct,FJ977165 contains DEP1–DEP6; disruption of DEP2/4/5/6 validates pathway/regulatory function.,Direct knockout evidence is incomplete for DEP1 and DEP3.,S001; S003,150
M4-FUNG-0018:C002,M4-FUNG-0018,C002,DEP6 defines the transcriptionally coordinated cluster rather than physical proximity alone,regulator knockout + expression boundary,direct,DEP1–DEP5 depend on DEP6 whereas immediate flanking genes do not.,Strong functional-boundary evidence.,S003,151
M4-FUNG-0018:C003,M4-FUNG-0018,C003,DEP5 is an upstream scaffold gate,core-PKS knockout,direct/inferred,DEP5 loss abolishes final product without obvious accumulated intermediate/shunt.,Absence of detected intermediates also depends on analytical coverage.,S003; S006,152
M4-FUNG-0018:C004,M4-FUNG-0018,C004,DEP2 and DEP4 are downstream oxidative gates that can be distinguished from DEP5 by intermediate accumulation,monooxygenase knockouts,direct/inferred,Both mutants lose depudecin but accumulate epoxide-containing candidate intermediates/shunts.,Exact chemical steps remain incompletely assigned.,S003; S006,153
M4-FUNG-0018:C005,M4-FUNG-0018,C005,"Depudecin contributes measurably but weakly to virulence, and the phenotype is host dependent",plant infection genetics,direct,~10% reduction on cabbage; no significant defect on Arabidopsis.,Avoid generalizing to all Brassica/host contexts.,S003,154
M4-FUNG-0018:C006,M4-FUNG-0018,C006,Depudecin production is environmentally plastic rather than constitutive,culture-condition study,direct,23→30°C decreases depudecin; nitrate reduction/removal or ammonium addition increases production at 23°C.,Specific regulatory mechanism was not resolved.,S005,155
M4-FUNG-0018:C007,M4-FUNG-0018,C007,Generic chromatin-modifier treatment does not necessarily activate or remodel the depudecin metabolite programme,negative chemical perturbation,direct,"5-AZA, SAHA and SBHA did not alter metabolite profiles under tested liquid-culture conditions.",Negative is condition- and dose-specific.,S005,156
M4-FUNG-0018:C008,M4-FUNG-0018,C008,MIBiG 'complete' should not be interpreted as every listed gene having direct causal evidence,database/evidence audit,inferred,DEP1 is unresolved and DEP3 is primarily transporter prediction in the source-strain study.,"Completeness refers the curated pathway region, not uniform gene-level validation.",S001; S003,157
M4-FUNG-0018:C009,M4-FUNG-0018,C009,The DEP cluster has a discontinuous evolutionary distribution shaped by horizontal transfer and repeated gene loss,comparative phylogenomics,direct/inferred,Six-gene homologs occur sporadically across fungal classes; functional depudecin production was confirmed in F. langsethiae.,Evolutionary evidence does not change source-strain pathway causality.,S006,158
M4-FUNG-0019:C001,M4-FUNG-0019,C001,"BGC0000048 is only one mini-cluster of the dothistromin programme, not a complete compact BGC",genome architecture + database audit,direct/inferred,MIBiG gives 52.8 kb around pksA; genome work maps pathway genes to six loci across chromosome 12.,Core Atlas boundary case.,S001; S006; S007,180
M4-FUNG-0019:C002,M4-FUNG-0019,C002,PksA is the first committed scaffold gate and downstream pathway competence survives its deletion,targeted knockout + precursor feeding,direct,pksA mutants cannot synthesize dothistromin de novo but convert supplied AF precursors into toxin.,Separates scaffold synthesis from downstream execution.,S002,181
M4-FUNG-0019:C003,M4-FUNG-0019,C003,DotA/Ver1 acts downstream of versicolorin A formation,targeted replacement + intermediate accumulation,direct/inferred,dotA mutant is severely dothistromin-deficient and accumulates versicolorin A.,Strong intermediate-localization evidence.,S003,182
M4-FUNG-0019:C004,M4-FUNG-0019,C004,Physical clustering is not required for coordinated pathway regulation,AflR knockout + genome architecture,direct/inferred,DsAflR controls genes at multiple chromosome-12 loci and an extra chromosome-11 candidate.,,S006; S007,183
M4-FUNG-0019:C005,M4-FUNG-0019,C005,Chromatin state coordinates a fragmented secondary-metabolite programme across long genomic distances,ChIP + chromatin perturbation,direct/inferred,H3K27me3 directly influences dispersed chromosome-12 genes; H3K9 chromatin effects are largely routed through AflR.,,S010,184
