observation_id,dossier_id,experiment_key,observation_type,subject_type,subject_id,value_raw,measurement_scale,timepoint_raw,source_ids,source_row,normalization_status
OBS_4853ec85e072,M4-FUNG-0008,M4-FUNG-0008:E003,measurement,EXPERIMENT,M4-FUNG-0008:E003,59,quantitative,2005–2008,S007,154,mapped
OBS_5798e07e236a,M4-FUNG-0008,M4-FUNG-0008:E003,measurement,EXPERIMENT,M4-FUNG-0008:E003,3,quantitative,survey,S007,155,mapped
OBS_a84e001ef0fe,M4-FUNG-0008,M4-FUNG-0008:E004,measurement,EXPERIMENT,M4-FUNG-0008:E004,93,quantitative,multi-year,S009,156,mapped
OBS_b3e7374fb925,M4-FUNG-0008,M4-FUNG-0008:E004,measurement,EXPERIMENT,M4-FUNG-0008:E004,20,quantitative,year-dependent,S009,157,mapped
OBS_d304d479c998,M4-FUNG-0008,M4-FUNG-0008:E001,measurement,EXPERIMENT,M4-FUNG-0008:E001,10,quantitative,3-day culture,S003,158,mapped
OBS_713b3d96e31d,M4-FUNG-0009,M4-FUNG-0009:E001,experiment_outcome_raw,EXPERIMENT,M4-FUNG-0009:E001,A. ochraceoroseus produced both aflatoxin and sterigmatocystin; production was medium/pH responsive,qualitative_or_composite,study endpoint,S010,143,unreviewed
OBS_2f3e698a97f4,M4-FUNG-0009,M4-FUNG-0009:E002,experiment_outcome_raw,EXPERIMENT,M4-FUNG-0009:E002,Aflatoxins and ST were quantified by HPLC and identities confirmed by HPLC-MS; strain did not grow on artificial media at 37°C,qualitative_or_composite,1 week,S005,144,unreviewed
OBS_a9d1ec259ae5,M4-FUNG-0009,M4-FUNG-0009:E003,experiment_outcome_raw,EXPERIMENT,M4-FUNG-0009:E003,"59.5-kb AF/ST cluster showed A. nidulans-like organization, with aflN→aflW block upstream of aflC in reverse orientation; homologs showed 62–76% nucleotide identity to A. nidulans ST genes",qualitative_or_composite,sequence study,S004,145,unreviewed
OBS_07dd6596893a,M4-FUNG-0009,M4-FUNG-0009:E004,experiment_outcome_raw,EXPERIMENT,M4-FUNG-0009:E004,A. ochraceoroseus aflR restored sterigmatocystin production in the A. nidulans aflR mutant,qualitative_or_composite,endpoint,S004,146,unreviewed
OBS_089e7983997c,M4-FUNG-0009,M4-FUNG-0009:E005,experiment_outcome_raw,EXPERIMENT,M4-FUNG-0009:E005,Ao aflQ restored aflatoxin production in the A. parasiticus aflQ mutant,qualitative_or_composite,endpoint,S006,147,unreviewed
OBS_b2b2d214a643,M4-FUNG-0009,M4-FUNG-0009:E006,experiment_outcome_raw,EXPERIMENT,M4-FUNG-0009:E006,A. rambellii showed the same unusual AF/ST cluster organization as A. ochraceoroseus,qualitative_or_composite,sequence/genomic comparison,S004,148,unreviewed
OBS_f682a306da75,M4-FUNG-0009,M4-FUNG-0009:E003,measurement,EXPERIMENT,M4-FUNG-0009:E003,59535,quantitative,sequence,S001; S002,154,mapped
OBS_cc3976d14dcc,M4-FUNG-0009,M4-FUNG-0009:E003,measurement,EXPERIMENT,M4-FUNG-0009:E003,26,quantitative,sequence,S001,155,mapped
OBS_5d4ab133eb9b,M4-FUNG-0009,M4-FUNG-0009:E003,measurement,EXPERIMENT,M4-FUNG-0009:E003,62,quantitative,sequence comparison,S004,156,mapped
OBS_210adbacd096,M4-FUNG-0009,M4-FUNG-0009:E005,measurement,EXPERIMENT,M4-FUNG-0009:E005,57,quantitative,sequence comparison,S006,157,mapped
OBS_2b433eb2d774,M4-FUNG-0009,M4-FUNG-0009:E002,measurement,EXPERIMENT,M4-FUNG-0009:E002,7,quantitative,endpoint,S005,158,mapped
OBS_d9c2cf3921cd,M4-FUNG-0009,M4-FUNG-0009:E002,measurement,EXPERIMENT,M4-FUNG-0009:E002,not detected,qualitative_or_text,37°C,S005,159,mapped
OBS_ad6227fbb850,M4-FUNG-0010,M4-FUNG-0010:E001,experiment_outcome_raw,EXPERIMENT,M4-FUNG-0010:E001,"Five-gene cluster identified: three P450 genes, one FAD-dependent oxidoreductase and one HR-PKS (alt5/PKSN)",qualitative_or_composite,sequence study,S002; S003,124,unreviewed
OBS_99fa0bf2294d,M4-FUNG-0010,M4-FUNG-0010:E002,experiment_outcome_raw,EXPERIMENT,M4-FUNG-0010:E002,Transformant produced a new polyketide named alternapyrone,qualitative_or_composite,endpoint,S003,125,unreviewed
OBS_d25976e8c54b,M4-FUNG-0010,M4-FUNG-0010:E003,experiment_outcome_raw,EXPERIMENT,M4-FUNG-0010:E003,"Established a decaketide backbone and eight methionine-derived methylations, with methylation on every C2 unit except the third",qualitative_or_composite,endpoint,S003,126,unreviewed
OBS_bdc03a2c0d0e,M4-FUNG-0010,M4-FUNG-0010:E004,experiment_outcome_raw,EXPERIMENT,M4-FUNG-0010:E004,Alternapyrone and derivatives were linked to a homologous cluster; compound-family bioactivities included cytotoxicity and phytotoxicity,qualitative_or_composite,study endpoint,S007,127,unreviewed
OBS_28f3c78810e1,M4-FUNG-0010,M4-FUNG-0010:E005,experiment_outcome_raw,EXPERIMENT,M4-FUNG-0010:E005,Alt5′ alone produced alternapyrone; Alt2′/Alt3′ generated oxidized alternapyrone derivatives; Alt1′/Alt4′ combinations gave no new products under tested constructs,qualitative_or_composite,endpoint,S008,128,unreviewed
OBS_804ea2e5b802,M4-FUNG-0010,M4-FUNG-0010:E006,experiment_outcome_raw,EXPERIMENT,M4-FUNG-0010:E006,Alternapyrone-like PKS BGC family is conserved across multiple Dothideomycete/Pleosporalean lineages,qualitative_or_composite,genome-scale survey,S009,129,unreviewed
OBS_41eb7fb6f944,M4-FUNG-0010,M4-FUNG-0010:E001,measurement,EXPERIMENT,M4-FUNG-0010:E001,21971,quantitative,sequence,S001,135,mapped
OBS_003d419cbfc2,M4-FUNG-0010,M4-FUNG-0010:E001,measurement,EXPERIMENT,M4-FUNG-0010:E001,5,quantitative,sequence,S001; S003,136,mapped
OBS_828ba466e8cc,M4-FUNG-0010,M4-FUNG-0010:E002,measurement,EXPERIMENT,M4-FUNG-0010:E002,7832,quantitative,sequence,S001,137,mapped
OBS_1b781cc356fe,M4-FUNG-0010,M4-FUNG-0010:E003,measurement,EXPERIMENT,M4-FUNG-0010:E003,10,quantitative,biosynthetic labeling,S003,138,mapped
OBS_3d0c5ad3166e,M4-FUNG-0010,M4-FUNG-0010:E003,measurement,EXPERIMENT,M4-FUNG-0010:E003,8,quantitative,biosynthetic labeling,S003,139,mapped
OBS_1972e5b85d40,M4-FUNG-0010,M4-FUNG-0010:E003,measurement,EXPERIMENT,M4-FUNG-0010:E003,8,quantitative,biosynthetic interpretation,S003,140,mapped
OBS_6c245fc80774,M4-FUNG-0010,M4-FUNG-0010:E003,measurement,EXPERIMENT,M4-FUNG-0010:E003,7,quantitative,biosynthetic interpretation,S003,141,mapped
OBS_ea15aae3c4fb,M4-FUNG-0010,M4-FUNG-0010:E003,measurement,EXPERIMENT,M4-FUNG-0010:E003,7,quantitative,biosynthetic interpretation,S003,142,mapped
OBS_04ba955c4b15,M4-FUNG-0010,M4-FUNG-0010:E003,measurement,EXPERIMENT,M4-FUNG-0010:E003,4,quantitative,biosynthetic interpretation,S003,143,mapped
OBS_ca9d7dee7dac,M4-FUNG-0010,,measurement,UNRESOLVED_REFERENCE,M001,C28H44O3,qualitative_or_text,structure,S001; S007,144,mapped
OBS_7313bfecea1e,M4-FUNG-0010,,measurement,UNRESOLVED_REFERENCE,M001,3.1,quantitative,endpoint,S007,145,mapped
OBS_abfc748a021e,M4-FUNG-0010,,measurement,UNRESOLVED_REFERENCE,M001,25,quantitative,endpoint,S007,146,mapped
OBS_d579ae23fbe0,M4-FUNG-0011,M4-FUNG-0011:E001,experiment_outcome_raw,EXPERIMENT,M4-FUNG-0011:E001,No detectable new product from these regulator-induction configurations,qualitative_or_composite,endpoint metabolite screen,S003,124,unreviewed
OBS_c59eba7b56d4,M4-FUNG-0011,M4-FUNG-0011:E002,experiment_outcome_raw,EXPERIMENT,M4-FUNG-0011:E002,"Several new natural products detected, but all at low abundance",qualitative_or_composite,endpoint metabolite screen,S003,125,unreviewed
OBS_b55a4fd7253d,M4-FUNG-0011,M4-FUNG-0011:E003,experiment_outcome_raw,EXPERIMENT,M4-FUNG-0011:E003,"Product yield increased dramatically; alternariol, dehydrocitreoisocoumarin and four minor isocoumarins isolated",qualitative_or_composite,screen + scale-up,S003,126,unreviewed
OBS_4698bae2fe55,M4-FUNG-0011,M4-FUNG-0011:E004,experiment_outcome_raw,EXPERIMENT,M4-FUNG-0011:E004,Major endogenous sterigmatocystin production was removed to simplify discovery of induced metabolites,qualitative_or_composite,screening period,S003,127,unreviewed
OBS_0ca73dad191d,M4-FUNG-0011,M4-FUNG-0011:E005,experiment_outcome_raw,EXPERIMENT,M4-FUNG-0011:E005,SnPKS19 alone produced alternariol while endogenous A. nidulans pkgA/pkgB were not transcribed in the tested transformants,qualitative_or_composite,72 h,S005,128,unreviewed
OBS_72540dded742,M4-FUNG-0011,M4-FUNG-0011:E006,experiment_outcome_raw,EXPERIMENT,M4-FUNG-0011:E006,"A separate six-gene AOH/AME cluster in A. alternata contains pksI, omtI, moxI, sdrI, doxI and aohR; PksI alone is sufficient for AOH",qualitative_or_composite,study-specific,S006,129,unreviewed
OBS_f0b4289f55a0,M4-FUNG-0011,M4-FUNG-0011:E003,measurement,EXPERIMENT,M4-FUNG-0011:E003,45963,quantitative,sequence,S001,135,mapped
OBS_0ecc99bb88a9,M4-FUNG-0011,M4-FUNG-0011:E003,measurement,EXPERIMENT,M4-FUNG-0011:E003,7849,quantitative,sequence,S001,136,mapped
OBS_4c76744c5b52,M4-FUNG-0011,M4-FUNG-0011:E003,measurement,EXPERIMENT,M4-FUNG-0011:E003,2,quantitative,sequence/function,S001; S003,137,mapped
OBS_3c57f5d9ba97,M4-FUNG-0011,M4-FUNG-0011:E001,measurement,EXPERIMENT,M4-FUNG-0011:E001,0,quantitative,screen,S003,138,mapped
OBS_9739b29daf4f,M4-FUNG-0011,M4-FUNG-0011:E002,measurement,EXPERIMENT,M4-FUNG-0011:E002,low,qualitative_or_text,screen,S003,139,mapped
OBS_9e21a901061c,M4-FUNG-0011,M4-FUNG-0011:E003,measurement,EXPERIMENT,M4-FUNG-0011:E003,dramatic increase,qualitative_or_text,screen,S003,140,mapped
OBS_0ab38e57e3b4,M4-FUNG-0011,M4-FUNG-0011:E003,measurement,EXPERIMENT,M4-FUNG-0011:E003,2,quantitative,scale-up,S003,141,mapped
OBS_64ca70dcbe67,M4-FUNG-0011,M4-FUNG-0011:E003,measurement,EXPERIMENT,M4-FUNG-0011:E003,4,quantitative,scale-up,S003,142,mapped
OBS_a3808c7a00f9,M4-FUNG-0011,M4-FUNG-0011:E005,measurement,EXPERIMENT,M4-FUNG-0011:E005,72,quantitative,culture,S005,143,mapped
OBS_d8d2136561d4,M4-FUNG-0011,M4-FUNG-0011:E005,measurement,EXPERIMENT,M4-FUNG-0011:E005,28,quantitative,culture,S005,144,mapped
OBS_a78132c46bf4,M4-FUNG-0012,M4-FUNG-0012:E001,experiment_outcome_raw,EXPERIMENT,M4-FUNG-0012:E001,Wild-type cultures did not yield detectable pathway product under tested standard conditions; afoA induction enabled production and discovery of asperfuranone,qualitative_or_composite,endpoint metabolite comparison,S003,127,unreviewed
OBS_abdf51656ead,M4-FUNG-0012,M4-FUNG-0012:E002,experiment_outcome_raw,EXPERIMENT,M4-FUNG-0012:E002,"afoD/E/F/G deletions abolished asperfuranone; afoB/C strongly reduced it; AN1027, AN1028, AN1030 and AN1037 were dispensable",qualitative_or_composite,endpoint,S003,128,unreviewed
OBS_6fc9256a548f,M4-FUNG-0012,M4-FUNG-0012:E003,experiment_outcome_raw,EXPERIMENT,M4-FUNG-0012:E003,asperfuranone disappeared and preasperfuranone accumulated,qualitative_or_composite,endpoint,S003,129,unreviewed
OBS_59d4ce2ae5a1,M4-FUNG-0012,M4-FUNG-0012:E004,experiment_outcome_raw,EXPERIMENT,M4-FUNG-0012:E004,"scpR induction activated afoA, afoE, afoG and other afo genes and produced asperfuranone from the physically separate chromosome-VIII cluster",qualitative_or_composite,induced vs repressed,S004,130,unreviewed
OBS_0af253afad46,M4-FUNG-0012,M4-FUNG-0012:E005,experiment_outcome_raw,EXPERIMENT,M4-FUNG-0012:E005,"afo cluster remained induced despite loss of inpB, excluding the NRPS product as necessary for asperfuranone activation",qualitative_or_composite,induced vs repressed,S004,131,unreviewed
OBS_15116178d2de,M4-FUNG-0012,M4-FUNG-0012:E006,experiment_outcome_raw,EXPERIMENT,M4-FUNG-0012:E006,"scpR transcript persisted, but afo-cluster activation and asperfuranone production were abolished",qualitative_or_composite,induced,S004,132,unreviewed
OBS_a4b0bcd15a82,M4-FUNG-0012,M4-FUNG-0012:E007,experiment_outcome_raw,EXPERIMENT,M4-FUNG-0012:E007,"asperfuranone inhibited proliferation, induced G0/G1 arrest and apoptosis; IC50 15.3 µM",qualitative_or_composite,24–48 h depending assay,S005,133,unreviewed
OBS_1a21ba2a7b99,M4-FUNG-0012,M4-FUNG-0012:E001,measurement,EXPERIMENT,M4-FUNG-0012:E001,60868,quantitative,sequence,S001,138,mapped
OBS_f4cec23f5371,M4-FUNG-0012,M4-FUNG-0012:E001,measurement,EXPERIMENT,M4-FUNG-0012:E001,41240,quantitative,sequence,S001,139,mapped
OBS_4a293d2a9db3,M4-FUNG-0012,M4-FUNG-0012:E002,measurement,EXPERIMENT,M4-FUNG-0012:E002,32618,quantitative,sequence,S001; S003,140,mapped
OBS_e10f19f9dc1d,M4-FUNG-0012,M4-FUNG-0012:E002,measurement,EXPERIMENT,M4-FUNG-0012:E002,11,quantitative,sequence,S001,141,mapped
OBS_18c2773ac7b6,M4-FUNG-0012,M4-FUNG-0012:E002,measurement,EXPERIMENT,M4-FUNG-0012:E002,4,quantitative,deletion panel,S003,142,mapped
OBS_afb52d63c4c2,M4-FUNG-0012,M4-FUNG-0012:E002,measurement,EXPERIMENT,M4-FUNG-0012:E002,2,quantitative,deletion panel,S003,143,mapped
OBS_2290dead86a5,M4-FUNG-0012,M4-FUNG-0012:E002,measurement,EXPERIMENT,M4-FUNG-0012:E002,7,quantitative,pathway assignment,S003; S004,144,mapped
OBS_1961d630a77c,M4-FUNG-0012,,measurement,UNRESOLVED_REFERENCE,G010,3,quantitative,biosynthetic model,S003; S007,145,mapped
OBS_3540881d19cc,M4-FUNG-0012,,measurement,UNRESOLVED_REFERENCE,G010,2,quantitative,biosynthetic model,S003; S007,146,mapped
OBS_3ad8b4055afe,M4-FUNG-0012,,measurement,UNRESOLVED_REFERENCE,G008,4,quantitative,biosynthetic model,S003,147,mapped
OBS_a57c4e52aaa3,M4-FUNG-0012,,measurement,UNRESOLVED_REFERENCE,G008,1,quantitative,biosynthetic model,S003,148,mapped
OBS_58ed51bc9cc6,M4-FUNG-0012,M4-FUNG-0012:E007,measurement,EXPERIMENT,M4-FUNG-0012:E007,15.3,quantitative,dose response,S005,149,mapped
OBS_76fbe2b18ebe,M4-FUNG-0012,M4-FUNG-0012:E007,measurement,EXPERIMENT,M4-FUNG-0012:E007,64.5,quantitative,reported dose point,S005,150,mapped
OBS_4213c1b64713,M4-FUNG-0012,M4-FUNG-0012:E007,measurement,EXPERIMENT,M4-FUNG-0012:E007,15 and 20,qualitative_or_text,24–48 h,S005,151,mapped
OBS_f08b0387cf64,M4-FUNG-0013,M4-FUNG-0013:E001,experiment_outcome_raw,EXPERIMENT,M4-FUNG-0013:E001,W13 is albino and shows strong repression of mppR1 and nearby MpPKS5,qualitative_or_composite,endpoint + RNA,S003,140,unreviewed
OBS_e4288c5c970d,M4-FUNG-0013,M4-FUNG-0013:E002,experiment_outcome_raw,EXPERIMENT,M4-FUNG-0013:E002,"Targeted MpPKS5 inactivation generates an albino mutant, confirming core pigment-PKS requirement",qualitative_or_composite,endpoint,S003,141,unreviewed
OBS_124a5c99a703,M4-FUNG-0013,M4-FUNG-0013:E003,experiment_outcome_raw,EXPERIMENT,M4-FUNG-0013:E003,Normal MAz pigments lost; white hyphae discharge yellow color; monascusone A accumulates; C16/C18 cellular fatty acids not significantly altered,qualitative_or_composite,endpoint,S004,142,unreviewed
OBS_933720dd97ba,M4-FUNG-0013,M4-FUNG-0013:E004,experiment_outcome_raw,EXPERIMENT,M4-FUNG-0013:E004,Deletion enhances orange/red pigments; overexpression promotes yellow ankaflavin/monascin; overexpression phenotype depends on culture method,qualitative_or_composite,endpoint,S005,143,unreviewed
OBS_cc64b061368c,M4-FUNG-0013,M4-FUNG-0013:E005,experiment_outcome_raw,EXPERIMENT,M4-FUNG-0013:E005,Orange rubropunctatin/monascorubrin severely impaired while yellow pigments remain largely unchanged; feeding monascin to ΔMpPKS5 does not yield rubropunctatin,qualitative_or_composite,endpoint,S006,144,unreviewed
OBS_3ab2fe8e9729,M4-FUNG-0013,M4-FUNG-0013:E006,experiment_outcome_raw,EXPERIMENT,M4-FUNG-0013:E006,Identified 80-kb M. pilosus pigment region with 24 annotated CDSs,qualitative_or_composite,sequence study,S002; S003,145,unreviewed
OBS_8d7c6a4ddab7,M4-FUNG-0013,M4-FUNG-0013:E006,measurement,EXPERIMENT,M4-FUNG-0013:E006,80000,quantitative,sequence,S001; S002,151,mapped
OBS_e50f8689b0fa,M4-FUNG-0013,M4-FUNG-0013:E006,measurement,EXPERIMENT,M4-FUNG-0013:E006,24,quantitative,sequence,S001,152,mapped
OBS_f5084de98245,M4-FUNG-0013,M4-FUNG-0013:E001,measurement,EXPERIMENT,M4-FUNG-0013:E001,strongly repressed,qualitative_or_text,endpoint,S003,153,mapped
OBS_d80a1b710121,M4-FUNG-0013,M4-FUNG-0013:E001,measurement,EXPERIMENT,M4-FUNG-0013:E001,strongly repressed,qualitative_or_text,endpoint,S003,154,mapped
OBS_edd9e2bd6457,M4-FUNG-0013,M4-FUNG-0013:E002,measurement,EXPERIMENT,M4-FUNG-0013:E002,albino,qualitative_or_text,endpoint,S003,155,mapped
OBS_9557673aae54,M4-FUNG-0013,M4-FUNG-0013:E003,measurement,EXPERIMENT,M4-FUNG-0013:E003,no significant difference,qualitative_or_text,endpoint,S004,156,mapped
OBS_2aad85d20c9a,M4-FUNG-0013,M4-FUNG-0013:E004,measurement,EXPERIMENT,M4-FUNG-0013:E004,enhanced,qualitative_or_text,endpoint,S005,157,mapped
OBS_fed1b093142a,M4-FUNG-0013,M4-FUNG-0013:E004,measurement,EXPERIMENT,M4-FUNG-0013:E004,enhanced,qualitative_or_text,endpoint,S005,158,mapped
OBS_31fb9a08af0b,M4-FUNG-0013,M4-FUNG-0013:E005,measurement,EXPERIMENT,M4-FUNG-0013:E005,severely impaired,qualitative_or_text,endpoint,S006,159,mapped
OBS_539da9b6c91a,M4-FUNG-0013,M4-FUNG-0013:E005,measurement,EXPERIMENT,M4-FUNG-0013:E005,not observed,qualitative_or_text,endpoint,S006,160,mapped
OBS_377951fe511c,M4-FUNG-0014,M4-FUNG-0014:E001,experiment_outcome_raw,EXPERIMENT,M4-FUNG-0014:E001,Δbik1 loses bikaverin production and pigmentation,qualitative_or_composite,endpoint,S003; S004,124,unreviewed
OBS_d4281a9d9e1e,M4-FUNG-0014,M4-FUNG-0014:E002,experiment_outcome_raw,EXPERIMENT,M4-FUNG-0014:E002,Either deletion abolishes normal bikaverin pigmentation; later work resolves accumulated intermediates and alternating reaction sequence,qualitative_or_composite,endpoint,S003; S005,125,unreviewed
OBS_db51c6d37692,M4-FUNG-0014,M4-FUNG-0014:E003,experiment_outcome_raw,EXPERIMENT,M4-FUNG-0014:E003,"All three mutations significantly reduce bikaverin; bik4 and bik5 show distinct transcript-network phenotypes, while bik6 retains some extracellular pigment",qualitative_or_composite,endpoint,S003,126,unreviewed
OBS_167baeae6240,M4-FUNG-0014,M4-FUNG-0014:E004,experiment_outcome_raw,EXPERIMENT,M4-FUNG-0014:E004,"PacC mediates alkaline repression: pacC deletion partially derepresses bik genes, whereas dominant-active PacC represses them",qualitative_or_composite,time course,S003,127,unreviewed
OBS_52d66533cccb,M4-FUNG-0014,M4-FUNG-0014:E005,experiment_outcome_raw,EXPERIMENT,M4-FUNG-0014:E005,Bikaverin is mainly/only produced under acidic low nitrogen; cluster transcription changes strongly across conditions,qualitative_or_composite,study endpoint,S006,128,unreviewed
OBS_ca7b8ebfca7d,M4-FUNG-0014,M4-FUNG-0014:E006,experiment_outcome_raw,EXPERIMENT,M4-FUNG-0014:E006,Sucrose availability and sulfate/phosphate starvation stimulate bikaverin production and/or bik1 expression,qualitative_or_composite,time course,S007,129,unreviewed
OBS_b55386c4652b,M4-FUNG-0014,M4-FUNG-0014:E007,experiment_outcome_raw,EXPERIMENT,M4-FUNG-0014:E007,GMI1000 but not ΔrmyA induces localized bikaverin production and pigmented chlamydospores,qualitative_or_composite,72 h,S008,130,unreviewed
OBS_f50b9e64bf3c,M4-FUNG-0014,M4-FUNG-0014:E008,experiment_outcome_raw,EXPERIMENT,M4-FUNG-0014:E008,Ralsolamycin increases bikaverin and bik1/2/3 transcription under both N regimes; high-N induced levels approach low-N WT levels,qualitative_or_composite,endpoint,S008,131,unreviewed
OBS_96a57d53b6f6,M4-FUNG-0014,M4-FUNG-0014:E009,experiment_outcome_raw,EXPERIMENT,M4-FUNG-0014:E009,Bacterial invasion was more frequent in Δbik1 chlamydospores than WT,qualitative_or_composite,endpoint,S008,132,unreviewed
OBS_d4724d89a707,M4-FUNG-0014,M4-FUNG-0014:E001,measurement,EXPERIMENT,M4-FUNG-0014:E001,46271,quantitative,sequence,S001,136,mapped
OBS_1b41ce5b0993,M4-FUNG-0014,M4-FUNG-0014:E001,measurement,EXPERIMENT,M4-FUNG-0014:E001,18435,quantitative,sequence,S001,137,mapped
OBS_291678c0276d,M4-FUNG-0014,M4-FUNG-0014:E001,measurement,EXPERIMENT,M4-FUNG-0014:E001,17086,quantitative,sequence,S001; S003,138,mapped
OBS_ae0da80a5839,M4-FUNG-0014,M4-FUNG-0014:E003,measurement,EXPERIMENT,M4-FUNG-0014:E003,6,quantitative,cluster,S003,139,mapped
OBS_3b3cc27d65f5,M4-FUNG-0014,M4-FUNG-0014:E005,measurement,EXPERIMENT,M4-FUNG-0014:E005,6,quantitative,condition,S006,140,mapped
OBS_e2ea1ee22b2b,M4-FUNG-0014,M4-FUNG-0014:E007,measurement,EXPERIMENT,M4-FUNG-0014:E007,383,quantitative,72 h,S008,141,mapped
OBS_1f50101726ba,M4-FUNG-0014,M4-FUNG-0014:E007,measurement,EXPERIMENT,M4-FUNG-0014:E007,72,quantitative,interaction,S008,142,mapped
OBS_1eba6a5e083a,M4-FUNG-0014,M4-FUNG-0014:E009,measurement,EXPERIMENT,M4-FUNG-0014:E009,1.95,quantitative,endpoint,S008,143,mapped
OBS_c76790e502b2,M4-FUNG-0014,M4-FUNG-0014:E009,measurement,EXPERIMENT,M4-FUNG-0014:E009,6.65,quantitative,endpoint,S008,144,mapped
OBS_24365958b563,M4-FUNG-0014,M4-FUNG-0014:E009,measurement,EXPERIMENT,M4-FUNG-0014:E009,0.031,quantitative,endpoint,S008,145,mapped
OBS_b769903f1d60,M4-FUNG-0014,M4-FUNG-0014:E009,measurement,EXPERIMENT,M4-FUNG-0014:E009,0.315,quantitative,endpoint,S008,146,mapped
OBS_ae6c94d882a7,M4-FUNG-0014,M4-FUNG-0014:E008,measurement,EXPERIMENT,M4-FUNG-0014:E008,7,quantitative,endpoint,S008,147,mapped
OBS_7f10dc56c8f3,M4-FUNG-0014,M4-FUNG-0014:E008,measurement,EXPERIMENT,M4-FUNG-0014:E008,approached low-N WT,qualitative_or_text,endpoint,S008,148,mapped
OBS_7b3ad62ebf32,M4-FUNG-0015,M4-FUNG-0015:E001,experiment_outcome_raw,EXPERIMENT,M4-FUNG-0015:E001,Robust cichorine production under defined laboratory medium; establishes native pathway accessibility without direct promoter engineering,qualitative_or_composite,5 days,S003,126,unreviewed
OBS_a329e0c2259f,M4-FUNG-0015,M4-FUNG-0015:E002,experiment_outcome_raw,EXPERIMENT,M4-FUNG-0015:E002,Deleting cicA/B/C/D/E/F/H eliminates cichorine; deleting cicG/AN11922 retains cichorine; outer flanking genes also retain product,qualitative_or_composite,5 days,S003,127,unreviewed
OBS_b97afae4632c,M4-FUNG-0015,M4-FUNG-0015:E003,experiment_outcome_raw,EXPERIMENT,M4-FUNG-0015:E003,cicBΔ yields 3-methylorsellinic acid; cicCΔ yields nidulol,qualitative_or_composite,5 days,S003,128,unreviewed
