relationship_key,dossier_id,relationship_id,subject_raw,predicate_raw,object_raw,relationship_text_raw,source_ids,note,source_row,normalization_status
M4-FUNG-0021:R007,M4-FUNG-0021,R007,Fum3,performs,final C5 hydroxylation,,S020,,183,mapped_triplet
M4-FUNG-0021:R008,M4-FUNG-0021,R008,Fum7/Fum10/Fum11/Fum14,construct_and_attach,tricarballylic ester arms,,S007; S021,,184,mapped_triplet
M4-FUNG-0021:R009,M4-FUNG-0021,R009,Fum18,confers,ceramide-synthase-based FB1 self-protection,,S008,,185,mapped_triplet
M4-FUNG-0021:R010,M4-FUNG-0021,R010,Fum19,negatively_regulates,FUM cluster expression and FB1 level,,S008,,186,mapped_triplet
M4-FUNG-0021:R011,M4-FUNG-0021,R011,Fum16,supports,palmitoyl-CoA/ceramide self-protection module,,S009,,187,mapped_triplet
M4-FUNG-0021:R012,M4-FUNG-0021,R012,FUM15–FUM19,form,self-protection/regulatory subcluster,,S009,,188,mapped_triplet
M4-FUNG-0021:R013,M4-FUNG-0021,R013,FUM1 loss,abolishes,fumonisin but not tested maize ear pathogenicity,,S004,,189,mapped_triplet
M4-FUNG-0022:R001,M4-FUNG-0022,R001,BGC0000063,encoded_by,"EU449979.1:1–53,327",,S001,,170,mapped_triplet
M4-FUNG-0022:R002,M4-FUNG-0022,R002,FoFum8 Val580,associates_with_and_causes,predominant C-series fumonisin output,,S004,,171,mapped_triplet
M4-FUNG-0022:R003,M4-FUNG-0022,R003,FvFum8 Ala580,associates_with_and_causes,predominant B-series fumonisin output,,S004,,172,mapped_triplet
M4-FUNG-0022:R004,M4-FUNG-0022,R004,FoFUM8,uses_preferentially,glycine for FC backbone formation,,S003; S004,,173,mapped_triplet
M4-FUNG-0022:R005,M4-FUNG-0022,R005,FvFUM8,uses_preferentially,alanine for FB backbone formation,,S003; S004,,174,mapped_triplet
M4-FUNG-0022:R006,M4-FUNG-0022,R006,FUM15,not_required_for,hydroxy-FC1 hydroxylation,,S004,,175,mapped_triplet
M4-FUNG-0022:R007,M4-FUNG-0022,R007,CPM1,adjacent_to,FUM19 at O-1890 cluster edge,,S001; S006,,176,mapped_triplet
M4-FUNG-0022:R008,M4-FUNG-0022,R008,O-1890,isolated_from,Dianthus caryophyllus in Korea,,S005,,177,mapped_triplet
M4-FUNG-0023:R001,M4-FUNG-0023,R001,BGC0000064,encoded_by,"AY604568.1:1–11,857",,S001,,169,mapped_triplet
M4-FUNG-0023:R002,M4-FUNG-0023,R002,F. verticillioides transcriptional FUS locus,contains,FUS1–FUS9 / FVEG_11086–FVEG_11078,,S007,,170,mapped_triplet
M4-FUNG-0023:R003,M4-FUNG-0023,R003,Fus1,produces,prefusarin scaffold,,S002; S003,,171,mapped_triplet
M4-FUNG-0023:R004,M4-FUNG-0023,R004,Fus8,oxidizes,prefusarin C20 and later C20 aldehyde to carboxylate,,S003,Two distinct oxidation steps.,172,mapped_triplet
M4-FUNG-0023:R005,M4-FUNG-0023,R005,Fus2,drives,2-pyrrolidone ring closure + C15 oxidation + C13–C14 epoxidation,,S003,,173,mapped_triplet
M4-FUNG-0023:R006,M4-FUNG-0023,R006,Fus9,methylates,carboxy-fusarin C to fusarin C,,S003,,174,mapped_triplet
M4-FUNG-0023:R007,M4-FUNG-0023,R007,Fus3–Fus7,coexpressed_but_not_required_for,canonical fusarin C formation in F. fujikuroi,,S003,,175,mapped_triplet
M4-FUNG-0023:R008,M4-FUNG-0023,R008,high nitrogen,activates,FUS transcription and fusarin production,,S003; S004; S006,,176,mapped_triplet
M4-FUNG-0023:R009,M4-FUNG-0023,R009,Ustilago maydis coculture,induces,F. verticillioides FUS1–FUS9 transcription at day 2,,S008,,177,mapped_triplet
M4-FUNG-0023:R010,M4-FUNG-0023,R010,FvStuA,positively_regulates,FUS cluster transcription,,S015,Pleiotropic developmental regulator.,178,mapped_triplet
M4-FUNG-0024:R001,M4-FUNG-0024,R001,BGC0000070,encoded_by,"GU574478.1:1–55,000",,S001,,174,mapped_triplet
M4-FUNG-0024:R002,M4-FUNG-0024,R002,GsfA,produces,heptaketide benzophenone precursor,,S003; S004,,175,mapped_triplet
M4-FUNG-0024:R003,M4-FUNG-0024,R003,GsfB,methylates,3-OH of benzophenone pathway intermediate,,S004,,176,mapped_triplet
M4-FUNG-0024:R004,M4-FUNG-0024,R004,GsfC,methylates,9-OH of benzophenone pathway intermediate,,S004,,177,mapped_triplet
M4-FUNG-0024:R005,M4-FUNG-0024,R005,GsfI,chlorinates,griseophenone C → griseophenone B,,S003; S004,,178,mapped_triplet
M4-FUNG-0024:R006,M4-FUNG-0024,R006,GsfF,forms,grisan oxa-spiro scaffold by oxidative phenolic coupling,,S004; S008,,179,mapped_triplet
M4-FUNG-0024:R007,M4-FUNG-0024,R007,GsfD,methylates,5-OH of late grisan intermediate,,S004,,180,mapped_triplet
M4-FUNG-0024:R008,M4-FUNG-0024,R008,GsfE,reduces,dehydrogriseofulvin → griseofulvin stereospecifically,,S004,,181,mapped_triplet
M4-FUNG-0024:R009,M4-FUNG-0024,R009,GsfK,not_required_for,canonical griseofulvin production under tested conditions,,S004,,182,mapped_triplet
M4-FUNG-0024:R010,M4-FUNG-0024,R010,GsfH,not_required_for,canonical griseofulvin production under tested conditions,,S004,,183,mapped_triplet
M4-FUNG-0025:R001,M4-FUNG-0025,R001,BGC0000076,encoded_by,EU520417.1 / DSM11931,,S001; S002,,168,mapped_triplet
M4-FUNG-0025:R002,M4-FUNG-0025,R002,BGC0000077,near_identical_strain_counterpart_of,BGC0000076,,S003,DSM11932; ~0.1% nucleotide divergence.,169,mapped_triplet
M4-FUNG-0025:R003,M4-FUNG-0025,R003,Hpm8,supplies_reduced_starter_to,Hpm3,,S003,,170,mapped_triplet
M4-FUNG-0025:R004,M4-FUNG-0025,R004,Hpm3 + Hpm8,produce,DHZ 14-membered resorcylic acid lactone scaffold,,S003,,171,mapped_triplet
M4-FUNG-0025:R005,M4-FUNG-0025,R005,Hpm5,methylates,4-OH of hypothemycin/RAL substrates,,S003,,172,mapped_triplet
M4-FUNG-0025:R006,M4-FUNG-0025,R006,Hpm7,epoxidizes,"1′,2′ double bond",,S003,,173,mapped_triplet
M4-FUNG-0025:R007,M4-FUNG-0025,R007,Hpm1,hydroxylates,DHZ-derived RAL side chain,,S003,Exact position incompletely resolved.,174,mapped_triplet
M4-FUNG-0025:R008,M4-FUNG-0025,R008,Hpm2,isomerizes,"7′,8′ olefin",,S003,Equilibrium favors trans.,175,mapped_triplet
M4-FUNG-0025:R009,M4-FUNG-0025,R009,Hpm6,hypothesized_to_export_selectively,cis hypothemycin,,S003,Unvalidated.,176,mapped_triplet
M4-FUNG-0025:R010,M4-FUNG-0025,R010,Hpm9,proposed_to_oxidize,late side-chain alcohol to ketone/enone state,,S003,Unvalidated directly.,177,mapped_triplet
M4-FUNG-0026:R001,M4-FUNG-0026,R001,BGC0000077,encoded_by,EU520418.1 / DSM11932,,S001; S002,,168,mapped_triplet
M4-FUNG-0026:R002,M4-FUNG-0026,R002,BGC0000076,near_identical_strain_counterpart_of,BGC0000077,,S003,DSM11931; ~0.1% nucleotide divergence.,169,mapped_triplet
M4-FUNG-0026:R003,M4-FUNG-0026,R003,Hpm8,supplies_reduced_starter_to,Hpm3,,S003,,170,mapped_triplet
M4-FUNG-0026:R004,M4-FUNG-0026,R004,Hpm3 + Hpm8,produce,DHZ 14-membered resorcylic acid lactone scaffold,,S003,,171,mapped_triplet
M4-FUNG-0026:R005,M4-FUNG-0026,R005,Hpm5,methylates,4-OH of hypothemycin/RAL substrates,,S003,,172,mapped_triplet
M4-FUNG-0026:R006,M4-FUNG-0026,R006,Hpm7,epoxidizes,"1′,2′ double bond",,S003,,173,mapped_triplet
M4-FUNG-0026:R007,M4-FUNG-0026,R007,Hpm1,hydroxylates,DHZ-derived RAL side chain,,S003,Exact position incompletely resolved.,174,mapped_triplet
M4-FUNG-0026:R008,M4-FUNG-0026,R008,Hpm2,isomerizes,"7′,8′ olefin",,S003,Equilibrium favors trans.,175,mapped_triplet
M4-FUNG-0026:R009,M4-FUNG-0026,R009,Hpm6,hypothesized_to_export_selectively,cis hypothemycin,,S003,Unvalidated.,176,mapped_triplet
M4-FUNG-0026:R010,M4-FUNG-0026,R010,Hpm9,proposed_to_oxidize,late side-chain alcohol to ketone/enone state,,S003,Unvalidated directly.,177,mapped_triplet
M4-FUNG-0027:R001,M4-FUNG-0027,R001,BGC0000088,encoded_by,"AH007774.2:1–55,428",,S001,,176,mapped_triplet
M4-FUNG-0027:R002,M4-FUNG-0027,R002,LovB,encoded_separately_from,BGC0000088/AH007774.2 on AF151722,,S011,,177,mapped_triplet
M4-FUNG-0027:R003,M4-FUNG-0027,R003,LovC,trans_reduces,specific LovB-bound enoyl intermediates,,S003; S005,,178,mapped_triplet
M4-FUNG-0027:R004,M4-FUNG-0027,R004,LovB + LovC,produce,dihydromonacolin L scaffold,,S003; S005,,179,mapped_triplet
M4-FUNG-0027:R005,M4-FUNG-0027,R005,LovG,releases,dihydromonacolin L from LovB,,S007,,180,mapped_triplet
M4-FUNG-0027:R006,M4-FUNG-0027,R006,LovA,converts,DML acid → monacolin L acid → monacolin J acid,,S006,,181,mapped_triplet
M4-FUNG-0027:R007,M4-FUNG-0027,R007,LovF,synthesizes,2-methylbutyryl side-chain donor,,S003; S008,,182,mapped_triplet
M4-FUNG-0027:R008,M4-FUNG-0027,R008,LovD,transfers,LovF-bound 2-methylbutyryl group to monacolin J,,S008,,183,mapped_triplet
M4-FUNG-0027:R009,M4-FUNG-0027,R009,carbon assimilation limitation,associates_with,onset of native lovastatin production,,S010,,184,mapped_triplet
M4-FUNG-0027:R010,M4-FUNG-0027,R010,ROS accumulation,positively_associates_with_and_regulates,lovE/lovF expression and lovastatin production,,S013,,185,mapped_triplet
M4-FUNG-0027:R011,M4-FUNG-0027,R011,cluster HMG-CoA reductase homolog,supports,producer resistance/self-protection,,S014,Keep separate from target pharmacology.,186,mapped_triplet
M4-FUNG-0028:R001,M4-FUNG-0028,R001,BGC0000089,legacy_partial_of,BGC0000088 lovastatin programme,,S002; S003; S004,,153,mapped_triplet
M4-FUNG-0028:R002,M4-FUNG-0028,R002,AF141925.1,replaced_by,AH007774,,S002,,154,mapped_triplet
M4-FUNG-0028:R003,M4-FUNG-0028,R003,AF141924.1 + AF141925.1,historically_encode,17-gene lovastatin cluster,,S003,,155,mapped_triplet
M4-FUNG-0028:R004,M4-FUNG-0028,R004,M4-FUNG-0028,cross_references,M4-FUNG-0027 / BGC0000088,,S003,Mechanistic dossier lives in active record.,156,mapped_triplet
M4-FUNG-0029:R001,M4-FUNG-0029,R001,BGC0000098,encoded_by,"DQ176595.1:1–45,000",,S001,,172,mapped_triplet
M4-FUNG-0029:R002,M4-FUNG-0029,R002,MokA,required_for,monacolin K core-scaffold biosynthesis,,S003,,173,mapped_triplet
M4-FUNG-0029:R003,M4-FUNG-0029,R003,MokE,trans_reduces/supports,MokA iterative-PKS execution,,S009,,174,mapped_triplet
M4-FUNG-0029:R004,M4-FUNG-0029,R004,MokB,synthesizes,diketide side chain downstream of monacolin J,,S004,,175,mapped_triplet
M4-FUNG-0029:R005,M4-FUNG-0029,R005,MokF,predicted_to_transfer,MokB-derived side chain to monacolin J,,S003; S011,Homology-based; direct source-strain chemistry less resolved.,176,mapped_triplet
M4-FUNG-0029:R006,M4-FUNG-0029,R006,MokH,positively_regulates,mok cluster transcription and MK output,,S005,,177,mapped_triplet
M4-FUNG-0029:R007,M4-FUNG-0029,R007,MokI overexpression,increases,MK output/recovery,,S008,Direct transport substrate unresolved.,178,mapped_triplet
M4-FUNG-0029:R008,M4-FUNG-0029,R008,10 mM glutamate,increases,MK production and mokB–mokI expression,,S006,,179,mapped_triplet
M4-FUNG-0029:R009,M4-FUNG-0029,R009,temperature shift 30→25°C,increases,MK despite lower biomass,,S007,Comparative M. fuliginosus evidence.,180,mapped_triplet
M4-FUNG-0029:R010,M4-FUNG-0029,R010,MpClr4 inactivation,increases,MK production,,S010,Global chromatin/DDR modifier.,181,mapped_triplet
M4-FUNG-0029:R011,M4-FUNG-0029,R011,MpDot1 inactivation,decreases,MK production,,S010,Global chromatin/DDR modifier.,182,mapped_triplet
M4-FUNG-0029:R012,M4-FUNG-0029,R012,monacolin K,chemically_identical_to,lovastatin,,S003; S011,,183,mapped_triplet
M4-FUNG-0030:R001,M4-FUNG-0030,R001,BGC0000099,encoded_by,"HM070047.1:1–8,104",,S001,MIBiG single-PKS sequence.,171,mapped_triplet
M4-FUNG-0030:R002,M4-FUNG-0030,R002,functional monascorubrin programme,contains,pks3 + rp1 + rp2 + rp3 + rp4,,S003,,172,mapped_triplet
M4-FUNG-0030:R003,M4-FUNG-0030,R003,RP1,positively_regulates_inferred,PKS3-dependent pathway,,S003,Direct binding unresolved.,173,mapped_triplet
M4-FUNG-0030:R004,M4-FUNG-0030,R004,PKS3,produces,compound-1/polyketide chromophore branch,,S003,Detailed chemistry partly inferred.,174,mapped_triplet
M4-FUNG-0030:R005,M4-FUNG-0030,R005,RP2 + RP3 + RP4,required_for,3-oxo-decanoic-acid/fatty-acid branch,,S003,Shared mutant phenotype; individual reactions unresolved.,175,mapped_triplet
M4-FUNG-0030:R006,M4-FUNG-0030,R006,pks3 + rp1,required_for,citrinin branch,,S003,,176,mapped_triplet
M4-FUNG-0030:R007,M4-FUNG-0030,R007,rp2/rp3/rp4,not_required_for,citrinin formation under tested conditions,,S003,,177,mapped_triplet
M4-FUNG-0030:R008,M4-FUNG-0030,R008,pks3 + rp1–rp4,required_for,monascorubrin and ankaflavin,,S003,,178,mapped_triplet
M4-FUNG-0030:R009,M4-FUNG-0030,R009,free amino acids,conjugate_with,monascorubrin/rubropunctatin after scaffold formation,,S003,Likely nonenzymatic Schiff-base chemistry.,179,mapped_triplet
M4-FUNG-0030:R010,M4-FUNG-0030,R010,25°C mold state,supports,diffusible red-pigment programme,,S003; S004,,180,mapped_triplet
M4-FUNG-0030:R011,M4-FUNG-0030,R011,ten tested neighboring ORFs outside rp1–rp4,not_required_for,visible red-pigment phenotype,,S003,Negative boundary evidence.,181,mapped_triplet
M4-FUNG-0031:R001,M4-FUNG-0031,R001,BGC0000101,encoded_by,"BN001308.1:4,367,684–4,413,245 displayed region",,S001,,171,mapped_triplet
M4-FUNG-0031:R002,M4-FUNG-0031,R002,CclA loss,derepresses,mdp secondary-metabolite locus,,S005,,172,mapped_triplet
M4-FUNG-0031:R003,M4-FUNG-0031,R003,MdpG,synthesizes,atrochrysone thioester,,S003; S006,,173,mapped_triplet
M4-FUNG-0031:R004,M4-FUNG-0031,R004,MdpF,releases,atrochrysone carboxylic acid from MdpG,,S006,,174,mapped_triplet
M4-FUNG-0031:R005,M4-FUNG-0031,R005,MdpH1/MdpH2,direct,flux toward emodin rather than endocrocin,,S003; S006,Historical mdpH region split into two activities.,175,mapped_triplet
M4-FUNG-0031:R006,M4-FUNG-0031,R006,MdpE + MdpA,activate,mdp cluster transcription,,S003,,176,mapped_triplet
M4-FUNG-0031:R007,M4-FUNG-0031,R007,MdpD,required_for,xanthone branch but not monodictyphenone,,S004,,177,mapped_triplet
M4-FUNG-0031:R008,M4-FUNG-0031,R008,XptA + XptB,prenylate,xanthone-pathway intermediates,,S004; S008,,178,mapped_triplet
M4-FUNG-0031:R009,M4-FUNG-0031,R009,XptC,converts,late prenylated precursors to shamixanthone/epishamixanthone,,S004,,179,mapped_triplet
M4-FUNG-0031:R010,M4-FUNG-0031,R010,AN7999,not_required_for,obvious prenyl-xanthone production under tested conditions,,S004,,180,mapped_triplet
M4-FUNG-0031:R011,M4-FUNG-0031,R011,prenylated xanthones,accumulate_in,Hülle cells during sexual development,,S009,,181,mapped_triplet
M4-FUNG-0031:R012,M4-FUNG-0031,R012,Hülle-cell xanthones,protect,sexual structures from arthropod fungivory,,S009,,182,mapped_triplet
M4-FUNG-0032:R001,M4-FUNG-0032,R001,BGC0000104,encoded_by,"HQ731031.1:1–33,515 displayed region",,S001,,167,mapped_triplet
M4-FUNG-0032:R002,M4-FUNG-0032,R002,MpaC,produces,5-methylorsellinic acid,,S003; S004,,168,mapped_triplet
M4-FUNG-0032:R003,M4-FUNG-0032,R003,MpaDE,converts,5-MOA → DHMB → DHMP,,S004,Natural fusion enzyme.,169,mapped_triplet
M4-FUNG-0032:R004,M4-FUNG-0032,R004,MpaA,farnesylates,DHMP → FDHMP,,S006,Golgi-associated.,170,mapped_triplet
M4-FUNG-0032:R005,M4-FUNG-0032,R005,MpaB,oxidatively_cleaves,FDHMP side chain → FDHMP-3C,,S006,ER-associated.,171,mapped_triplet
M4-FUNG-0032:R006,M4-FUNG-0032,R006,MpaG,methylates,"DMMPA, FDHMP and FDHMP-3C",,S008,Cytosolic multi-substrate methyltransferase.,172,mapped_triplet
M4-FUNG-0032:R007,M4-FUNG-0032,R007,peroxisomal β-oxidation,shortens,methylated prenyl side chain toward MPA-CoA,,S006,Primary-metabolism machinery outside BGC.,173,mapped_triplet
M4-FUNG-0032:R008,M4-FUNG-0032,R008,MpaH,hydrolyzes,MPA-CoA → MPA,,S006; S007,Peroxisomal product release.,174,mapped_triplet
M4-FUNG-0032:R009,M4-FUNG-0032,R009,MpaF / IMPDH-B,confers,self-resistance to MPA,,S005,,175,mapped_triplet
M4-FUNG-0032:R010,M4-FUNG-0032,R010,mpaD + mpaE database CDSs,form_native_transcript,single mpaDE fusion gene,,S004,,176,mapped_triplet
M4-FUNG-0032:R011,M4-FUNG-0032,R011,MpaA,localizes_to,Golgi membrane,,S006,,177,mapped_triplet
M4-FUNG-0032:R012,M4-FUNG-0032,R012,MpaDE + MpaB,localize_to,endoplasmic reticulum,,S006,,178,mapped_triplet
M4-FUNG-0032:R013,M4-FUNG-0032,R013,MpaH,localizes_to,peroxisome,,S006; S007,,179,mapped_triplet
M4-FUNG-0033:R001,M4-FUNG-0033,R001,BGC0000107,encoded_by,"BN001302.1:1,116,199–1,162,873 displayed region",,S001,,160,mapped_triplet
M4-FUNG-0033:R002,M4-FUNG-0033,R002,WA,synthesizes,YWA1,,S004,,161,mapped_triplet
M4-FUNG-0033:R003,M4-FUNG-0033,R003,wA loss,causes,white conidia,,S003; S007,,162,mapped_triplet
M4-FUNG-0033:R004,M4-FUNG-0033,R004,YA,oxidizes/modifies,yellow YWA1-derived pigment toward green conidial pigment,,S005,,163,mapped_triplet
M4-FUNG-0033:R005,M4-FUNG-0033,R005,AbaA,directly_activates,yA transcription,,S006,,164,mapped_triplet
M4-FUNG-0033:R006,M4-FUNG-0033,R006,FwA,modifies_inferred,YWA1 independently of YA,,S008,Epistasis-based.,165,mapped_triplet
M4-FUNG-0033:R007,M4-FUNG-0033,R007,ChaA,acts_downstream_of_inferred,FwA-derived pigment branch,,S008,Epistasis-based.,166,mapped_triplet
M4-FUNG-0033:R008,M4-FUNG-0033,R008,wA,epistatic_to,"yA, fwA and chaA",,S008,No backbone pigment without WA.,167,mapped_triplet
M4-FUNG-0033:R009,M4-FUNG-0033,R009,fwA,epistatic_to,chaA,,S008,,168,mapped_triplet
M4-FUNG-0033:R010,M4-FUNG-0033,R010,conidial development,induces,YA/laccase accumulation,,S005,,169,mapped_triplet
M4-FUNG-0033:R011,M4-FUNG-0033,R011,mature green pigment,protects,conidia against UV damage,,S007; S008,,170,mapped_triplet
M4-FUNG-0034:R001,M4-FUNG-0034,R001,PatK,synthesizes,6-methylsalicylic acid,,S005; S006,,167,mapped_triplet
M4-FUNG-0034:R002,M4-FUNG-0034,R002,PatG,decarboxylates,6-MSA → m-cresol,,S005,,168,mapped_triplet
M4-FUNG-0034:R003,M4-FUNG-0034,R003,PatH,hydroxylates,m-cresol → m-hydroxybenzyl alcohol,,S005; S006,,169,mapped_triplet
M4-FUNG-0034:R004,M4-FUNG-0034,R004,PatI,hydroxylates,m-hydroxybenzyl alcohol → gentisyl alcohol,,S005; S006,,170,mapped_triplet
M4-FUNG-0034:R005,M4-FUNG-0034,R005,PatN,converts,isoepoxydon → phyllostine,,S006,,171,mapped_triplet
M4-FUNG-0034:R006,M4-FUNG-0034,R006,PatF,converts,phyllostine → neopatulin,,S006,,172,mapped_triplet
M4-FUNG-0034:R007,M4-FUNG-0034,R007,PatD,converts,neopatulin → E-ascladiol,,S006,,173,mapped_triplet
M4-FUNG-0034:R008,M4-FUNG-0034,R008,PatE,oxidizes,E-ascladiol → patulin,,S006,,174,mapped_triplet
M4-FUNG-0034:R009,M4-FUNG-0034,R009,PatL,activates,patulin cluster transcription,,S004,,175,mapped_triplet
M4-FUNG-0034:R010,M4-FUNG-0034,R010,patulin,increases,cultivar-dependent apple aggressiveness,,S004,,176,mapped_triplet
M4-FUNG-0035:R001,M4-FUNG-0035,R001,BGC0000121,encoded_by,"KC145148.1:1–40,346 displayed region",,S001,,169,mapped_triplet
M4-FUNG-0035:R002,M4-FUNG-0035,R002,PtaA,initiates,emodin-family polyketide scaffold,,S003; S005,,170,mapped_triplet
M4-FUNG-0035:R003,M4-FUNG-0035,R003,PtaB/PtaC/PtaD/PtaF,support,early emodin-family scaffold maturation,,S005,Comparative reaction assignments.,171,mapped_triplet
M4-FUNG-0035:R004,M4-FUNG-0035,R004,PtaH/PtaI,methylate,aromatic pathway intermediates,,S003; S005,Exact division unresolved.,172,mapped_triplet
M4-FUNG-0035:R005,M4-FUNG-0035,R005,PtaJ,ring_cleaves,methylated anthraquinone toward benzophenone state,,S005,,173,mapped_triplet
M4-FUNG-0035:R006,M4-FUNG-0035,R006,PtaM,chlorinates,isosulochrin-like or RES-1214-1 substrate,,S003; S006; S008,,174,mapped_triplet
M4-FUNG-0035:R007,M4-FUNG-0035,R007,PtaE,oxidatively_couples,benzophenone precursor into diphenyl ether,,S003; S006,,175,mapped_triplet
M4-FUNG-0035:R008,M4-FUNG-0035,R008,RES-1214-1,can_be_chlorinated_to,pestheic acid / RES-1214-2,,S006; S008,,176,mapped_triplet
M4-FUNG-0035:R009,M4-FUNG-0035,R009,pestheic acid,synonym_of,RES-1214-2 / dihydromaldoxin,,S007; S013,,177,mapped_triplet
M4-FUNG-0035:R010,M4-FUNG-0035,R010,pta cluster expression,associates_with,pestheic-acid production in rice fermentation,,S002; S004; S014,,178,mapped_triplet
M4-FUNG-0035:R011,M4-FUNG-0035,R011,W106-1,endophyte_of,Camellia sinensis,,S004; S012,,179,mapped_triplet
M4-FUNG-0036:R001,M4-FUNG-0036,R001,Pyr2,synthesizes,HPPO,,S003; S008,,156,mapped_triplet
M4-FUNG-0036:R002,M4-FUNG-0036,R002,Pyr6,farnesylates,HPPO,,S003,,157,mapped_triplet
M4-FUNG-0036:R003,M4-FUNG-0036,R003,Pyr5,epoxidizes,farnesyl-HPPO,,S003,,158,mapped_triplet
M4-FUNG-0036:R004,M4-FUNG-0036,R004,Pyr4,cyclizes,epoxyfarnesyl intermediate,,S003,,159,mapped_triplet
M4-FUNG-0036:R005,M4-FUNG-0036,R005,GpaB,regulates,pyr cluster in dual biofilm,,S008,,160,mapped_triplet
M4-FUNG-0036:R006,M4-FUNG-0036,R006,pyripyropene,supports,A. fumigatus mixed-biofilm fitness,,S008,,161,mapped_triplet
